"business_name","first_name","last_name","address_","city","zip_code"
"COAST TO COAST FUTBOL ACADEMY INC.",,,"1834 BIRCH ST","KLAMATH FALLS","97601"
"COAST TO COAST FUTBOL ACADEMY INC.","CHRISTOPHER","DEAN","1834 BIRCH ST","KLAMATH FALLS","97601"
"COAST TO COAST FUTBOL ACADEMY INC.","CHRISTOPHER","DEAN","1834 BIRCH STREET","KLAMATH FALLS","97601"
"COAST TO COAST FUTBOL ACADEMY INC.","ERICA","DEAN","1834 BIRCH ST","KLAMATH FALLS","97601"
"PRACTICALLY HOMEMADE","JUNE","DICK","20253 VALLEY VIEW RD","LAKEVIEW","97630"
"PRACTICALLY HOMEMADE",,,"20253 VALLEY VIEW RD","LAKEVIEW","97630"
"PRACTICALLY HOMEMADE","JUNE","DICK","20253 VALLEY VIEW RD","LAKEVIEW","97630"
"BENTZ WARNER RANCHLAND LLC",,,"91336 WATER USER LN","LAKEVIEW","97630"
"BENTZ WARNER RANCHLAND LLC",,,"91336 WATER USERS LN","LAKEVIEW","97630"
"BENTZ WARNER RANCHLAND LLC","SCOTT","WARNER","91336 WATER USERS LN","LAKEVIEW","97630"
"MADAAN HOTELS INC.",,,"2500 SOUTH 6TH STREET","KLAMATH FALLS","97601"
"MADAAN HOTELS INC.","GURDEEP","MADAAN","2500 SOUTH 6TH STREET","KLAMATH FALLS","97601"
"TIM'S AUTO REPAIR, LLC","TIMOTHY","BUHLER","34081 POLAR BEAR LANE","BONANZA","97623"
"TIM'S AUTO REPAIR, LLC",,,"34081 POLAR BEAR LANE","BONANZA","97623"
"TIM'S AUTO REPAIR, LLC","TIMOTHY","BUHLER","34081 POLAR BEAR LANE","BONANZA","97623"
"TIM'S AUTO REPAIR, LLC",,,"34081 POLAR BEAR LANE","BONANZA","97623"
"KLAMATH CONSTRUCTION LLC","NICHOLAS","BOERNSEN","12868 TURNSTONE DR","KLAMATH FALLS","97601"
"KLAMATH CONSTRUCTION LLC",,,"12868 TURNSTONE DR","KLAMATH FALLS","97601"
"KLAMATH CONSTRUCTION LLC","NICHOLAS","BOERNSEN","12868 TURNSTONE DR","KLAMATH FALLS","97601"
"KLAMATH CONSTRUCTION LLC",,,"12868 TURNSTONE DR","KLAMATH FALLS","97601"
"KLAMATH CONSTRUCTION LLC","NICHOLAS","BOERNSEN","12868 TURNSTONE DR","KLAMATH FALLS","97601"
"AMENNO'S BAKERS OVEN","BRYCE","WILBERGER","422 S 5TH STREET","KLAMATH FALLS","97601"
"AMENNO'S BAKERS OVEN",,,"4343 OLD FORT RD","KLAMATH FALLS","97601"
"AMENNO'S BAKERS OVEN","ELIZABETH","CLARK","4343 OLD FORT RD","KLAMATH FALLS","97601"
