Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140025647,04/17/2014 12:00:00 AM,12:19,04/14/2014 12:00:00 AM,23:00,04/16/2014 12:00:00 AM,20:00,660,23H,Stealing Bicycles,221,100  WARD PK N,KANSAS CITY,64132,PJ3845,MPD,U,1,SUS,U,U,,"100 WARD PK N
KANSAS CITY 64132
(38.986858578, -94.552169913)",N,93,2,7,151
140053660,07/31/2014 12:00:00 AM,11:18,07/29/2014 12:00:00 AM,10:00,07/30/2014 12:00:00 AM,12:00,660,23H,Stealing Bicycles,131,3200  MAIN ST,KANSAS CITY,64111,PJ2662,CPD,U,1,SUS,U,U,,"3200 MAIN ST
KANSAS CITY 64111
(39.069532877, -94.585385993)",N,2,4,7,50
140046093,07/02/2014 12:00:00 AM,21:51,07/02/2014 12:00:00 AM,21:42,,,660,23H,Stealing Bicycles,142,2100  E 39 ST,KANSAS CITY,64109,PJ3172,CPD,U,1,VIC,B,M,17,"2100 E 39 ST
KANSAS CITY 64109
(39.055662478, -94.559251812)",N,12,3,7,19
140004091,01/18/2014 12:00:00 AM,13:38,01/18/2014 12:00:00 AM,13:30,,,660,23H,Stealing Bicycles,133,W 39 ST/PENNSYLVANIA AVE,KANSAS CITY,64111,PJ3055,CPD,U,1,SUS,B,M,33,"39 ST PENNSYLVANIA AVE
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
140069012,09/25/2014 12:00:00 AM,6:52,09/24/2014 12:00:00 AM,21:30,09/25/2014 12:00:00 AM,6:40,660,23H,Stealing Bicycles,415,4000  NW 82 ST,KANSAS CITY,64151,PP0391,NPD,N,1,SUS,U,U,,"4000 NW 82 ST
KANSAS CITY 64151
(39.24406349, -94.627044398)",N,186,5,3,66
140059730,08/21/2014 12:00:00 AM,17:54,08/21/2014 12:00:00 AM,15:00,08/21/2014 12:00:00 AM,17:20,660,23H,Stealing Bicycles,133,W 41 ST/CENTRAL ST,KANSAS CITY,64111,PJ3302,CPD,U,1,SUS,U,U,,"41 ST CENTRAL ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
140068568,09/23/2014 12:00:00 AM,13:26,09/22/2014 12:00:00 AM,12:00,09/23/2014 12:00:00 AM,12:00,660,23H,Stealing Bicycles,132,3800  MAIN ST,KANSAS CITY,64111,PJ3053,CPD,U,1,SUS,U,U,,"3800 MAIN ST
KANSAS CITY 64111
(39.058311619, -94.586028945)",N,32,4,7,50
140055724,08/07/2014 12:00:00 AM,15:56,08/06/2014 12:00:00 AM,20:30,08/07/2014 12:00:00 AM,15:00,660,23H,Stealing Bicycles,131,00  E 32 ST,KANSAS CITY,64107,PJ2580,CPD,U,1,SUS,U,U,,"00 E 32 ST
KANSAS CITY 64107
(39.069114371, -94.583347431)",N,2,4,7,50
140069123,09/25/2014 12:00:00 AM,15:24,09/21/2014 12:00:00 AM,2:00,09/21/2014 12:00:00 AM,7:00,660,23H,Stealing Bicycles,131,3600  JEFFERSON ST,KANSAS CITY,,PJ2850,CPD,U,1,VIC,W,M,58,"3600 JEFFERSON ST
(39.063152693, -94.593905965)",N,228,4,7,50
140037646,06/01/2014 12:00:00 AM,19:36,05/24/2014 12:00:00 AM,18:30,06/01/2014 12:00:00 AM,19:00,660,23H,Stealing Bicycles,133,700  W 37 ST,KANSAS CITY,64111,PJ2917,CPD,U,1,SUS,U,U,,"700 W 37 ST
KANSAS CITY 64111
(39.059525754, -94.59418006)",N,228,4,7,50
140032319,05/12/2014 12:00:00 AM,17:33,05/12/2014 12:00:00 AM,15:30,05/12/2014 12:00:00 AM,17:30,660,23H,Stealing Bicycles,231,200  E 75 ST,KANSAS CITY,64114,PJ5674,MPD,U,1,SUS,U,U,,"200 E 75 ST
KANSAS CITY 64114
(38.992064662, -94.587112103)",N,146,1,7,162
140052221,07/25/2014 12:00:00 AM,20:15,07/25/2014 12:00:00 AM,7:30,07/25/2014 12:00:00 AM,16:30,660,23H,Stealing Bicycles,314,300  JACKSON AV,KANSAS CITY,64123,PJ0414,EPD,U,1,SUS,U,U,,"300 JACKSON AV
KANSAS CITY 64123
(39.1150731, -94.532576444)",N,202,4,7,76
140054121,08/02/2014 12:00:00 AM,1:28,07/31/2014 12:00:00 AM,15:00,08/01/2014 12:00:00 AM,12:00,660,23H,Stealing Bicycles,243,7700  E 73 ST,KANSAS CITY,64133,PJ5652,MPD,N,1,VIC,B,F,34,"7700 E 73 ST
KANSAS CITY 64133
(38.992084807, -94.497799103)",N,181,2,7,37
140054121,08/02/2014 12:00:00 AM,1:28,07/31/2014 12:00:00 AM,15:00,08/01/2014 12:00:00 AM,12:00,660,23H,Stealing Bicycles,243,7700  E 73 ST,KANSAS CITY,64133,PJ5652,MPD,N,1,SUS,U,U,,"7700 E 73 ST
KANSAS CITY 64133
(38.992084807, -94.497799103)",N,181,2,7,37
140046093,07/02/2014 12:00:00 AM,21:51,07/02/2014 12:00:00 AM,21:42,,,660,23H,Stealing Bicycles,142,2100  E 39 ST,KANSAS CITY,64109,PJ3172,CPD,U,1,SUS,B,M,,"2100 E 39 ST
KANSAS CITY 64109
(39.055662478, -94.559251812)",N,12,3,7,19
140046093,07/02/2014 12:00:00 AM,21:51,07/02/2014 12:00:00 AM,21:42,,,660,23H,Stealing Bicycles,142,2100  E 39 ST,KANSAS CITY,64109,PJ3172,CPD,U,2,SUS,B,F,,"2100 E 39 ST
KANSAS CITY 64109
(39.055662478, -94.559251812)",N,12,3,7,19
140030659,05/06/2014 12:00:00 AM,16:44,05/06/2014 12:00:00 AM,14:00,,,660,23H,Stealing Bicycles,542,8000  E 93 ST,KANSAS CITY,64138,PJ6476,SPD,U,1,SUS,U,U,,"8000 E 93 ST
KANSAS CITY 64138
(38.955157384, -94.496061107)",N,27,2,7,98
140057999,08/15/2014 12:00:00 AM,16:24,08/15/2014 12:00:00 AM,16:24,,,660,23H,Stealing Bicycles,542,5900  E 99 ST,KANSAS CITY,64138,PJ6640,SPD,U,1,SUS,U,U,,"5900 E 99 ST
KANSAS CITY 64138
(38.945652905, -94.52002986)",N,108,2,7,143
