Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
170108509,12/30/2017,16:23,12/30/2017,16:23,,,401,13A,Aggravated Assault (,332,3500  BENTON BL,KANSAS CITY,64128,PJ2881,EPD,N,1,VIC,B,M,32,Y,"3500 BENTON
BL KANSAS CITY 64128",,,,
170077023,09/03/2017,18:07,09/03/2017,18:00,,,831,13C,Intimidation,234,E BANNISTER RD and PARKWOOD AV,KANSAS CITY,64137,PJ6486,MPD,U,1,VIC,W,M,28,N,"E BANNISTER RD
KANSAS CITY 64137",,,,
120085080,04/27/2017,11:12,,,,,201,11A,Rape,,,,99999,,,U,1,SUS,B,M,52,N,99999,,,,
170022737,03/31/2017,00:07,03/31/2017,00:02,,,802,13B,Non Agg Assault Dome,132,00  E 34 ST,KANSAS CITY,64109,PJ2753,CPD,U,1,ARR,W,F,45,N,"00 E 34 ST
KANSAS CITY 64109",,,,
170000337,01/02/2017,13:15,01/01/2017,01:17,,,401,13A,Aggravated Assault (,234,W BANNISTER RD and WORNALL RD,KANSAS CITY,64114,PJ6412,MPD,N,3,VIC,W,F,,Y,"W BANNISTER RD
KANSAS CITY 64114",,,,
170107350,12/25/2017,13:20,12/25/2017,12:00,,,401,13A,Aggravated Assault (,211,E 52 ST and COLLEGE AV,KANSAS CITY,64130,PJ4149,MPD,U,1,SUS,B,M,30,Y,"52 ST and COLLEGE AV
KANSAS CITY 64130",,,,
170045938,05/18/2017,16:00,05/18/2017,15:00,,,801,13B,Non Aggravated Assau,245,E 93 ST and CABLE RD,KANSAS CITY,64134,PJ6345,MPD,N,1,VIC,B,F,,N,"93 ST and CABLE RD
KANSAS CITY 64134",,,,
170094286,11/04/2017,14:15,11/03/2017,06:53,,,401,13A,Aggravated Assault (,134,EMANUEL CLEAVER II BL and OAK ST,KANSAS CITY,64108,PJ3653,CPD,U,1,SUS,U,U,,N,"EMANUEL CLEAVER II BL
KANSAS CITY 64108",,,,
170090939,10/23/2017,03:28,10/23/2017,03:28,,,403,13A,Agg Assault - Domest,132,3400  SUMMIT ST,KANSAS CITY,64108,PJ2715,CPD,U,1,SUS,B,M,36,N,"3400 SUMMIT ST
KANSAS CITY 64108",,,,
170072934,08/20/2017,16:15,08/20/2017,16:00,08/20/2017,16:15,801,13B,Non Aggravated Assau,231,7700  OAK ST,KANSAS CITY,64131,PJ5737,MPD,N,1,ARR,W,M,44,N,"7700 OAK ST
KANSAS CITY 64131",,,,
170032238,05/05/2017,00:46,05/05/2017,00:46,,,403,13A,Agg Assault - Domest,242,2900  E 77 TE,KANSAS CITY,64132,PJ5791,MPD,Y,1,VIC,W,F,52,Y,"2900 E 77
TE KANSAS CITY 64132",,,,
170075638,08/29/2017,22:05,08/29/2017,22:05,,,401,13A,Aggravated Assault (,343,3800  CHELSEA AV,KANSAS CITY,64128,PJ3019,EPD,U,1,VIC,W,M,60,N,"3800 CHELSEA AV
KANSAS CITY 64128",,,,
170098362,11/19/2017,22:15,11/19/2017,22:15,,,802,13B,Non Agg Assault Dome,343,5100  E LINWOOD BL,KANSAS CITY,64052,PJ2520,EPD,Y,1,VIC,W,F,27,N,"5100 E LINWOOD
BL KANSAS CITY 64052",,,,
170053021,06/13/2017,17:43,06/13/2017,14:30,,,831,13C,Intimidation,634,N INDIANA AV and NE VIVION RD,KANSAS CITY,64119,PC0861,SCP,U,1,VIC,B,F,31,N,"N NE INDIANA AV
KANSAS CITY 64119",,,,
170095076,11/07/2017,14:21,11/07/2017,14:21,,,801,13B,Non Aggravated Assau,134,E 41 ST and WARWICK BL,KANSAS CITY,64111,PJ3261,CPD,U,1,SUS,B,M,24,N,"41 ST
and WARWICK BL KANSAS CITY 64111",,,,
170062725,07/17/2017,17:06,07/17/2017,17:06,,,201,11A,Rape,226,9900  S UNKNOWN ST,KANSAS CITY,66204,PKC000,PD1,N,1,SUS,B,M,35,N,"9900 S UNKNOWN ST
KANSAS CITY 66204",,,,
170074192,08/24/2017,18:21,08/24/2017,18:21,,,802,13B,Non Agg Assault Dome,121,400  HIGHLAND AV,KANSAS CITY,64109,PJ0407,CPD,Y,1,VIC,B,F,18,N,"400 HIGHLAND AV
KANSAS CITY 64109",,,,
170052000,06/09/2017,20:34,06/09/2017,20:34,,,801,13B,Non Aggravated Assau,121,BROOKLYN AV and INDEPENDENCE BL,KANSAS CITY,64124,PJ0569,CPD,U,1,ARR,B,M,38,N,"BROOKLYN AV
BL KANSAS CITY 64124",,,,
170046369,05/20/2017,02:20,05/20/2017,01:50,,,401,13A,Aggravated Assault (,132,E 39 ST and MAIN ST,KANSAS CITY,64111,PJ3053,CPD,N,2,VIC,B,F,33,Y,"39 ST and MAIN ST
KANSAS CITY 64111",,,,
170105952,12/19/2017,13:42,12/19/2017,10:00,,,2602,13C,Bomb Threat/Intimida,322,1900  VAN BRUNT BL,KANSAS CITY,64127,PJ1699,EPD,U,1,VIC,,,,N,"1900 VAN
BRUNT BL KANSAS CITY 64127",,,,
170073740,08/23/2017,11:45,08/23/2017,11:15,,,801,13B,Non Aggravated Assau,112,2300  GRAND BL,KANSAS CITY,64106,PJ1835,CPD,U,1,SUS,B,M,30,N,"2300 GRAND
BL KANSAS CITY 64106",,,,
170072911,08/20/2017,14:05,08/20/2017,14:00,,,403,13A,Agg Assault - Domest,123,1700  E 25 ST,KANSAS CITY,64127,PJ2085,CPD,U,1,SUS,B,M,25,N,"1700 E 25 ST
KANSAS CITY 64127",,,,
170106406,12/21/2017,08:40,12/20/2017,07:00,,,802,13B,Non Agg Assault Dome,231,300  E 68 ST,KANSAS CITY,64131,PJ5108,MPD,U,1,SUS,B,F,31,N,"300 E 68 ST
KANSAS CITY 64131",,,,
170066112,07/27/2017,00:15,07/27/2017,00:10,,,802,13B,Non Agg Assault Dome,631,2400  NE 43 ST,KANSAS CITY,64117,PC1185,SCP,Y,1,SUS,W,F,24,N,"2400 NE 43 ST
KANSAS CITY 64117",,,,
170045141,05/15/2017,19:56,05/15/2017,19:56,,,403,13A,Agg Assault - Domest,141,E ARMOUR BL and TROOST AV,KANSAS CITY,64124,PJ2776,CPD,U,1,VIC,W,F,21,N,"E ARMOUR BL
KANSAS CITY 64124",,,,
170012794,02/20/2017,16:31,02/20/2017,16:31,,,801,13B,Non Aggravated Assau,345,11800  E 59 CI,KANSAS CITY,64133,PJ4896,EPD,U,2,VIC,B,F,,N,"11800 E 59
CI KANSAS CITY 64133",,,,
170033259,05/08/2017,21:24,05/08/2017,21:00,,,801,13B,Non Aggravated Assau,131,TERRACE ST and WESTPORT RD,KANSAS CITY,64111,PJ3338,CPD,U,5,SUS,U,U,,N,"TERRACE ST
KANSAS CITY 64111",,,,
170003353,01/14/2017,01:11,01/14/2017,01:11,,,401,13A,Aggravated Assault (,133,MAIN ST and WESTPORT RD,KANSAS CITY,64111,PJ3126,CPD,U,1,SUS,U,M,25,N,"MAIN ST
KANSAS CITY 64111",,,,
170072857,08/20/2017,10:00,08/17/2017,19:30,,,401,13A,Aggravated Assault (,533,HOLMES RD and I 435 HW,KANSAS CITY,64137,PJ6771,SPD,U,1,SUS,U,U,,N,"435 HW
KANSAS CITY 64137",,,,
170083293,09/24/2017,22:52,09/24/2017,22:52,,,401,13A,Aggravated Assault (,543,E 118 TE and WINCHESTER AV,KANSAS CITY,64134,PJ7267,SPD,U,5,SUS,U,M,,Y,"118 TE and WINCHESTER AV
KANSAS CITY 64134",,,,
170075933,08/30/2017,20:14,08/30/2017,17:00,,,801,13B,Non Aggravated Assau,542,9500  FREMONT AV,KANSAS CITY,64138,PJ6540,SPD,U,1,SUS,W,M,50,N,"9500 FREMONT AV
KANSAS CITY 64138",,,,
170100540,11/28/2017,20:07,11/28/2017,20:07,,,401,13A,Aggravated Assault (,545,8400  E 114 TE,KANSAS CITY,64134,PJ7191,SPD,U,2,SUS,B,M,,N,"8400 E 114
TE KANSAS CITY 64134",,,,
170006910,01/28/2017,02:54,01/28/2017,02:45,,,801,13B,Non Aggravated Assau,112,E 12 ST and MCGEE ST,KANSAS CITY,64106,PJ1022,CPD,U,6,SUS,B,M,,N,"12 ST and MCGEE ST
KANSAS CITY 64106",,,,
170045694,05/17/2017,20:41,05/17/2017,20:30,,,801,13B,Non Aggravated Assau,142,3800  PASEO,KANSAS CITY,64110,PJ3088,CPD,U,1,SUS,B,M,43,N,"3800 PASEO
KANSAS CITY 64110",,,,
170031687,05/03/2017,08:51,05/03/2017,08:30,,,401,13A,Aggravated Assault (,112,E 7 ST and MAIN ST,KANSAS CITY,64105,PJ0657,CPD,U,1,VIC,W,M,59,N,"7 ST and MAIN ST
KANSAS CITY 64105",,,,
170079367,09/11/2017,14:13,09/11/2017,14:13,,,403,13A,Agg Assault - Domest,242,5400  MANCHESTER AVE,KANSAS CITY,64132,PJ5702,MPD,Y,1,VIC,B,F,27,Y,"5400 MANCHESTER AVE
KANSAS CITY 64132",,,,
170045694,05/17/2017,20:41,05/17/2017,20:30,,,801,13B,Non Aggravated Assau,142,3800  PASEO,KANSAS CITY,64110,PJ3088,CPD,U,1,VIC,B,M,38,N,"3800 PASEO
KANSAS CITY 64110",,,,
170043932,05/11/2017,12:45,05/11/2017,10:15,,,831,13C,Intimidation,421,7700  NW BARRY RD,KANSAS CITY,64155,PP0392,NPD,U,1,VIC,W,F,,N,"7700 NW BARRY RD
KANSAS CITY 64155",,,,
170070600,08/12/2017,04:19,08/12/2017,03:00,,,801,13B,Non Aggravated Assau,232,E 77 ST and TROOST AV,KANSAS CITY,64132,PJ5767,MPD,U,1,SUS,B,F,40,N,"77 ST and TROOST AV
KANSAS CITY 64132",,,,
170099411,11/24/2017,08:30,11/24/2017,08:15,,,801,13B,Non Aggravated Assau,113,00  E 12 ST,KANSAS CITY,64106,PJ1087,CPD,U,1,ARR,W,M,43,N,"00 E 12 ST
KANSAS CITY 64106",,,,
170007082,01/28/2017,21:15,01/28/2017,21:15,,,802,13B,Non Agg Assault Dome,341,6600  E TRUMAN RD,KANSAS CITY,64127,PJ1445,EPD,U,1,VIC,W,F,35,N,"6600 E TRUMAN RD
KANSAS CITY 64127",,,,
170019063,03/17/2017,10:55,03/17/2017,00:30,03/17/2017,10:45,401,13A,Aggravated Assault (,545,8600  E 114 TE,KANSAS CITY,64134,PJ7207,SPD,U,2,VIC,B,F,,Y,"8600 E 114
TE KANSAS CITY 64134",,,,
170052096,06/10/2017,08:05,06/10/2017,05:30,,,403,13A,Agg Assault - Domest,343,2800  CHELSEA AV,KANSAS CITY,64123,PJ2323,EPD,Y,1,VIC,B,F,35,N,"2800 CHELSEA AV
KANSAS CITY 64123",,,,
170071881,08/16/2017,21:46,08/16/2017,21:46,,,403,13A,Agg Assault - Domest,211,61ST ST  and  CLEVELAND AVE,KANSAS CITY,64130,,,Y,1,VIC,B,M,,N,"61ST ST
KANSAS CITY 64130",,,,
170086751,10/07/2017,09:20,10/07/2017,09:00,,,802,13B,Non Agg Assault Dome,531,1500  E 97 ST,KANSAS CITY,64114,PJ6581,SPD,Y,1,VIC,B,F,20,N,"1500 E 97 ST
KANSAS CITY 64114",,,,
170010632,02/12/2017,02:19,02/12/2017,02:00,,,401,13A,Aggravated Assault (,241,3500  E 67 ST,KANSAS CITY,64133,PJ5210,MPD,U,1,SUS,B,M,,Y,"3500 E 67 ST
KANSAS CITY 64133",,,,
170066971,07/30/2017,05:51,07/30/2017,05:30,,,802,13B,Non Agg Assault Dome,143,900  E 40 ST,KANSAS CITY,64111,PJ3230,CPD,U,1,VIC,W,F,27,N,"900 E 40 ST
KANSAS CITY 64111",,,,
170061095,07/12/2017,01:40,07/12/2017,01:40,,,801,13B,Non Aggravated Assau,421,NW BARRY RD and I 29 HW,KANSAS CITY,64152,PP0317,NPD,U,1,VIC,W,F,27,N,"29 HW
KANSAS CITY 64152",,,,
170051519,06/08/2017,10:00,06/08/2015,12:00,,,210,11B,Forcible Sodomy,313,E 9 ST and BENTON BL,KANSAS CITY,64124,PJ0879,EPD,Y,1,VIC,W,F,,N,"9 ST
and BENTON BL KANSAS CITY 64124",,,,
170070573,08/12/2017,00:29,08/12/2017,00:29,,,401,13A,Aggravated Assault (,314,400  SPRUCE AV,KANSAS CITY,64123,PJ0503,EPD,N,3,VIC,W,M,,Y,"400 SPRUCE AV
KANSAS CITY 64123",,,,
170072966,08/20/2017,18:07,08/20/2017,18:07,,,801,13B,Non Aggravated Assau,321,E 14 ST and PROSPECT AV,KANSAS CITY,64127,PJ7474,EPD,N,1,VIC,B,M,,N,"14 ST and PROSPECT AV
KANSAS CITY 64127",,,,
170100540,11/28/2017,20:07,11/28/2017,20:07,,,401,13A,Aggravated Assault (,545,8400  E 114 TE,KANSAS CITY,64134,PJ7191,SPD,U,1,VIC,B,M,27,N,"8400 E 114
TE KANSAS CITY 64134",,,,
170066729,07/29/2017,02:52,07/29/2017,02:52,,,401,13A,Aggravated Assault (,114,W 23 ST and ALLEN ST,KANSAS CITY,64109,PJ1821,CPD,U,1,SUS,W,M,,N,"23 ST and ALLEN ST
KANSAS CITY 64109",,,,
170046334,05/19/2017,23:37,05/19/2017,21:30,,,801,13B,Non Aggravated Assau,321,2900  E 12 ST,KANSAS CITY,64127,PJ1157,EPD,N,1,SUS,W,F,23,N,"2900 E 12 ST
KANSAS CITY 64127",,,,
170045683,05/17/2017,19:50,05/17/2017,19:45,,,401,13A,Aggravated Assault (,124,3000  WOODLAND AV,KANSAS CITY,64108,PJ2439,CPD,U,1,VIC,B,M,,Y,"3000 WOODLAND AV
KANSAS CITY 64108",,,,
170068078,08/03/2017,00:55,08/03/2017,00:30,,,831,13C,Intimidation,115,2500  CAMPBELL ST,KANSAS CITY,64110,PJ2070,CPD,U,2,SUS,B,M,25,N,"2500 CAMPBELL ST
KANSAS CITY 64110",,,,
170090182,10/20/2017,03:36,10/20/2017,03:30,,,401,13A,Aggravated Assault (,121,INDEPENDENCE AV and PASEO,KANSAS CITY,64106,PJ0506,CPD,U,2,SUS,W,M,18,N,"INDEPENDENCE AV
KANSAS CITY 64106",,,,
170007282,01/29/2017,18:20,01/29/2017,18:20,,,802,13B,Non Agg Assault Dome,642,1300  NE 105 TE,KANSAS CITY,64155,PC0180,SCP,Y,1,SUS,W,F,19,N,"1300 NE 105
TE KANSAS CITY 64155",,,,
170047644,05/24/2017,19:49,05/24/2017,19:00,05/24/2017,19:49,802,13B,Non Agg Assault Dome,423,300  NE 103 TE,KANSAS CITY,64155,PC0182,NPD,Y,1,VIC,W,M,37,N,"300 NE 103
TE KANSAS CITY 64155",,,,
170051884,06/09/2017,14:00,06/09/2017,13:30,,,802,13B,Non Agg Assault Dome,233,1300  E 84 ST,KANSAS CITY,64138,PJ6059,MPD,Y,1,VIC,B,F,22,N,"1300 E 84 ST
KANSAS CITY 64138",,,,
170046961,05/22/2017,12:00,05/22/2017,12:00,,,801,13B,Non Aggravated Assau,332,3200  PROSPECT AV,KANSAS CITY,64130,PJ2651,EPD,U,2,VIC,,,,N,"3200 PROSPECT AV
KANSAS CITY 64130",,,,
170020481,03/22/2017,15:44,03/22/2017,15:40,,,831,13C,Intimidation,312,8800  E 8 ST,KANSAS CITY,64125,PJ1033,EPD,U,1,SUS,U,M,,N,"8800 E 8 ST
KANSAS CITY 64125
(39.102176, -94.501167)",218,4,7,125
170011551,02/15/2017,17:48,02/15/2017,17:48,,,801,13B,Non Aggravated Assau,142,4000  PASEO,KANSAS CITY,64110,PJ3244,CPD,U,3,SUS,B,F,,N,"4000 PASEO
KANSAS CITY 64110
(39.053978, -94.567593)",25,3,7,165
170028405,04/20/2017,14:12,04/20/2017,14:00,,,802,13B,Non Agg Assault Dome,223,5700  COLLEGE AV,KANSAS CITY,64130,PJ4602,MPD,U,1,SUS,B,F,27,N,"5700 COLLEGE AV
KANSAS CITY 64130
(39.022655, -94.547363)",175,2,7,157
170012225,02/18/2017,03:48,02/18/2017,03:30,,,802,13B,Non Agg Assault Dome,314,500  NORTON AV,KANSAS CITY,64123,PJ0602,EPD,Y,1,SUS,W,M,33,N,"500 NORTON AV
KANSAS CITY 64123
(39.107403, -94.534113)",202,4,7,70
170020801,03/23/2017,20:36,03/23/2017,20:07,,,401,13A,Aggravated Assault (,545,10600  BLUE RIDGE BL,KANSAS CITY,64134,PJ6876,SPD,U,1,VIC,U,M,60,N,"10600 BLUE RIDGE
BL KANSAS CITY 64134
(38.932336, -94.507892)",166,1,7,143
170003092,01/12/2017,21:26,01/12/2017,21:26,,,802,13B,Non Agg Assault Dome,121,600  VIRGINIA AV,KANSAS CITY,64109,PJ0641,CPD,U,1,SUS,B,M,58,N,"600 VIRGINIA AV
KANSAS CITY 64109",,,,
170017903,03/13/2017,01:35,03/13/2017,01:35,,,802,13B,Non Agg Assault Dome,212,6800  CRABAPPLE CIR,KANSAS CITY,64130,PJ4311,MPD,Y,1,SUS,W,M,33,N,"6800 CRABAPPLE CIR
KANSAS CITY 64130
(39.030439, -94.502458)",20,2,7,155
170103925,12/11/2017,21:14,12/11/2017,21:00,,,802,13B,Non Agg Assault Dome,331,3200  INDIANA AV,KANSAS CITY,64128,PJ2583,EPD,Y,1,VIC,W,F,,N,"3200 INDIANA AV
KANSAS CITY 64128
(39.068676, -94.543687)",77,3,7,36
170045319,05/16/2017,15:25,05/16/2017,01:50,,,401,13A,Aggravated Assault (,543,11900  BLUE RIDGE BL EX,GRANDVIEW,64137,PJX004,OSPD,U,1,SUS,B,M,,Y,"11900 BLUE RIDGE
BL EX GRANDVIEW 64137
(38.915547, -94.569477)",4,1,7,163
170080992,09/17/2017,02:01,09/17/2017,02:01,,,801,13B,Non Aggravated Assau,321,2800  E 12 ST,KANSAS CITY,64126,PJ1092,EPD,U,3,ARR,W,M,22,N,"2800 E 12 ST
KANSAS CITY 64126",,,,
170101556,12/02/2017,23:20,12/02/2017,23:20,,,802,13B,Non Agg Assault Dome,,700  NW 60 ST,KANSAS CITY,64151,PC0599,NPD,Y,1,ARR,B,M,25,N,"700 NW 60 ST
KANSAS CITY 64151",,,,
170094857,11/06/2017,17:57,11/06/2017,17:57,,,802,13B,Non Agg Assault Dome,313,2900  INDEPENDENCE BL,KANSAS CITY,64124,PJ0588,EPD,U,1,ARR,W,M,19,N,"2900 INDEPENDENCE
BL KANSAS CITY 64124
(39.106149, -94.546563)",109,3,7,70
