Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
170107018,12/23/2017,20:10,12/23/2017,20:10,,,802,13B,Non Agg Assault Dome,543,7000  E 113 TE,KANSAS CITY,64134,PJ7135,SPD,Y,1,VIC,B,F,18,N,"7000 E 113
TE KANSAS CITY 64134",,,,
170080663,09/15/2017,17:29,09/15/2017,17:29,,,2602,13C,Bomb Threat/Intimida,425,7800  NW 97 TE,KANSAS CITY,64153,PP0256,NPD,N,1,SUS,U,U,,N,"7800 NW 97
TE KANSAS CITY 64153",,,,
170081831,09/19/2017,19:45,09/19/2017,19:35,,,401,13A,Aggravated Assault (,332,E 35 ST and NORTON AV,KANSAS CITY,64128,PJ2783,EPD,N,2,VIC,B,F,24,Y,"35 ST and NORTON AV
KANSAS CITY 64128",,,,
170106422,12/21/2017,09:33,12/21/2017,09:15,,,802,13B,Non Agg Assault Dome,642,1000  NE 104 TE,KANSAS CITY,64155,PC0177,SCP,Y,2,SUS,W,M,32,N,"1000 NE 104
TE KANSAS CITY 64155",,,,
170015008,03/01/2017,13:38,03/01/2017,11:40,,,2602,13C,Bomb Threat/Intimida,322,1900  VAN BRUNT BL,KANSAS CITY,64126,PJ1699,EPD,U,1,SUS,U,U,,N,"1900 VAN
BRUNT BL KANSAS CITY 64126",,,,
170017758,03/12/2017,09:29,03/12/2017,09:29,,,401,13A,Aggravated Assault (,234,9400  CLEVELAND AV,KANSAS CITY,64130,PJ6439,MPD,U,1,VIC,B,M,31,Y,"9400 CLEVELAND AV
KANSAS CITY 64130",,,,
170094114,11/03/2017,16:03,11/03/2017,16:03,,,401,13A,Aggravated Assault (,642,600  NE 83 ST,KANSAS CITY,64116,PC0389,SCP,N,1,SUS,U,U,,Y,"600 NE 83 ST
KANSAS CITY 64116",,,,
170094619,11/05/2017,23:50,11/05/2017,23:50,,,802,13B,Non Agg Assault Dome,543,11800  BLUE RIDGE BL,,64134,PJ7293,SPD,U,1,ARR,W,M,30,N,"11800 BLUE RIDGE
BL 64134",,,,
170101250,12/01/2017,16:03,12/01/2017,16:00,,,402,13A,Agg Assault - Drive-,324,E 27 ST and I 70 HIGHWAY OFF RA,KANSAS CITY,64123,PJ2191,EPD,N,1,VIC,W,M,30,Y,"70 HIGHWAY
OFF RA KANSAS CITY 64123",,,,
170080158,09/14/2017,03:17,09/14/2017,02:17,,,801,13B,Non Aggravated Assau,232,E 75 ST and TROOST AV,KANSAS CITY,64131,PJ5604,MPD,N,1,VIC,B,M,39,N,"75 ST and TROOST AV
KANSAS CITY 64131",,,,
170092974,10/30/2017,17:32,10/30/2017,17:32,,,801,13B,Non Aggravated Assau,323,600  GLADSTONE BLVD,KANSAS CITY,64124,,,N,1,VIC,B,F,65,N,"600 GLADSTONE BLVD
KANSAS CITY 64124",,,,
170052980,06/13/2017,14:40,06/13/2017,14:35,,,802,13B,Non Agg Assault Dome,332,3600  ASKEW AV,KANSAS CITY,64130,PJ2963,EPD,U,1,SUS,B,M,30,N,"3600 ASKEW AV
KANSAS CITY 64130",,,,
170088006,10/11/2017,23:40,10/11/2017,23:40,,,802,13B,Non Agg Assault Dome,334,4700  BENTON BL,KANSAS CITY,64123,PJ3871,EPD,Y,2,VIC,B,F,,N,"4700 BENTON
BL KANSAS CITY 64123",,,,
170099205,11/23/2017,00:08,11/23/2017,00:05,,,402,13A,Agg Assault - Drive-,241,6700  PASEO,KANSAS CITY,64131,PJ5199,MPD,N,1,SUS,U,U,,Y,"6700 PASEO
KANSAS CITY 64131",,,,
170051100,06/06/2017,20:21,06/06/2017,20:21,,,401,13A,Aggravated Assault (,314,JACKSON AV and SMART AV,KANSAS CITY,64124,PJ0414,EPD,U,2,VIC,B,M,19,Y,"JACKSON AV
KANSAS CITY 64124",,,,
170070944,08/13/2017,16:45,08/13/2017,16:30,,,401,13A,Aggravated Assault (,,I-435 AND US 40 HIGHWAY,KANSAS CITY,99999,,,U,1,VIC,W,F,64,N,"40 HIGHWAY
KANSAS CITY 99999",,,,
170027094,04/14/2017,01:34,04/14/2017,01:34,,,401,13A,Aggravated Assault (,133,4000  BROADWAY,KANSAS CITY,64111,PJ3215,CPD,U,1,SUS,B,M,,Y,"4000 BROADWAY
KANSAS CITY 64111",,,,
170045966,05/18/2017,18:15,05/18/2017,18:15,,,401,13A,Aggravated Assault (,145,E 35 ST and TROOST AV,KANSAS CITY,64109,,,U,1,SUS,B,F,,Y,"35 ST and TROOST AV
KANSAS CITY 64109",,,,
170099102,11/22/2017,15:30,11/22/2017,14:46,,,831,13C,Intimidation,312,100  BELMONT BL,KANSAS CITY,64123,PJ0433,EPD,U,1,VIC,W,M,79,N,"100 BELMONT
BL KANSAS CITY 64123",,,,
170058789,07/03/2017,21:00,07/03/2017,21:00,,,801,13B,Non Aggravated Assau,332,E 35 ST and BENTON BL,KANSAS CITY,64123,PJ2808,EPD,U,1,SUS,B,M,18,N,"35 ST
and BENTON BL KANSAS CITY 64123",,,,
170072544,08/19/2017,04:07,08/19/2017,03:00,,,802,13B,Non Agg Assault Dome,141,3400  LOCUST ST,KANSAS CITY,64108,PJ2763,CPD,U,1,ARR,W,M,32,N,"3400 LOCUST ST
KANSAS CITY 64108",,,,
170049719,06/01/2017,17:43,06/01/2017,17:43,,,401,13A,Aggravated Assault (,334,E 44 ST and BENTON BL,KANSAS CITY,99999,PJ3520,EPD,N,1,SUS,B,M,,Y,"44 ST
and BENTON BL KANSAS CITY 99999",,,,
170005770,03/08/2017,16:08,,,,,101,09A,HOMICIDE/Non Neglige,312,6200  E 9 ST,KANSAS CITY,64126,PJ0935,EPD,U,1,SUS,W,F,54,N,"6200 E 9 ST
KANSAS CITY 64126",,,,
170090886,10/22/2017,20:14,10/22/2017,20:14,,,801,13B,Non Aggravated Assau,313,5900  INDEPENDENCE AV,KANSAS CITY,64123,PJ0695,EPD,N,2,VIC,W,F,28,N,"5900 INDEPENDENCE AV
KANSAS CITY 64123",,,,
170074203,08/24/2017,19:09,08/24/2017,19:09,,,802,13B,Non Agg Assault Dome,333,3800  MYRTLE AV,KANSAS CITY,64130,PJ3077,EPD,Y,2,VIC,B,F,59,N,"3800 MYRTLE AV
KANSAS CITY 64130",,,,
170047134,05/22/2017,23:55,05/22/2017,15:30,,,831,13C,Intimidation,545,10300  PALMER AV,KANSAS CITY,64138,PJ6857,SPD,U,1,SUS,B,F,38,N,"10300 PALMER AV
KANSAS CITY 64138",,,,
170089650,10/18/2017,08:59,10/18/2017,08:59,,,201,11A,Rape,144,E 22 ST and PASEO,KANSAS CITY,64109,PJ1746,CPD,U,1,SUS,B,M,,Y,"22 ST
and PASEO KANSAS CITY 64109",,,,
170079450,09/11/2017,18:39,09/11/2017,18:39,,,801,13B,Non Aggravated Assau,332,INDIANA AV and E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,1,VIC,B,F,,N,"E INDIANA AV
BL KANSAS CITY 64130",,,,
170046557,05/20/2017,19:27,05/20/2017,19:27,,,401,13A,Aggravated Assault (,312,6200  ST JOHN AV,KANSAS CITY,64124,PJ0433,EPD,U,6,SUS,B,M,,Y,"6200 ST JOHN AV
KANSAS CITY 64124",,,,
170077974,09/06/2017,11:35,09/06/2017,10:50,,,802,13B,Non Agg Assault Dome,634,5000  N LISTER AV,KANSAS CITY,64117,PC0866,SCP,Y,1,VIC,W,F,23,N,"5000 N LISTER AV
KANSAS CITY 64117",,,,
170070990,08/13/2017,20:31,08/13/2017,20:31,,,802,13B,Non Agg Assault Dome,342,MANCHESTER TR and E US 40 HW,KANSAS CITY,64130,PJ2576,EPD,U,1,ARR,W,M,28,N,"40 HW
KANSAS CITY 64130",,,,
170051100,06/06/2017,20:21,06/06/2017,20:21,,,401,13A,Aggravated Assault (,314,JACKSON AV and SMART AV,KANSAS CITY,64124,PJ0414,EPD,U,3,SUS,B,M,,Y,"JACKSON AV
KANSAS CITY 64124",,,,
170051982,06/09/2017,18:55,06/05/2017,16:30,,,401,13A,Aggravated Assault (,311,300  N VAN BRUNT BL,KANSAS CITY,64130,PJ0226,EPD,U,1,VIC,W,M,68,N,"300 N VAN
BRUNT BL KANSAS CITY 64130",,,,
170107890,12/27/2017,21:02,12/27/2017,21:02,,,402,13A,Agg Assault - Drive-,313,800  INDIANA AV,KANSAS CITY,64123,PJ0884,EPD,U,1,VIC,B,M,49,Y,"800 INDIANA AV
KANSAS CITY 64123",,,,
170076893,09/03/2017,08:40,01/01/2005,00:01,12/31/2006,23:59,210,11B,Forcible Sodomy,131,3200  BROADWAY BL,KANSAS CITY,64111,PJ2600,CPD,U,1,SUS,W,M,31,N,"3200 BROADWAY
BL KANSAS CITY 64111",,,,
170100304,11/27/2017,23:48,11/27/2017,23:48,,,401,13A,Aggravated Assault (,133,4000  BROADWAY,KANSAS CITY,64111,PJ3229,CPD,U,1,VIC,B,F,35,N,"4000 BROADWAY
KANSAS CITY 64111",,,,
