Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140056927,08/12/2014 12:00:00 AM,8:06,08/12/2014 12:00:00 AM,8:06,,,403,13A,Agg Assault - Domest,143,4000  TROOST AV,KANSAS CITY,64110,PJ3231,CPD,U,1,VIC,B,M,29,"4000 TROOST AV
KANSAS CITY 64110
(39.054201768, -94.572285701)",N,191,4,7,165
140039076,06/07/2014 12:00:00 AM,3:40,06/07/2014 12:00:00 AM,3:40,,,401,13A,Aggravated Assault (,142,E 40 ST/HIGHLAND AV,KANSAS CITY,64110,PJ3160,CPD,U,1,SUS,U,U,,"40 ST HIGHLAND AV
KANSAS CITY 64110
(39.035987555, -94.57321712)",Y,1,2,7,165
140044483,06/26/2014 12:00:00 AM,21:56,06/26/2014 12:00:00 AM,21:56,,,801,13B,Non Aggravated Assau,134,E EMANUEL CLEAVER II BL/TROOST AV,KANSAS CITY,64110,PJ3708,CPD,N,1,VIC,W,M,45,"E EMANUEL CLEAVER BL/TROOST AV KANSAS CITY, II 64110
(39.035987555, -94.57321712)",N,1,2,7,165
140056592,08/11/2014 12:00:00 AM,3:40,08/11/2014 12:00:00 AM,2:43,,,801,13B,Non Aggravated Assau,133,4100  PENNSYLVANIA AV,KANSAS CITY,64110,PJ3303,CPD,N,1,SUS,W,M,,"4100 PENNSYLVANIA AV
KANSAS CITY 64110
(39.052760833, -94.591403817)",N,42,4,7,50
140016802,03/13/2014 12:00:00 AM,16:31,03/13/2014 12:00:00 AM,16:00,,,801,13B,Non Aggravated Assau,212,4200  E 63 ST,KANSAS CITY,64110,PJ4986,MPD,U,2,SUS,B,F,,"4200 E 63 ST
KANSAS CITY 64110
(39.012105055, -94.535074952)",N,170,2,7,157
140044055,06/25/2014 12:00:00 AM,12:00,06/11/2014 12:00:00 AM,23:00,,,403,13A,Agg Assault - Domest,221,5600  VIRGINIA AV,KANSAS CITY,64110,PJ4492,MPD,U,1,VIC,B,M,22,"5600 VIRGINIA AV
KANSAS CITY 64110
(39.025152743, -94.570436289)",N,1,2,7,165
140039294,06/07/2014 12:00:00 AM,22:22,06/07/2014 12:00:00 AM,22:22,,,801,13B,Non Aggravated Assau,224,6000  BLUE HILLS RD,KANSAS CITY,64110,PJ4734,MPD,N,1,SUS,U,M,,"6000 BLUE HILLS RD
KANSAS CITY 64110
(39.018107333, -94.568500541)",N,64,2,7,165
140067688,09/20/2014 12:00:00 AM,2:48,09/20/2014 12:00:00 AM,2:48,,,802,13B,Non Agg Assault Dome,141,700  E 40 ST,KANSAS CITY,64110,PJ3227,CPD,U,1,ARR,B,M,27,"700 E 40 ST
KANSAS CITY 64110
(39.054486383, -94.576771219)",N,191,4,7,165
140041254,06/15/2014 12:00:00 AM,8:39,06/15/2014 12:00:00 AM,8:39,,,403,13A,Agg Assault - Domest,142,3900  PASEO,KANSAS CITY,64110,PJ3158,CPD,Y,2,VIC,W,F,53,"3900 PASEO
KANSAS CITY 64110
(39.035987555, -94.57321712)",Y,1,2,7,165
140012410,02/23/2014 12:00:00 AM,20:40,02/23/2014 12:00:00 AM,20:40,,,401,13A,Aggravated Assault (,125,1300  E ARMOUR BL,KANSAS CITY,64110,PJ2779,CPD,U,1,SUS,U,U,,"1300 E ARMOUR
BL KANSAS CITY 64110
(39.063196466, -94.569291408)",Y,123,3,7,19
