Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
150029798,05/03/2015 12:00:00 AM,14:48,05/02/2015 12:00:00 AM,19:30,05/02/2015 12:00:00 AM,21:18,702,240,Auto Theft,134,E EMANUEL CLEAVER II BL and OAK ST,KANSAS CITY,64111,PJ3653,CPD,U,1,SUS,U,U,,N,"E EMANUEL CLEAVER BL KANSAS CITY, II 64111
(39.0421, -94.5823)",216,4,7,44
150062894,09/04/2015 12:00:00 AM,3:30,09/03/2015 12:00:00 AM,18:00,09/04/2015 12:00:00 AM,3:25,702,240,Auto Theft,134,CHARLOTTE ST and E EMANUEL CLEAVER II BL,KANSAS CITY,64111,PJ3720,CPD,U,1,SUS,U,U,,N,"E CHARLOTTE CLEAVER II BL KANSAS CITY, ST 64111
(39.0517, -94.5958)",42,4,7,50
150003942,01/17/2015 12:00:00 AM,17:31,01/16/2015 12:00:00 AM,16:30,01/17/2015 12:00:00 AM,8:30,702,240,Auto Theft,111,MULBERRY ST and WOODSWETHER RD,KANSAS CITY,64105,PJ0542,CPD,U,1,SUS,U,U,,N,"MULBERRY KANSAS CITY, ST 64105
(39.1081, -94.5995)",241,4,7,72
150084944,11/24/2015 12:00:00 AM,14:12,11/24/2015 12:00:00 AM,14:12,,,799,,Auto Theft Outside S,635,N BENNINGTON AV and NE PARVIN RD,KANSAS CITY,64161,PC1128,SCP,U,2,VIC,U,U,,N,"N BENNINGTON AV KANSAS CITY, NE 64161
(39.1704, -94.503)",9,6,4,166
150015107,03/04/2015 12:00:00 AM,15:17,03/04/2015 12:00:00 AM,15:17,03/04/2015 12:00:00 AM,16:00,799,,Auto Theft Outside S,312,PEERY AV and TOPPING AV,KANSAS CITY,64124,PJ1144,EPD,U,1,VIC,W,M,,N,"PEERY KANSAS CITY, AV 64124
(39.0985, -94.5145)",218,4,7,94
150027479,04/24/2015 12:00:00 AM,2:59,04/24/2015 12:00:00 AM,2:55,04/24/2015 12:00:00 AM,3:05,702,240,Auto Theft,121,HARRISON ST and PACIFIC ST,KANSAS CITY,64151,PJ0481,CPD,U,1,SUS,U,U,,N,"HARRISON KANSAS CITY, ST 64151
(39.1086, -94.5716)",102,4,7,75
150064872,09/11/2015 12:00:00 AM,12:33,09/10/2015 12:00:00 AM,20:00,09/11/2015 12:00:00 AM,11:00,702,240,Auto Theft,121,GARFIELD AV and LEXINGTON AV,KANSAS CITY,64106,PJ0349,CPD,U,1,SUS,U,U,,N,"GARFIELD KANSAS CITY, AV 64106
(39.1111, -94.5569)",135,3,7,70
150048722,07/14/2015 12:00:00 AM,15:19,07/10/2015 12:00:00 AM,21:00,07/12/2015 12:00:00 AM,12:00,702,240,Auto Theft,125,BRUCE R WATKINS DR and E LINWOOD BL,KANSAS CITY,64132,PJ2555,CPD,U,1,SUS,U,U,,N,"E BRUCE R WATKINS BL KANSAS CITY, DR 64132
(39.0684, -94.561)",26,3,7,19
150053979,08/02/2015 12:00:00 AM,9:37,07/31/2015 12:00:00 AM,16:00,08/02/2015 12:00:00 AM,9:20,702,240,Auto Theft,642,8109 1 and 2 N OAK TF,KANSAS CITY,64155,PC0398,SCP,U,1,VIC,,,,N,"8109 1 N
OAK TF KANSAS CITY 64155
(39.2536, -94.5726)",30,6,4,82
150042169,06/19/2015 12:00:00 AM,22:44,06/19/2015 12:00:00 AM,22:00,,,702,240,Auto Theft,312,INDEPENDENCE AV and WALLACE AV,KANSAS CITY,64125,PJ0736,EPD,U,2,SUS,B,U,,N,"INDEPENDENCE KANSAS CITY, AV 64125
(39.1039, -94.4834)",207,4,7,125
150045558,07/01/2015 12:00:00 AM,14:00,07/01/2015 12:00:00 AM,14:00,,,702,240,Auto Theft,341,OAKLEY AV and E TRUMAN RD,KANSAS CITY,64123,PJ1307,EPD,U,1,SUS,W,M,30,N,"E OAKLEY KANSAS CITY, AV 64123
(39.0941, -94.517)",140,3,7,95
150017043,03/12/2015 12:00:00 AM,11:50,03/12/2015 12:00:00 AM,11:50,,,799,,Auto Theft Outside S,313,MONROE AV and ROBERTS ST,KANSAS CITY,64127,PJ0580,EPD,N,1,SUS,U,U,,N,"MONROE KANSAS CITY, AV 64127
(39.1068, -94.5376)",202,4,7,70
150007503,01/31/2015 12:00:00 AM,19:55,01/31/2015 12:00:00 AM,17:30,01/31/2015 12:00:00 AM,19:30,702,240,Auto Theft,121,ADMIRAL BL and TRACY AV,KANSAS CITY,64106,PJ0641,CPD,U,1,SUS,U,U,,N,"ADMIRAL KANSAS CITY, BL 64106
(39.1054, -94.567)",183,3,7,75
150055143,08/06/2015 12:00:00 AM,14:21,08/06/2015 12:00:00 AM,14:21,,,799,,Auto Theft Outside S,315,OAKLEY AV and SMART AV,KANSAS CITY,64123,PJ0448,EPD,U,1,VIC,U,U,,N,"OAKLEY KANSAS CITY, AV 64123
(39.1088, -94.5165)",192,4,7,76
150032839,05/14/2015 12:00:00 AM,23:20,05/14/2015 12:00:00 AM,23:20,,,799,,Auto Theft Outside S,144,SWOPE PK and WOODLAND AV,KANSAS CITY,64110,PJ3739,CPD,U,1,VIC,,,,N,"SWOPE KANSAS CITY, PK 64110
(39.0412, -94.5637)",25,3,7,165
150067394,09/20/2015 12:00:00 AM,9:54,09/18/2015 12:00:00 AM,16:00,09/20/2015 12:00:00 AM,9:54,702,240,Auto Theft,141,E ARMOUR BL and KENWOOD AV,KANSAS CITY,64109,PJ2764,CPD,U,1,SUS,U,U,,N,"E ARMOUR KANSAS CITY, BL 64109
(39.0635, -94.5775)",41,4,7,19
150045342,07/01/2015 12:00:00 AM,19:40,07/01/2015 12:00:00 AM,7:20,07/01/2015 12:00:00 AM,19:10,702,240,Auto Theft,212,BLUE PK and EASTWOOD TF,KANSAS CITY,64130,PJ4311,MPD,U,1,VIC,B,M,21,N,"BLUE TF KANSAS CITY, PK 64130
(39.037, -94.5474)",175,3,7,157
150082752,11/16/2015 12:00:00 AM,9:20,11/15/2015 12:00:00 AM,17:00,11/16/2015 12:00:00 AM,9:20,702,240,Auto Theft,344,BLUE PKWY and MANCHESTER TRFY,KANSAS CITY,64130,PJ3857,EPD,U,1,SUS,U,U,,N,"BLUE PKWY KANSAS CITY64130
(39.0346, -94.5217)",20,2,7,157
150052802,07/29/2015 12:00:00 AM,0:55,07/29/2015 12:00:00 AM,0:55,,,702,240,Auto Theft,311,INDIANA AV and SMART AV,KANSAS CITY,64123,PJ0420,EPD,U,1,SUS,W,F,,N,"INDIANA KANSAS CITY, AV 64123
(39.1096, -94.5421)",202,4,7,70
150059530,08/22/2015 12:00:00 AM,18:34,08/22/2015 12:00:00 AM,13:30,08/22/2015 12:00:00 AM,16:30,702,240,Auto Theft,115,KESSLER RD and W PERSHING RD,KANSAS CITY,64108,PJ1906,CPD,U,1,SUS,U,U,,N,"W KESSLER KANSAS CITY, RD 64108
(39.0836, -94.5862)",97,4,7,92
150066331,09/16/2015 12:00:00 AM,15:57,09/16/2015 12:00:00 AM,15:57,,,799,,Auto Theft Outside S,312,BENNINGTON AV and ST JOHN AV,KANSAS CITY,64124,PJ0252,EPD,N,1,SUS,W,M,22,N,"BENNINGTON KANSAS CITY, AV 64124
(39.112, -94.5051)",53,4,7,144
150042169,06/19/2015 12:00:00 AM,22:44,06/19/2015 12:00:00 AM,22:00,,,702,240,Auto Theft,312,INDEPENDENCE AV and WALLACE AV,KANSAS CITY,64125,PJ0736,EPD,U,1,SUS,B,U,,N,"INDEPENDENCE KANSAS CITY, AV 64125
(39.1039, -94.4834)",207,4,7,125
150062435,09/02/2015 12:00:00 AM,13:36,09/02/2015 12:00:00 AM,13:36,,,799,,Auto Theft Outside S,634,N CHOUTEAU TF and NE VIVION RD,KANSAS CITY,64119,PC0788,SCP,U,1,SUS,U,U,,N,"N CHOUTEAU TF KANSAS CITY, NE 64119
(39.2019, -94.5415)",,,4,135
150055510,08/07/2015 12:00:00 AM,19:50,08/05/2015 12:00:00 AM,19:00,,,702,240,Auto Theft,314,INDEPENDENCE AV and MYRTLE AV,KANSAS CITY,64123,PJ0602,EPD,U,3,SUS,B,F,,N,"INDEPENDENCE KANSAS CITY, AV 64123
(39.1058, -94.5354)",202,4,7,70
150024811,04/13/2015 12:00:00 AM,16:38,04/09/2015 12:00:00 AM,16:00,04/10/2015 12:00:00 AM,8:00,702,240,Auto Theft,134,HOLLY ST and WARD PKWY S,KANSAS CITY,64111,PJ3895,CPD,U,1,SUS,U,U,,N,"HOLLY S KANSAS CITY, ST 64111
(39.0517, -94.5958)",42,4,7,50
150016148,03/08/2015 12:00:00 AM,21:04,03/07/2015 12:00:00 AM,22:00,03/08/2015 12:00:00 AM,8:30,702,240,Auto Theft,313,BELLEFONTAINE AVE and INDEPENDENCE BLVD,KANSAS CITY,64124,PJ0496,EPD,U,1,SUS,U,U,,N,"BELLEFONTAINE AVE KANSAS CITY64124
(39.1062, -94.5469)",202,4,7,70
150066582,09/17/2015 12:00:00 AM,16:00,09/16/2015 12:00:00 AM,15:00,09/17/2015 12:00:00 AM,9:00,702,240,Auto Theft,242,BRUCE R WATKINS DR and E GREGORY BL,KANSAS CITY,64132,PJ5548,MPD,U,1,VIC,B,F,58,N,"E BRUCE R WATKINS BL KANSAS CITY, DR 64132
(38.998, -94.556)",131,2,7,151
150055510,08/07/2015 12:00:00 AM,19:50,08/05/2015 12:00:00 AM,19:00,,,702,240,Auto Theft,314,INDEPENDENCE AV and MYRTLE AV,KANSAS CITY,64123,PJ0602,EPD,U,1,VIC,W,M,37,N,"INDEPENDENCE KANSAS CITY, AV 64123
(39.1058, -94.5354)",202,4,7,70
150000474,01/02/2015 12:00:00 AM,22:09,01/02/2015 12:00:00 AM,22:00,,,799,,Auto Theft Outside S,344,OZARK RD and RAYTOWN RD,KANSAS CITY,64133,PJ3667,EPD,U,1,VIC,U,F,,N,"OZARK KANSAS CITY, RD 64133
(39.0435, -94.4861)",19,3,7,155
150035889,05/27/2015 12:00:00 AM,17:49,05/27/2015 12:00:00 AM,14:31,,,799,,Auto Theft Outside S,311,N ELMWOOD AV and ST JOHN AV,KANSAS CITY,64123,PJ0297,EPD,U,1,VIC,,,,N,"N ELMWOOD KANSAS CITY, AV 64123
(39.1128, -94.528)",174,4,7,76
150062435,09/02/2015 12:00:00 AM,13:36,09/02/2015 12:00:00 AM,13:36,,,799,,Auto Theft Outside S,634,N CHOUTEAU TF and NE VIVION RD,KANSAS CITY,64119,PC0788,SCP,U,1,VIC,U,U,,N,"N CHOUTEAU TF KANSAS CITY, NE 64119
(39.2019, -94.5415)",,,4,135
150086414,11/30/2015 12:00:00 AM,21:49,11/29/2015 12:00:00 AM,19:45,11/30/2015 12:00:00 AM,20:45,702,240,Auto Theft,241,BRUCE R WATKINS DR and E MEYER BL,KANSAS CITY,64130,PJ5066,MPD,U,1,VIC,B,M,39,N,"E BRUCE R WATKINS BL KANSAS CITY, DR 64130
(39.0076, -94.5553)",168,2,7,151
150006799,01/29/2015 12:00:00 AM,0:23,01/29/2015 12:00:00 AM,0:23,,,702,240,Auto Theft,311,BELLEFONTAINE AV and LEXINGTON AV,KANSAS CITY,64124,PJ0372,EPD,U,1,VIC,W,M,46,N,"BELLEFONTAINE KANSAS CITY, AV 64124
(39.1109, -94.5467)",202,4,7,70
150073379,10/12/2015 12:00:00 AM,12:29,10/09/2015 12:00:00 AM,19:30,10/10/2015 12:00:00 AM,7:00,702,240,Auto Theft,125,E ARMOUR BL and FOREST AV,KANSAS CITY,64109,PJ2777,CPD,U,1,VIC,W,M,31,N,"E ARMOUR KANSAS CITY, BL 64109
(39.0632, -94.5706)",73,3,7,19
150057145,08/13/2015 12:00:00 AM,22:38,08/13/2015 12:00:00 AM,22:38,,,799,,Auto Theft Outside S,322,LISTER AV and E TRUMAN RD,KANSAS CITY,64128,PJ1432,EPD,U,1,VIC,U,F,,N,"E LISTER KANSAS CITY, AV 64128
(39.0942, -94.5267)",17,3,7,95
150000073,01/01/2015 12:00:00 AM,8:08,01/01/2015 12:00:00 AM,8:08,,,702,240,Auto Theft,415,NW BARRY RD and N LINE CREEK PK,KANSAS CITY,64151,PP0391,NPD,N,1,ARR,B,F,,N,"N BARRY RD KANSAS CITY, NW 64151
(39.2047, -94.6301)",152,5,3,66
150046051,07/04/2015 12:00:00 AM,18:58,07/04/2015 12:00:00 AM,3:00,07/04/2015 12:00:00 AM,3:10,702,240,Auto Theft,542,E BANNISTER RD and NEWTON AV,KANSAS CITY,64134,PJ6497,SPD,U,1,SUS,U,U,,N,"E BANNISTER KANSAS CITY, RD 64134
(38.9525, -94.5108)",108,2,7,143
150086893,12/02/2015 12:00:00 AM,13:24,12/01/2015 12:00:00 AM,20:30,12/02/2015 12:00:00 AM,11:30,702,240,Auto Theft,121,HIGHLAND AV and PASEO,KANSAS CITY,64106,PJ0326,CPD,U,1,SUS,U,U,,N,"HIGHLAND KANSAS CITY, AV 64106
(39.1115, -94.5622)",135,3,7,75
150059270,08/21/2015 12:00:00 AM,17:44,08/21/2015 12:00:00 AM,17:44,,,799,,Auto Theft Outside S,131,VALENTINE RD and WYOMING ST,KANSAS CITY,64111,PJ2957,CPD,U,1,VIC,B,M,51,N,"VALENTINE KANSAS CITY, RD 64111
(39.0586, -94.6037)",232,4,7,50
150016080,03/08/2015 12:00:00 AM,15:09,03/07/2015 12:00:00 AM,20:00,03/07/2015 12:00:00 AM,23:59,702,240,Auto Theft,113,MAIN ST and E TRUMAN RD,KANSAS CITY,64108,PJ1298,CPD,U,1,VIC,,,,N,"E MAIN KANSAS CITY, ST 64108
(39.0958, -94.5834)",125,4,7,92
150008644,02/05/2015 12:00:00 AM,12:49,02/05/2015 12:00:00 AM,12:49,,,799,,Auto Theft Outside S,213,E GREGORY BL and MANCHESTER AV,KANSAS CITY,64130,PJ5405,MPD,U,1,SUS,U,U,,N,"E GREGORY KANSAS CITY, BL 64130
(38.9945, -94.4966)",18,2,7,37
150090210,12/15/2015 12:00:00 AM,1:28,12/14/2015 12:00:00 AM,21:00,12/14/2015 12:00:00 AM,22:00,702,240,Auto Theft,541,E BANNISTER RD and DRURY AV,KANSAS CITY,64130,PJ6500,SPD,U,1,SUS,U,U,,N,"E BANNISTER KANSAS CITY, RD 64130
(38.9531, -94.5251)",108,2,7,149
150015107,03/04/2015 12:00:00 AM,15:17,03/04/2015 12:00:00 AM,15:17,03/04/2015 12:00:00 AM,16:00,799,,Auto Theft Outside S,312,PEERY AV and TOPPING AV,KANSAS CITY,64124,PJ1144,EPD,U,1,ARR,W,M,,N,"PEERY KANSAS CITY, AV 64124
(39.0985, -94.5145)",218,4,7,94
150084078,11/21/2015 12:00:00 AM,0:55,11/20/2015 12:00:00 AM,22:40,11/21/2015 12:00:00 AM,0:55,702,240,Auto Theft,534,GRANDVIEW RD and E RED BRIDGE RD,KANSAS CITY,64137,PJ6968,SPD,U,1,SUS,U,U,,N,"E GRANDVIEW KANSAS CITY, RD 64137
(38.9239, -94.5323)",198,1,7,149
150079676,11/04/2015 12:00:00 AM,15:04,11/04/2015 12:00:00 AM,15:04,,,799,,Auto Theft Outside S,542,E BANNISTER RD and BLUE RIDGE BL,KANSAS CITY,64134,PJ6481,SPD,U,1,VIC,,,,N,"E BANNISTER BL KANSAS CITY, RD 64134
(38.9524, -94.5079)",27,2,7,98
150001903,01/08/2015 12:00:00 AM,15:00,01/03/2015 12:00:00 AM,17:57,,,799,,Auto Theft Outside S,315,LAWNDALE AV and THOMPSON AV,KANSAS CITY,64120,PJ0546,EPD,U,1,VIC,U,U,,N,"LAWNDALE KANSAS CITY, AV 64120
(39.1069, -94.5155)",192,4,7,76
150034854,05/23/2015 12:00:00 AM,4:37,05/23/2015 12:00:00 AM,1:00,05/23/2015 12:00:00 AM,3:00,702,240,Auto Theft,133,PENNSYLVANIA AV and WESTPORT RD,KANSAS CITY,64111,PJ3218,CPD,U,1,VIC,W,M,71,N,"PENNSYLVANIA KANSAS CITY, AV 64111
(39.0529, -94.5915)",42,4,7,50
150000214,01/01/2015 12:00:00 AM,21:06,01/01/2015 12:00:00 AM,18:00,,,702,240,Auto Theft,313,BENTON BL and INDEPENDENCE AV,KANSAS CITY,99999,PJ0609,EPD,N,1,SUS,U,U,,N,"BENTON KANSAS CITY, BL 99999
(39.1061, -94.5446)",109,3,7,70
150062121,09/01/2015 12:00:00 AM,12:32,09/01/2015 12:00:00 AM,10:30,09/01/2015 12:00:00 AM,11:45,702,240,Auto Theft,311,N GLADSTONE BL and N WALROND AV,KANSAS CITY,64124,PJ0200,EPD,U,1,VIC,,,,N,"N N GLADSTONE KANSAS CITY, BL 64124
(39.1084, -94.5516)",135,3,7,70
150012573,02/22/2015 12:00:00 AM,0:21,02/21/2015 12:00:00 AM,22:30,02/21/2015 12:00:00 AM,23:00,702,240,Auto Theft,313,BENTON BL and INDEPENDENCE AV,KANSAS CITY,64127,PJ0609,EPD,U,2,SUS,W,F,19,N,"BENTON KANSAS CITY, BL 64127
(39.1061, -94.5446)",109,3,7,70
150001903,01/08/2015 12:00:00 AM,15:00,01/03/2015 12:00:00 AM,17:57,,,799,,Auto Theft Outside S,315,LAWNDALE AV and THOMPSON AV,KANSAS CITY,64120,PJ0546,EPD,U,1,SUS,U,U,,N,"LAWNDALE KANSAS CITY, AV 64120
(39.1069, -94.5155)",192,4,7,76
150034564,05/22/2015 12:00:00 AM,1:36,05/21/2015 12:00:00 AM,13:30,,,702,240,Auto Theft,311,N LAWN AV and ST JOHN AV,KANSAS CITY,64128,PJ0279,EPD,U,1,SUS,U,U,,N,"N LAWN KANSAS CITY, AV 64128
(39.1127, -94.5268)",192,4,7,76
150077300,10/27/2015 12:00:00 AM,7:00,10/26/2015 12:00:00 AM,16:00,10/27/2015 12:00:00 AM,6:30,702,240,Auto Theft,132,E ARMOUR BL and MCGEE ST,KANSAS CITY,99999,PJ2757,CPD,U,1,SUS,U,U,,N,"E ARMOUR KANSAS CITY, BL 99999
(39.0637, -94.5822)",2,4,7,50
150021148,03/29/2015 12:00:00 AM,13:22,03/28/2015 12:00:00 AM,16:45,03/29/2015 12:00:00 AM,10:30,702,240,Auto Theft,113,MAIN ST and E TRUMAN RD,KANSAS CITY,64108,PJ1298,CPD,U,1,VIC,W,M,23,N,"E MAIN KANSAS CITY, ST 64108
(39.0958, -94.5834)",125,4,7,92
150074466,10/16/2015 12:00:00 AM,12:51,10/15/2015 12:00:00 AM,22:30,10/16/2015 12:00:00 AM,12:15,702,240,Auto Theft,133,MILL ST and WESTPORT RD,KANSAS CITY,64111,PJ3218,CPD,U,1,VIC,W,M,21,N,"MILL KANSAS CITY, ST 64111
(39.0525, -94.5923)",42,4,7,50
150054106,08/02/2015 12:00:00 AM,20:48,08/02/2015 12:00:00 AM,20:48,,,702,240,Auto Theft,133,ARCHIBALD AV and PENNSYLVANIA AV,KANSAS CITY,64111,PJ3303,CPD,U,1,SUS,U,U,,N,"ARCHIBALD KANSAS CITY, AV 64111
(39.052, -94.5908)",42,4,7,50
150048722,07/14/2015 12:00:00 AM,15:19,07/10/2015 12:00:00 AM,21:00,07/12/2015 12:00:00 AM,12:00,702,240,Auto Theft,125,BRUCE R WATKINS DR and E LINWOOD BL,KANSAS CITY,64132,PJ2555,CPD,U,1,VIC,W,M,65,N,"E BRUCE R WATKINS BL KANSAS CITY, DR 64132
(39.0684, -94.561)",26,3,7,19
