Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:34,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64128,PJ2610,EPD,N,2,VIC,B,M,28,Y,"E INDIANA BL KANSAS CITY, AV 64128
(39.0677, -94.5437)",43,3,7,36
150031403,05/09/2015 12:00:00 AM,7:37,05/09/2015 12:00:00 AM,7:30,,,403,13A,Agg Assault - Domest,334,CLARY BL and S EMANUEL CLEAVER II BL N,KANSAS CITY,64129,PJ3432,EPD,Y,1,VIC,B,F,36,Y,"S CLARY CLEAVER II BL N KANSAS CITY, BL 64129
(39.0317, -94.4975)",19,3,7,155
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:30,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,2,VIC,B,F,39,Y,"E INDIANA BL KANSAS CITY, AV 64130
(39.0677, -94.5437)",43,3,7,36
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:30,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,1,VIC,B,M,45,Y,"E INDIANA BL KANSAS CITY, AV 64130
(39.0677, -94.5437)",43,3,7,36
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:30,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,U,4,VIC,B,M,,Y,"E INDIANA BL KANSAS CITY, AV 64130
(39.0677, -94.5437)",43,3,7,36
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:34,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64128,PJ2610,EPD,N,1,VIC,W,M,24,Y,"E INDIANA BL KANSAS CITY, AV 64128
(39.0677, -94.5437)",43,3,7,36
150060384,08/25/2015 12:00:00 AM,20:34,08/25/2015 12:00:00 AM,20:30,,,401,13A,Aggravated Assault (,331,INDIANA AV and E LINWOOD BL,KANSAS CITY,64130,PJ2610,EPD,N,3,VIC,B,F,36,Y,"E INDIANA BL KANSAS CITY, AV 64130
(39.0677, -94.5437)",43,3,7,36
150062334,09/02/2015 12:00:00 AM,7:13,09/02/2015 12:00:00 AM,7:10,,,401,13A,Aggravated Assault (,334,CLEVELAND AV and E EMANUEL CLEAVER II BL E,KANSAS CITY,64130,PJ3871,EPD,U,1,VIC,B,F,59,Y,"E CLEVELAND CLEAVER II BL E KANSAS CITY, AV 64130
(39.0383, -94.5406)",206,3,7,157
150076339,10/23/2015 12:00:00 AM,12:18,10/23/2015 12:00:00 AM,12:18,,,401,13A,Aggravated Assault (,333,4100  COLLEGE AV,KANSAS CITY,64130,PJ3403,EPD,U,1,VIC,B,M,17,Y,"4100 COLLEGE AV
KANSAS CITY 64130
(39.0514, -94.5457)",68,3,7,157
150078131,10/29/2015 12:00:00 AM,21:57,10/29/2015 12:00:00 AM,21:50,,,401,13A,Aggravated Assault (,343,2900  QUINCY AV,KANSAS CITY,64127,PJ2460,EPD,N,2,VIC,B,F,17,Y,"2900 QUINCY AV
KANSAS CITY 64127
(39.0714, -94.524)",208,3,7,36
