Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
180024077,03/31/2018,22:21,03/31/2018,22:10,,,302,120,Armed Robbery,342,2500  DRURY AV,KANSAS CITY,64127,PJ2143,EPD,N,1,SUS,B,M,,Y,"2500 DRURY AV
KANSAS CITY 64127
(39.079519, -94.518943)",222,3,7,95
180027342,04/12/2018,21:39,04/12/2018,11:30,04/12/2018,13:00,501,220,Burglary - Residence,332,3500  SOUTH BENTON AV,KANSAS CITY,64129,PJ2878,EPD,U,1,SUS,U,U,,N,"3500 SOUTH BENTON AV
KANSAS CITY 64129
(39.062322, -94.549755)",67,3,7,36
180075729,09/30/2018,16:58,09/29/2018,20:00,09/30/2018,15:00,1401,290,Property Damage,543,7400  E 111 TE,KANSAS CITY,64134,PJ7012,SPD,U,2,SUS,U,U,,N,"7400 E 111
TE KANSAS CITY 64134",,,,
180045232,06/15/2018,03:20,06/15/2018,03:20,,,1401,290,Property Damage,115,2300  HOLMES ST,KANSAS CITY,64106,PJ1938,CPD,U,1,VIC,,,,N,"2300 HOLMES ST
KANSAS CITY 64106",,,,
180027979,04/15/2018,13:58,04/14/2018,08:00,04/14/2018,17:00,702,240,Auto Theft,112,00  E 10 ST,KANSAS CITY,64106,PJ0862,CPD,U,1,SUS,U,U,,N,"00 E 10 ST
KANSAS CITY 64106",,,,
180025036,04/04/2018,09:19,10/01/2017,14:00,04/04/2018,08:30,502,220,Burglary - Non Resid,312,6700  INDEPENDENCE AV,KANSAS CITY,64125,PJ0791,EPD,U,1,SUS,U,U,,N,"6700 INDEPENDENCE AV
KANSAS CITY 64125
(39.104623, -94.503561)",218,4,7,125
180027823,04/14/2018,16:36,04/14/2018,16:36,,,1352,280,Stolen Property OFFE,222,E 50 ST and WOODLAND AV,KANSAS CITY,64130,PJ3955,MPD,U,1,VIC,U,U,,N,"50 ST and WOODLAND AV
KANSAS CITY 64130",,,,
180026177,04/08/2018,23:42,04/08/2018,22:32,04/08/2018,22:46,501,220,Burglary - Residence,415,8200  N HICKORY ST,KANSAS CITY,64118,PC0431,NPD,U,1,SUS,U,U,,N,"8200 N HICKORY ST
KANSAS CITY 64118
(39.242896, -94.59635)",59,5,4,154
180031331,04/27/2018,18:07,04/27/2018,18:00,,,302,120,Armed Robbery,325,2500  VAN BRUNT BL,KANSAS CITY,64127,PJ2158,EPD,U,3,SUS,W,M,,Y,"2500 VAN
BRUNT BL KANSAS CITY 64127",,,,
180044340,06/12/2018,09:45,06/09/2018,16:00,,,302,120,Armed Robbery,333,E 43 ST and CHESTNUT AV,KANSAS CITY,64130,PJ3440,EPD,N,4,SUS,B,M,,N,"43 ST and CHESTNUT AV
KANSAS CITY 64130",,,,
180068491,09/04/2018,22:51,09/04/2018,22:45,,,1401,290,Property Damage,312,600  NEWTON AV,KANSAS CITY,64124,PJ0787,EPD,U,1,VIC,B,M,54,N,"600 NEWTON AV
KANSAS CITY 64124
(39.104328, -94.503948)",218,4,7,125
180068878,09/06/2018,10:15,08/31/2018,08:00,08/31/2018,19:00,501,220,Burglary - Residence,543,7700  E 111 TE,KANSAS CITY,64134,PJ6977,SPD,U,1,VIC,W,M,30,N,"7700 E 111
TE KANSAS CITY 64134",,,,
180067993,09/03/2018,12:13,09/03/2018,12:13,,,1401,290,Property Damage,345,10300  E 42 ST,KANSAS CITY,64133,PJ3544,EPD,N,1,VIC,W,M,34,N,"10300 E 42 ST
KANSAS CITY 64133
(39.046742, -94.457817)",173,3,7,37
180069101,09/07/2018,06:48,09/07/2018,02:07,,,702,240,Auto Theft,143,E 42 ST and HARRISON ST,KANSAS CITY,64110,PJ3311,CPD,U,1,VIC,,,,N,"42 ST and HARRISON ST
KANSAS CITY 64110",,,,
180065542,08/25/2018,17:01,08/25/2018,14:30,,,301,120,Strong Arm Robbery,423,NE 102 TE and N OAK TR,KANSAS CITY,64116,PC0186,NPD,U,1,VIC,W,M,,N,"102 TE and N OAK TR
KANSAS CITY 64116",,,,
180067885,09/02/2018,21:26,09/02/2018,21:25,,,502,220,Burglary - Non Resid,343,5000  E LINWOOD BL,KANSAS CITY,64126,PJ2527,EPD,U,1,VIC,,,,N,"5000 E LINWOOD
BL KANSAS CITY 64126
(39.069189, -94.52413)",208,3,7,36
180068197,09/04/2018,09:00,08/31/2018,16:00,09/04/2018,07:45,1401,290,Property Damage,221,5300  HIGHLAND AV,KANSAS CITY,64130,PJ4278,MPD,U,1,VIC,,,,N,"5300 HIGHLAND AV
KANSAS CITY 64130
(39.030371, -94.565483)",58,2,7,165
180032586,05/02/2018,14:13,05/02/2018,14:13,,,501,220,Burglary - Residence,144,3100  PEERY AV,KANSAS CITY,64127,PJ1052,EPD,U,1,SUS,B,M,,N,"3100 PEERY AV
KANSAS CITY 64127
(39.099555, -94.545886)",109,3,7,95
180032767,05/03/2018,07:33,05/03/2018,07:30,,,1401,290,Property Damage,134,4300  MADISON AV,KANSAS CITY,64111,PJ3456,CPD,U,2,VIC,,,,N,"4300 MADISON AV
KANSAS CITY 64111
(39.049644, -94.597006)",232,4,7,50
180033402,05/05/2018,07:42,05/04/2018,18:25,,,702,240,Auto Theft,531,1400  E 103 ST,KANSAS CITY,64131,PJ6734,SPD,U,1,SUS,U,U,,N,"1400 E 103 ST
KANSAS CITY 64131
(38.940426, -94.571162)",212,2,7,163
180033193,05/04/2018,14:16,04/20/2018,12:00,05/04/2018,14:16,702,240,Auto Theft,312,7100  E FRONT ST,KANSAS CITY,64120,PJ0068,EPD,U,1,VIC,,,,N,"7100 E FRONT ST
KANSAS CITY 64120
(39.13007, -94.497031)",53,4,7,144
180032484,05/02/2018,06:42,05/01/2018,23:00,,,1401,290,Property Damage,213,8600  COUNTRYSHIRE LN,KANSAS CITY,64138,PJ5803,MPD,U,1,VIC,B,F,59,N,"8600 COUNTRYSHIRE LN
KANSAS CITY 64138
(38.986333, -94.486342)",181,2,7,98
180031966,04/30/2018,10:54,04/27/2018,14:30,04/30/2018,09:15,702,240,Auto Theft,535,13300  HOLMES RD,KANSAS CITY,64145,PJ7412,SPD,U,1,SUS,U,U,,N,"13300 HOLMES RD
KANSAS CITY 64145
(38.885107, -94.58634)",159,1,7,129
180075074,09/27/2018,23:00,09/24/2018,19:04,,,1401,290,Property Damage,345,11600  E US 40 HW,KANSAS CITY,64133,PJ3601,EPD,U,1,VIC,,,,N,"11600 E US
HW KANSAS CITY 64133",,,,
180033233,05/04/2018,17:04,05/03/2018,18:00,05/03/2018,18:45,702,240,Auto Theft,133,PENNSYLVANIA AV and WESTPORT RD,KANSAS CITY,64110,PJ3218,CPD,U,1,VIC,W,M,26,N,"PENNSYLVANIA AV
KANSAS CITY 64110",,,,
180032959,05/03/2018,18:37,05/03/2018,17:48,,,1401,290,Property Damage,134,E 44 ST and LOCUST ST,KANSAS CITY,64110,PJ3488,CPD,U,1,SUS,B,M,,N,"44 ST and LOCUST ST
KANSAS CITY 64110",,,,
180033533,05/06/2018,14:43,05/06/2018,14:43,,,702,240,Auto Theft,243,7000  PROSPECT AV,KANSAS CITY,64132,PJ5341,MPD,U,1,SUS,U,U,,N,"7000 PROSPECT AV
KANSAS CITY 64132
(38.999693, -94.556822)",72,2,7,151
180031995,04/30/2018,13:56,04/29/2018,22:00,04/30/2018,09:30,1401,290,Property Damage,113,E 17 ST and OAK ST,KANSAS CITY,64108,PJ1402,CPD,U,1,VIC,W,F,24,N,"17 ST and OAK ST
KANSAS CITY 64108",,,,
180033427,05/05/2018,10:20,05/04/2018,23:00,05/05/2018,10:00,1401,290,Property Damage,142,3700  WABASH AV,KANSAS CITY,64109,PJ3011,CPD,U,1,SUS,U,U,,N,"3700 WABASH AV
KANSAS CITY 64109
(39.059239, -94.554546)",12,3,7,19
180032106,04/30/2018,19:18,04/30/2018,19:18,,,302,120,Armed Robbery,311,4200  INDEPENDENCE AV,KANSAS CITY,64123,PJ0605,EPD,N,1,VIC,B,F,18,Y,"4200 INDEPENDENCE AV
KANSAS CITY 64123",,,,
180031108,04/27/2018,00:57,04/27/2018,00:57,,,1401,290,Property Damage,222,5300  OLIVE ST,KANSAS CITY,64130,PJ4317,MPD,U,1,SUS,B,M,22,N,"5300 OLIVE ST
KANSAS CITY 64130
(39.030122, -94.557266)",58,2,7,157
180033371,05/05/2018,03:12,05/05/2018,03:12,,,302,120,Armed Robbery,999,5200  CLEVELAND AV,KANSAS CITY,64130,PWX001,OSPD,U,1,VIC,B,M,45,N,"5200 CLEVELAND AV
KANSAS CITY 64130
(39.031358, -94.541016)",206,2,7,157
180026564,04/10/2018,09:00,04/09/2018,12:00,04/10/2018,09:00,501,220,Burglary - Residence,331,3000  CHESTNUT AV,KANSAS CITY,64128,PJ2487,EPD,U,1,SUS,U,U,,N,"3000 CHESTNUT AV
KANSAS CITY 64128
(39.070997, -94.550499)",77,3,7,36
180024964,04/04/2018,09:48,03/31/2018,13:00,,,1198,26F,Identity Theft,332,3500  CHESTNUT AV,KANSAS CITY,64128,PJ2868,EPD,U,1,SUS,U,U,,N,"3500 CHESTNUT AV
KANSAS CITY 64128
(39.062428, -94.550996)",67,3,7,36
180025853,04/07/2018,14:00,04/06/2018,21:00,04/07/2018,08:00,501,220,Burglary - Residence,314,100  CHELSEA AV,KANSAS CITY,64123,PJ0343,EPD,U,1,VIC,W,M,24,N,"100 CHELSEA AV
KANSAS CITY 64123
(39.112532, -94.524633)",192,4,7,76
180027708,04/14/2018,07:34,04/13/2018,20:00,04/14/2018,07:00,1401,290,Property Damage,342,5400  E 25 ST,KANSAS CITY,64127,PJ2071,EPD,N,1,VIC,W,M,34,N,"5400 E 25 ST
KANSAS CITY 64127
(39.079664, -94.519922)",222,3,7,95
180026800,04/11/2018,06:57,04/11/2018,00:01,04/11/2018,06:30,702,240,Auto Theft,632,3500  NE 33 TE,KANSAS CITY,64117,PC1422,SCP,U,1,VIC,W,M,32,N,"3500 NE 33
TE KANSAS CITY 64117
(39.154529, -94.537076)",88,6,4,166
180027444,04/13/2018,10:46,03/30/2018,12:00,,,1198,26F,Identity Theft,642,1400  NE 80 ST,KANSAS CITY,64118,PC0411,SCP,N,1,SUS,U,U,,N,"1400 NE 80 ST
KANSAS CITY 64118
(39.237891, -94.563087)",164,6,4,154
180027088,04/12/2018,06:33,04/12/2018,06:30,,,1401,290,Property Damage,143,3800  HIGHLAND AV,KANSAS CITY,64109,PJ3093,CPD,U,2,VIC,B,F,41,N,"3800 HIGHLAND AV
KANSAS CITY 64109
(39.056868, -94.5639)",78,3,7,19
180026346,04/09/2018,14:00,04/07/2018,14:00,04/07/2018,18:30,1401,290,Property Damage,341,1700  TOPPING AV,KANSAS CITY,64126,PJ1735,EPD,U,1,SUS,U,U,,N,"1700 TOPPING AV
KANSAS CITY 64126
(39.090225, -94.515054)",6,3,7,95
180024026,03/31/2018,17:14,03/31/2018,16:30,03/31/2018,17:00,702,240,Auto Theft,111,GRAND BL and E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,SUS,U,U,,N,"E GRAND BL
KANSAS CITY 64106",,,,
180042675,06/06/2018,14:28,06/06/2018,14:27,,,799,,Auto Theft Outside S,636,NE 48 ST and I 435 HW,KANSAS CITY,64117,PC0918,SCP,U,1,SUS,W,M,30,N,"435 HW
KANSAS CITY 64117",,,,
180005711,01/23/2018,23:57,01/23/2018,23:57,,,702,240,Auto Theft,422,3800  NW 94 ST,KANSAS CITY,64152,PP0281,NPD,U,1,SUS,B,M,,N,"3800 NW 94 ST
KANSAS CITY 64152",,,,
180025432,04/05/2018,18:51,04/05/2018,18:51,,,1401,290,Property Damage,332,3400  WABASH AV,KANSAS CITY,64127,PJ2799,EPD,U,1,SUS,U,U,,N,"3400 WABASH AV
KANSAS CITY 64127",,,,
180000956,01/04/2018,22:15,01/04/2018,07:00,01/04/2018,18:00,1401,290,Property Damage,415,3500  NW 69 TE,KANSAS CITY,64151,PP0585,NPD,N,1,VIC,W,F,35,N,"3500 NW 69
TE KANSAS CITY 64151
(39.220323, -94.621069)",186,5,3,66
180033413,05/05/2018,09:20,05/05/2018,09:20,,,799,,Auto Theft Outside S,241,E 75TH and MRYTLE AV,KANSAS CITY,64132,,,U,1,SUS,U,U,,N,"E 75TH
KANSAS CITY 64132",,,,
180037921,05/21/2018,02:20,05/21/2018,02:20,,,1401,290,Property Damage,533,11500  HOLMES RD,KANSAS CITY,64134,PJ7138,SPD,U,1,VIC,W,M,35,N,"11500 HOLMES RD
KANSAS CITY 64134
(38.91859, -94.583914)",95,1,7,163
180038408,05/22/2018,15:53,05/22/2018,15:40,,,1401,290,Property Damage,333,4100  CHESTNUT AV,KANSAS CITY,64128,PJ3354,EPD,Y,1,VIC,B,M,28,N,"4100 CHESTNUT AV
KANSAS CITY 64128",,,,
180039253,05/25/2018,10:44,05/24/2018,18:45,05/25/2018,08:00,1401,290,Property Damage,411,4500  N MULBERRY DR,KANSAS CITY,64116,PC1099,NPD,N,1,VIC,W,F,20,N,"4500 N MULBERRY DR
KANSAS CITY 64116
(39.176097, -94.596956)",63,4,4,167
180036659,05/16/2018,11:01,05/08/2018,17:30,05/08/2018,21:17,502,220,Burglary - Non Resid,134,600  W 47 ST,KANSAS CITY,64112,PJ3736,CPD,U,4,VIC,W,M,32,N,"600 W 47 ST
KANSAS CITY 64112
(39.042434, -94.593473)",103,4,7,44
180038234,05/22/2018,02:00,05/20/2018,20:00,05/21/2018,20:00,501,220,Burglary - Residence,242,7900  PARK AV,KANSAS CITY,64132,PJ5904,MPD,U,1,VIC,W,M,23,N,"7900 PARK AV
KANSAS CITY 64132
(38.983452, -94.560756)",205,2,7,151
180038024,05/21/2018,12:30,05/21/2018,12:30,,,1401,290,Property Damage,241,2100  E 77 TE,KANSAS CITY,64130,PJ5798,MPD,N,1,SUS,B,M,19,N,"2100 E 77
TE KANSAS CITY 64130
(38.987795, -94.561761)",154,2,7,151
180039625,05/26/2018,16:00,05/26/2018,13:00,,,702,240,Auto Theft,635,4300  N BELLAIRE AV,KANSAS CITY,64117,PC1128,SCP,N,1,VIC,W,F,,N,"4300 N BELLAIRE AV
KANSAS CITY 64117
(39.171787, -94.510908)",240,6,4,166
180038390,05/22/2018,16:04,05/19/2018,10:30,05/22/2018,12:00,501,220,Burglary - Residence,234,9000  OAK ST,KANSAS CITY,64109,PJ6315,MPD,U,1,SUS,U,U,,N,"9000 OAK ST
KANSAS CITY 64109
(38.965046, -94.58621)",50,1,7,162
180038459,05/22/2018,18:36,05/22/2018,18:36,,,302,120,Armed Robbery,141,900  E ARMOUR BL,KANSAS CITY,64109,PJ2771,CPD,U,1,SUS,B,M,,Y,"900 E ARMOUR
BL KANSAS CITY 64109
(39.063278, -94.573336)",160,4,7,19
180035928,05/14/2018,03:49,05/12/2018,14:00,05/14/2018,03:00,702,240,Auto Theft,634,4800  NE WINN RD,KANSAS CITY,64117,PC0949,SCP,U,1,SUS,U,U,,N,"4800 NE WINN RD
KANSAS CITY 64117",,,,
180013705,02/25/2018,17:52,02/25/2018,17:52,,,799,,Auto Theft Outside S,222,E 50 ST and WABASH AV,KANSAS CITY,64130,PJ3945,MPD,U,1,VIC,,,,N,"50 ST and WABASH AV
KANSAS CITY 64130",,,,
180039797,05/27/2018,11:28,05/27/2018,11:25,,,1401,290,Property Damage,222,5000  WOODLAND AV,KANSAS CITY,64130,PJ4039,MPD,Y,1,SUS,B,M,34,N,"5000 WOODLAND AV
KANSAS CITY 64130",,,,
180038252,05/22/2018,07:37,05/21/2018,21:30,05/22/2018,06:45,1401,290,Property Damage,635,4000  N BENNINGTON AV,KANSAS CITY,64117,PC1343,SCP,U,1,VIC,,,,N,"4000 N BENNINGTON AV
KANSAS CITY 64117
(39.166562, -94.502318)",9,6,4,166
180039583,05/26/2018,12:03,05/25/2018,20:15,05/26/2018,09:47,502,220,Burglary - Non Resid,232,7500  TROOST AV,KANSAS CITY,64131,PJ5653,MPD,U,1,SUS,U,U,,N,"7500 TROOST AV
KANSAS CITY 64131
(38.991554, -94.575658)",98,2,7,163
180037927,05/21/2018,03:57,05/21/2018,03:00,05/21/2018,03:15,302,120,Armed Robbery,224,6000  TROOST AV,KANSAS CITY,64110,PJ4758,MPD,U,1,SUS,B,M,18,Y,"6000 TROOST AV
KANSAS CITY 64110
(39.01794, -94.574309)",1,2,7,165
180039873,05/27/2018,17:45,05/27/2018,17:45,,,702,240,Auto Theft,415,2200  NW 82 ST,KANSAS CITY,64151,PP0393,NPD,N,1,VIC,W,M,32,N,"2200 NW 82 ST
KANSAS CITY 64151
(39.243249, -94.607175)",59,5,3,66
180038022,05/21/2018,12:00,05/21/2018,12:00,,,1401,290,Property Damage,241,2100  E 77 TE,KANSAS CITY,64132,PJ5798,MPD,Y,2,SUS,B,F,19,N,"2100 E 77
TE KANSAS CITY 64132
(38.987795, -94.561761)",154,2,7,151
180039584,05/26/2018,12:20,05/23/2018,17:00,05/24/2018,07:30,1401,290,Property Damage,114,1300  WEST BLUFF DR,KANSAS CITY,64108,PJ1675,CPD,U,1,VIC,B,F,31,N,"1300 WEST BLUFF DR
KANSAS CITY 64108
(39.086896, -94.600217)",149,4,7,20
180038459,05/22/2018,18:36,05/22/2018,18:36,,,302,120,Armed Robbery,141,900  E ARMOUR BL,KANSAS CITY,64109,PJ2771,CPD,U,2,SUS,B,F,,Y,"900 E ARMOUR
BL KANSAS CITY 64109
(39.063278, -94.573336)",160,4,7,19
180039273,05/25/2018,11:06,05/25/2018,07:00,,,702,240,Auto Theft,212,6900  CRABAPPLE LN,KANSAS CITY,64129,PJ4270,MPD,U,1,VIC,B,F,25,N,"6900 CRABAPPLE LN
KANSAS CITY 64129
(39.029456, -94.504269)",20,2,7,155
180037936,05/21/2018,07:03,05/20/2018,15:00,05/21/2018,06:30,702,240,Auto Theft,414,8300  N GREEN HILLS RD,KANSAS CITY,64151,PP0367,NPD,U,1,SUS,U,U,,N,"8300 N GREEN HILLS RD
KANSAS CITY 64151
(39.244126, -94.631031)",144,5,3,66
180022797,03/27/2018,05:35,03/27/2018,02:04,,,1401,290,Property Damage,232,400  E 79 TE,KANSAS CITY,64132,PJ5854,MPD,U,1,VIC,W,M,34,N,"400 E 79
TE KANSAS CITY 64132",,,,
180033972,05/07/2018,08:00,05/07/2018,08:00,,,1352,280,Stolen Property OFFE,223,5600  PROSPECT AV,KANSAS CITY,64131,PJ4514,MPD,U,1,SUS,W,M,,N,"5600 PROSPECT AV
KANSAS CITY 64131",,,,
180068459,09/04/2018,17:27,09/04/2018,08:30,09/04/2018,17:20,1401,290,Property Damage,322,1800  NORTON AV,KANSAS CITY,64127,PJ1632,EPD,U,1,SUS,U,U,,N,"1800 NORTON AV
KANSAS CITY 64127",,,,
180064618,08/22/2018,17:58,08/22/2018,12:50,,,1352,280,Stolen Property OFFE,212,7000  EASTWOOD TR,KANSAS CITY,64129,PJ4182,MPD,U,2,VIC,,,,N,"7000 EASTWOOD TR
KANSAS CITY 64129
(39.031072, -94.503033)",20,2,7,155
180065444,08/25/2018,08:44,08/25/2018,08:44,,,501,220,Burglary - Residence,343,5200  E 29 ST,KANSAS CITY,64127,PJ2423,EPD,U,1,VIC,W,F,18,N,"5200 E 29 ST
KANSAS CITY 64127
(39.072486, -94.521489)",107,3,7,36
