Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140063513,09/04/2014 12:00:00 AM,12:54,09/04/2014 12:00:00 AM,12:45,,,802,13B,Non Agg Assault Dome,121,E 8 ST/VIRGINIA AV,KANSAS CITY,64101,PJ0749,CPD,U,1,VIC,B,M,34,"8 ST VIRGINIA AV
KANSAS CITY 64101
(39.103309071, -94.600386439)",N,241,4,7,56
140052913,07/28/2014 12:00:00 AM,13:27,07/26/2014 12:00:00 AM,14:00,07/28/2014 12:00:00 AM,11:00,502,220,Burglary - Non Resid,111,1400  ST LOUIS AV,KANSAS CITY,64101,PJ0814,CPD,U,1,VIC,W,M,48,"1400 ST LOUIS AV
KANSAS CITY 64101
(39.103428399, -94.601449954)",N,241,4,7,56
140072076,10/06/2014 12:00:00 AM,8:11,10/05/2014 12:00:00 AM,9:00,10/06/2014 12:00:00 AM,5:50,502,220,Burglary - Non Resid,111,1300  W 8 ST,KANSAS CITY,64101,PJ0746,CPD,U,1,SUS,U,U,,"1300 W 8 ST
KANSAS CITY 64101
(39.105123972, -94.599773772)",N,241,4,7,56
140019039,03/22/2014 12:00:00 AM,6:51,03/21/2014 12:00:00 AM,17:00,03/22/2014 12:00:00 AM,6:45,502,220,Burglary - Non Resid,111,800  WOODSWETHER RD,KANSAS CITY,64101,PJ0521,CPD,U,1,VIC,,,,"800 WOODSWETHER RD
KANSAS CITY 64101
(39.108194492, -94.593233558)",N,241,4,7,72
140065408,09/11/2014 12:00:00 AM,17:15,09/11/2014 12:00:00 AM,17:15,,,640,23F,Stealing From Auto,111,1600  ST LOUIS AV,KANSAS CITY,64101,PJ0932,CPD,U,1,VIC,B,M,23,"1600 ST LOUIS AV
KANSAS CITY 64101
(39.102506574, -94.604520785)",N,241,4,7,56
140016221,03/11/2014 12:00:00 AM,13:27,03/11/2014 12:00:00 AM,9:00,03/11/2014 12:00:00 AM,13:00,650,23G,Stealing Auto Parts/,111,200  WYANDOTTE ST,KANSAS CITY,64101,PJ0375,CPD,U,1,SUS,U,U,,"200 WYANDOTTE ST
KANSAS CITY 64101
(39.10976154, -94.585985699)",N,71,4,7,72
140009321,02/10/2014 12:00:00 AM,9:08,01/25/2014 12:00:00 AM,14:30,,,1001,250,Forgery,111,600  MULBERRY ST,KANSAS CITY,64101,PJ0653,CPD,U,1,VIC,,,,"600 MULBERRY ST
KANSAS CITY 64101
(39.107121533, -94.599597228)",N,241,4,7,56
140012256,02/23/2014 12:00:00 AM,1:11,02/23/2014 12:00:00 AM,1:11,,,401,13A,Aggravated Assault (,111,800  MULBERRY ST,KANSAS CITY,64101,PJ0750,CPD,N,3,VIC,B,F,30,"800 MULBERRY ST
KANSAS CITY 64101
(39.105004152, -94.599696796)",Y,241,4,7,56
140087392,12/05/2014 12:00:00 AM,19:27,12/05/2014 12:00:00 AM,4:00,12/05/2014 12:00:00 AM,7:30,702,240,Auto Theft,111,1300  ST LOUIS AV,KANSAS CITY,64101,PJ0847,CPD,U,1,SUS,U,U,,"1300 ST LOUIS AV
KANSAS CITY 64101
(39.103388069, -94.599979642)",N,241,4,7,56
140012313,02/23/2014 12:00:00 AM,11:02,02/22/2014 12:00:00 AM,14:00,02/23/2014 12:00:00 AM,11:00,502,220,Burglary - Non Resid,111,800  WOODSWETHER RD,KANSAS CITY,64101,PJ0521,CPD,U,1,SUS,U,U,,"800 WOODSWETHER RD
KANSAS CITY 64101
(39.108194492, -94.593233558)",N,241,4,7,72
140070787,10/01/2014 12:00:00 AM,13:13,09/24/2014 12:00:00 AM,7:00,10/01/2014 12:00:00 AM,12:00,1201,270,Embezzlement,111,W 9 ST/WYOMING ST,KANSAS CITY,64101,PJ0730,CPD,U,1,SUS,W,M,,"9 ST WYOMING ST
KANSAS CITY 64101
(39.103309071, -94.600386439)",N,241,4,7,56
140060396,08/24/2014 12:00:00 AM,7:12,08/24/2014 12:00:00 AM,2:25,08/24/2014 12:00:00 AM,5:00,502,220,Burglary - Non Resid,114,2300  STATE LINE RD,KANSAS CITY,64101,PJ1861,CPD,U,1,SUS,U,U,,"2300 STATE LINE RD
KANSAS CITY 64101
(39.085961588, -94.607254617)",N,,,5,73
140032929,05/14/2014 12:00:00 AM,18:04,05/13/2014 12:00:00 AM,18:30,05/14/2014 12:00:00 AM,7:00,690,23H,Stealing All Other,111,W 9 ST/GENESEE ST,KANSAS CITY,64101,PJ0687,CPD,U,1,SUS,U,U,,"9 ST GENESEE ST
KANSAS CITY 64101
(39.103309071, -94.600386439)",N,241,4,7,56
140036101,05/26/2014 12:00:00 AM,17:08,05/26/2014 12:00:00 AM,17:08,,,1122,26B,Credit/Debit/ATM Car,111,1200  UNION AV,KANSAS CITY,64101,PJ0911,CPD,U,1,VIC,W,F,25,"1200 UNION AV
KANSAS CITY 64101
(39.102468548, -94.598799706)",N,241,4,7,56
140040002,06/10/2014 12:00:00 AM,18:58,06/10/2014 12:00:00 AM,18:58,,,2601,90Z,Misc Violation,111,200  W 2 ST,KANSAS CITY,64101,PJ0375,CPD,U,2,VIC,W,F,40,"200 W 2 ST
KANSAS CITY 64101
(39.110709307, -94.584465521)",N,71,4,7,72
140070787,10/01/2014 12:00:00 AM,13:13,09/24/2014 12:00:00 AM,7:00,10/01/2014 12:00:00 AM,12:00,1201,270,Embezzlement,111,W 9 ST/WYOMING ST,KANSAS CITY,64101,PJ0730,CPD,U,1,VIC,W,M,42,"9 ST WYOMING ST
KANSAS CITY 64101
(39.103309071, -94.600386439)",N,241,4,7,56
140009321,02/10/2014 12:00:00 AM,9:08,01/25/2014 12:00:00 AM,14:30,,,1001,250,Forgery,111,600  MULBERRY ST,KANSAS CITY,64101,PJ0653,CPD,U,2,VIC,W,M,43,"600 MULBERRY ST
KANSAS CITY 64101
(39.107121533, -94.599597228)",N,241,4,7,56
140073745,10/12/2014 12:00:00 AM,1:44,10/12/2014 12:00:00 AM,0:30,10/12/2014 12:00:00 AM,1:35,640,23F,Stealing From Auto,111,W 12 ST/HICKORY ST,KANSAS CITY,64101,PJ0973,CPD,U,1,VIC,W,M,20,"12 ST HICKORY ST
KANSAS CITY 64101
(39.103309071, -94.600386439)",N,241,4,7,56
