Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140034570,05/20/2014 12:00:00 AM,23:48,05/20/2014 12:00:00 AM,23:48,,,840,90Z,Resisting an Officer,323,2600  MONTGALL AV,KANSAS CITY,64127,PJ2173,EPD,U,1,ARR,B,F,35,"2600 MONTGALL AV
KANSAS CITY 64127
(39.078741914, -94.551276147)",N,233,3,7,95
140007661,02/02/2014 12:00:00 AM,13:01,02/02/2014 12:00:00 AM,12:20,,,630,23C,Stealing Shoplifting,343,5000  E LINWOOD BL,KANSAS CITY,64127,PJ2527,EPD,U,1,VIC,,,,"5000 E LINWOOD
BL KANSAS CITY 64127
(39.06745235, -94.526703527)",N,208,3,7,36
140046691,07/05/2014 12:00:00 AM,11:01,07/05/2014 12:00:00 AM,10:41,,,901,200,Arson,322,2200  DENVER AV,KANSAS CITY,64127,PJ1889,EPD,U,1,VIC,,,,"2200 DENVER AV
KANSAS CITY 64127
(39.085094303, -94.522147566)",N,17,3,7,95
140017634,03/16/2014 12:00:00 AM,21:16,03/16/2014 12:00:00 AM,20:42,,,901,200,Arson,321,3100  PEERY AV,KANSAS CITY,64127,PJ1102,EPD,U,1,SUS,U,U,,"3100 PEERY AV
KANSAS CITY 64127
(39.099577473, -94.54585927)",N,109,3,7,95
140015676,03/09/2014 12:00:00 AM,12:33,03/09/2014 12:00:00 AM,6:15,,,690,23H,Stealing All Other,323,2500  COLLEGE AV,KANSAS CITY,64127,PJ2116,EPD,N,1,SUS,B,M,32,"2500 COLLEGE AV
KANSAS CITY 64127
(39.080372392, -94.544475379)",N,233,3,7,95
140033957,05/18/2014 12:00:00 AM,19:35,05/18/2014 12:00:00 AM,19:20,,,301,120,Strong Arm Robbery,999,4500  CLEVELAND AV,KANSAS CITY,64127,PWX001,OSPD,N,1,VIC,B,M,55,"4500 CLEVELAND AV
KANSAS CITY 64127
(39.133099163, -94.684370685)",N,,,5,88
140007107,01/31/2014 12:00:00 AM,1:41,01/31/2014 12:00:00 AM,1:30,,,302,120,Armed Robbery,122,1100  EUCLID AV,KANSAS CITY,64127,PJ1067,CPD,N,1,SUS,B,M,,"1100 EUCLID AV
KANSAS CITY 64127
(39.100213222, -94.558315588)",Y,100,3,7,95
140016972,03/14/2014 12:00:00 AM,10:30,03/10/2014 12:00:00 AM,12:00,03/14/2014 12:00:00 AM,10:30,702,240,Auto Theft,322,4300  E TRUMAN RD,KANSAS CITY,64127,PJ1444,EPD,U,1,SUS,U,U,,"4300 E TRUMAN RD
KANSAS CITY 64127
(39.094022478, -94.531888869)",N,17,3,7,95
140076578,10/22/2014 12:00:00 AM,17:19,10/11/2014 12:00:00 AM,19:00,,,302,120,Armed Robbery,324,2400  POPLAR AV,KANSAS CITY,64127,PJ2092,EPD,N,1,VIC,W,M,30,"2400 POPLAR AV
KANSAS CITY 64127
(39.081923531, -94.525575065)",Y,107,3,7,95
140043663,06/24/2014 12:00:00 AM,1:24,06/24/2014 12:00:00 AM,1:24,,,2402,90C,Disorderly Conduct,322,2000  LISTER AV,KANSAS CITY,64127,PJ1790,EPD,U,2,VIC,W,M,39,"2000 LISTER AV
KANSAS CITY 64127
(39.086992251, -94.527465395)",N,17,3,7,95
140090362,12/17/2014 12:00:00 AM,18:12,12/17/2014 12:00:00 AM,18:12,12/17/2014 12:00:00 AM,18:46,630,23C,Stealing Shoplifting,342,4100  STERLING AV,KANSAS CITY,64127,PJ3493,EPD,U,1,SUS,B,M,,"4100 STERLING AV
KANSAS CITY 64127
(39.046973509, -94.447662062)",N,37,3,7,37
140077991,10/27/2014 12:00:00 AM,21:08,10/06/2014 12:00:00 AM,15:00,10/27/2014 12:00:00 AM,21:13,670,23D,Stealing from Buildi,324,5000  E 24 ST,KANSAS CITY,64127,PJ1969,EPD,N,1,VIC,W,M,35,"5000 E 24 ST
KANSAS CITY 64127
(39.082028221, -94.524406087)",N,107,3,7,95
