"a_employee_number","e_gender","a_activity_status","a_location_primary","a_job_class_code","a_pay_type","a_location","a_bargain_unit","jb_job_calc_code","a_position_code","s_days_per_year","s_period_hours","s_hours_per_day","s_pay_periods","s_frequency","s_pay_scale","a_salary_annual","s_period_salary","s_daily_rate","s_hourly_rate","a_org","a_object","s_d_proj","s_start_date","s_end_date","s_reference_salary","a_base_pay","s_salary_job_pay","s_line_pay_amount","s_daily_rate_jb","s_hourly_rate_jp","s_status","s_emp_pay_type","s_hours_per_year","s_days_per_period","a_job_class_descsh","a_job_class_desc","jb_status","jb_pay_basis","jb_hrs_per_day","jb_hrs_per_yr","jb_employee_type","a_bargain_desc_sh","a_bargain_desc","a_location_desc_sh","a_location_desc","s_inactive","s_fulltime_percent","ch_calendar_code","s_work_start_date","s_work_end_date"
"1416","Female","A","23","1317","100","23","1000","32","131700006","260.00","81.25","7.50","24.0000","S","A","57873.66","2411.40","222.5910","29.6788","15531031","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","57873.66","Y","57873.66","2411.40","222.5910","29.6788","1",,"1950.00","10.83","OFF AST II","OFFICE ASSISTANT II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1417","Female","A","25","1319","100","25","1000","32","131900005","260.00","81.25","7.50","24.0000","S","A","62325.23","2596.88","239.7124","31.9617","01251051","400003",,"2018-02-20T00:00:00.000","9999-12-31T00:00:00.000","62325.23","Y","62325.23","2596.88","239.7124","31.9617","1",,"1950.00","10.83","OFFCE SPEC","OFFICE SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","COMM SRV","COMMUNITY SERVICES","A","1.0000",,"2018-02-20T00:00:00.000","9999-12-31T00:00:00.000"
"1425","Male","A","23","1105","100","23","1000","32","110500002","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01235031","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","1",,"2080.00","10.83","CB EQ MEC","COMB. EQUIPMENT MECHANIC",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1428","Female","A","24","1280","100","24","1000","32","128000002","260.00","81.25","7.50","24.0000","S","A","45518.79","1896.62","175.0723","23.3430","01241055","400003",,"2019-11-16T00:00:00.000","9999-12-31T00:00:00.000","45518.79","Y","45518.79","1896.62","175.0723","23.3430","4",,"1950.00","10.83","LIB AST I","LIBRARY ASSISTANT I",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","LIBRARY","LIBRARY","A","1.0000",,"2019-11-16T00:00:00.000","9999-12-31T00:00:00.000"
"1436","Female","A","19","1770","101","19","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","16.6448","01191021","400006",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","16.6448","10",,"0.00","0.00","SCL CRSG G","SCHOOL CROSSING GRD G/IIB",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","POLICE","POLICE","A","0.4000",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"1442","Male","A","23","1085","100","23","1000","32","108500001","260.00","86.67","8.00","24.0000","S","A","77004.60","3208.53","296.1715","37.0214","01232331","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77004.60","Y","77004.60","3208.53","296.1715","37.0214","1",,"2080.00","10.83","CARPENTER","CARPENTER",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1453","Male","A","19","5005","100","19","5000","32","500500022","260.00","86.67","8.00","24.0000","S","A","138229.88","5759.58","531.6534","66.4567","01191021","400004",,"2008-08-20T00:00:00.000","9999-12-31T00:00:00.000","138229.88","Y","138229.88","5759.58","531.6534","66.4567","1",,"2080.00","10.83","POL SERGEA","POLICE SERGEANT",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-08-20T00:00:00.000","9999-12-31T00:00:00.000"
"1454","Male","A","19","5000","100","19","5000","32","500000112","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2007-07-01T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2007-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1476","Female","A","24","1379","100","24","1000","32","137900002","260.00","81.25","7.50","24.0000","S","A","65056.25","2710.68","250.2163","33.3622","01243055","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","51884.00","Y","65056.25","2710.68","250.2163","33.3622","1",,"1950.00","10.83","VOL TUTR L","VOL TUTOR / LEARNER COORDINATR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","LIBRARY","LIBRARY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1491","Female","A","14","1147","100","14","1000","32","114700001","260.00","81.25","7.50","24.0000","S","A","90660.00","3777.50","348.6923","46.4923","01141013","400003",,"2015-03-16T00:00:00.000","9999-12-31T00:00:00.000","90660.00","Y","90660.00","3777.50","348.6923","46.4923","1",,"1950.00","10.83","DP CTY CLK","DEPUTY CITY CLERK",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","CITY CLERK","CITY CLERK","A","1.0000",,"2015-03-16T00:00:00.000","9999-12-31T00:00:00.000"
"1503","Female","A","25","1665","101","25","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","22.2995","01253251","400006",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","22.2995","9",,"0.00","0.00","REC PRG SP","RECREATION PGM SPEC G/IIA",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.4000",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"1511","Male","A","36","2205","100","36","2000","32","220500003","260.00","81.25","7.50","24.0000","S","A","117971.57","4915.48","453.7368","60.4982","01369065","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","117971.57","Y","117971.57","4915.48","453.7368","60.4982","1",,"1950.00","10.83","D/P MGR II","DEVELOPMENT PROJECT MANAGER II",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","ECO PROGRM","ECONOMIC DEVELOPMENT PROGRM","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1527","Male","A","19","2140","100","19","2000","32","214000001","260.00","81.25","7.50","24.0000","S","A","93691.98","3903.83","360.3538","48.0472","01197021","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","93691.98","Y","93691.98","3903.83","360.3538","48.0472","4",,"1950.00","10.83","COM SFT SU","COMM SHIFT SUPERVISOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","POLICE","POLICE","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1552","Female","A","25","2465","100","25","2000","32","246500007","260.00","81.25","7.50","24.0000","S","A","103878.84","4328.29","399.5340","53.2712","01251051","400002",,"2019-11-01T00:00:00.000","9999-12-31T00:00:00.000","103878.84","Y","103878.84","4328.29","399.5340","53.2712","1",,"1950.00","10.83","SR ACCNT","SENIOR ACCOUNTANT",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","COMM SRV","COMMUNITY SERVICES","A","1.0000",,"2019-11-01T00:00:00.000","9999-12-31T00:00:00.000"
"1558","Male","A","19","5000","100","19","5000","32","500000063","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000"
"1568","Female","A","16","1339","100","16","1000","32","133900003","260.00","81.25","7.50","24.0000","S","A","70471.59","2936.32","271.0446","36.1393","15063619","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","70471.59","Y","70471.59","2936.32","271.0446","36.1393","1",,"1950.00","10.83","PERM TE II","PERMIT TECHNICIAN II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1569","Male","A","26","2321","100","26","2000","32","232100001","260.00","81.25","7.50","24.0000","S","A","141132.00","5880.50","542.8154","72.3754","01261017","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","141132.00","Y","141132.00","5880.50","542.8154","72.3754","1",,"1950.00","10.83","NETSYSSECO","NETWORK & SYSTEMS SECURITY OFI",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1575","Male","A","23","1307","100","23","1000","32","130700004","260.00","86.67","8.00","24.0000","S","A","55141.57","2297.57","212.0830","26.5104","01237031","400003",,"2008-09-04T00:00:00.000","9999-12-31T00:00:00.000","55141.57","Y","55141.57","2297.57","212.0830","26.5104","1",,"2080.00","10.83","MNT WKR I","MAINTENANCE WORKER I",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-09-04T00:00:00.000","9999-12-31T00:00:00.000"
"1581","Male","A","23","1307","100","23","1000","32","130700006","260.00","86.67","8.00","24.0000","S","A","55141.57","2297.57","212.0830","26.5104","01234531","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","55141.57","Y","55141.57","2297.57","212.0830","26.5104","1",,"2080.00","10.83","MNT WKR I","MAINTENANCE WORKER I",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1587","Male","A","19","5000","100","19","5000","32","500000031","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2012-01-01T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2012-01-01T00:00:00.000","9999-12-31T00:00:00.000"
"1595","Female","A","20","3015","100","20","3000","32","301500015","242.67","121.33","12.00","24.0000","S","A","122522.41","5105.10","504.8931","42.0744","01202022","400005",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000","122522.41","Y","122522.41","5105.10","504.8931","42.0744","1",,"2912.00","10.11","FIRE FIGHT","FIRE FIGHTER",,,"0.00","0.00",,"LOC 188","FIRE LOCAL 188","FIRE","FIRE","A","1.0000",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000"
"1598","Male","A","20","3500","100","20","3500","32","350000003","260.00","86.67","8.00","24.0000","S","A","159828.63","6659.53","614.7255","76.8407","01205022","400005",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000","159828.63","Y","159828.63","6659.53","614.7255","76.8407","1",,"2080.00","11.00","BAT CHF","BATTALION CHIEF",,,"0.00","0.00",,"FRE MNGMNT","RICHMOND FIRE MANAGEMENT","FIRE","FIRE","A","1.0000",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000"
"1599","Female","A","16","1100","100","16","1000","32","110000005","260.00","81.25","7.50","24.0000","S","A","88159.01","3673.29","339.0731","45.2097","01163019","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","88159.01","Y","88159.01","3673.29","339.0731","45.2097","1",,"1950.00","10.83","CDE OFF II","CODE ENFORCEMENT OFFICER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1603","Female","A","23","2032","100","23","2000","32","203200005","260.00","81.25","7.50","24.0000","S","A","92206.86","3841.95","354.6418","47.2856","01231031","400002",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000","92206.86","Y","92206.86","3841.95","354.6418","47.2856","1",,"1950.00","10.83","ASSOC ANAL","ASSOCIATE ADMIN ANALYST",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-08-01T00:00:00.000","9999-12-31T00:00:00.000"
"1606","Male","A","19","5000","100","19","5000","32","500000043","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2008-04-14T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-04-14T00:00:00.000","9999-12-31T00:00:00.000"
"1607","Male","A","19","5000","100","19","5000","32","500000018","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2008-06-10T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-06-10T00:00:00.000","9999-12-31T00:00:00.000"
"1617","Male","A","26","2076","100","26","2000","32","207600001","260.00","81.25","7.50","24.0000","S","A","146196.00","6091.50","562.2923","74.9723",,,,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","146196.00","Y","146196.00","6091.50","562.2923","74.9723","1",,"1950.00","10.83","IT MGR","INFORMATION TECHNOLOGY MGR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1622","Male","A","26","1151","100","26","1000","32","115100001","260.00","81.25","7.50","24.0000","S","A","57952.20","2414.68","222.8931","29.7191","01263090","400003",,"2013-08-08T00:00:00.000","9999-12-31T00:00:00.000","57952.20","Y","57952.20","2414.68","222.8931","29.7191","1",,"1950.00","10.83","DUP MAIL S","DUPLICATING MAIL SPECIALIST II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2013-08-08T00:00:00.000","9999-12-31T00:00:00.000"
"1623","Female","A","19","1347","100","19","1000","32","134700010","260.00","81.25","7.50","24.0000","S","A","62325.23","2596.88","239.7124","31.9617","01191021","400003",,"2013-05-19T00:00:00.000","9999-12-31T00:00:00.000","62325.23","Y","62325.23","2596.88","239.7124","31.9617","1",,"1950.00","10.83","POL RCD SP","POLICE RECORDS SPECIALIST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","POLICE","POLICE","A","1.0000",,"2013-05-19T00:00:00.000","9999-12-31T00:00:00.000"
"1637","Male","A","26","2260","100","26","2000","32","226000001","260.00","81.25","7.50","24.0000","S","A","125419.44","5225.81","482.3825","64.3177","01262217","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","125419.44","Y","125419.44","5225.81","482.3825","64.3177","1",,"1950.00","10.83","GIS ADMIN","GIS ADMINISTRATOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1658","Male","A","27","2230","100","27","2000","32","223000002","260.00","81.25","7.50","24.0000","S","A","96825.58","4034.40","372.4061","49.6541","12579541","400002",,"2009-10-15T00:00:00.000","9999-12-31T00:00:00.000","96825.58","Y","96825.58","4034.40","372.4061","49.6541","1",,"1950.00","10.83","EMP PGM MG","EMPLOYMENT PROGRAM MANAGER",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","EMPL & TRN","EMPLOYMENT AND TRAINING","A","1.0000",,"2009-10-15T00:00:00.000","9999-12-31T00:00:00.000"
"1662","Male","A","26","1080","100","26","1000","32","108000002","260.00","81.25","7.50","24.0000","S","A","46948.51","1956.19","180.5712","24.0762","40864181","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","46948.51","Y","46948.51","1956.19","180.5712","24.0762","1",,"1950.00","10.83","CBL TV PD","CABLE TV PROD SUPPORT ASST",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","IT","INFORMATION TECHNOLOGY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1680","Male","A","19","5005","100","19","5000","32","500500012","260.00","86.67","8.00","24.0000","S","A","138229.88","5759.58","531.6534","66.4567","01191021","400004",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000","138229.88","Y","138229.88","5759.58","531.6534","66.4567","1",,"2080.00","10.83","POL SERGEA","POLICE SERGEANT",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000"
"1699","Female","A","19","5000","100","19","5000","32","500000150","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2021-02-02T00:00:00.000","9999-12-31T00:00:00.000"
"1731","Female","A","19","5505","100","19","5500","32","550500003","260.00","86.67","8.00","24.0000","S","A","156834.29","6534.76","603.2088","75.4011","01191021","400004",,"2017-10-15T00:00:00.000","9999-12-31T00:00:00.000","156834.29","Y","156834.29","6534.76","603.2088","75.4011","1",,"2080.00","10.83","POL LIEUTN","POLICE LIEUTENANT",,,"0.00","0.00",,"RPMA","RICHMOND POLICE MGMT ASSOC","POLICE","POLICE","A","1.0000",,"2008-01-01T00:00:00.000","9999-12-31T00:00:00.000"
"1734","Female","A","25","1570","101","25","1500","01","157000001","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","23.4119","01254851","400008",,"2010-06-13T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","23.4119","7",,"0.00","0.00","REC PRG SP","RECREATION PROGRAM SPECIALIST",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","COMM SRV","COMMUNITY SERVICES","A","0.8000",,"2018-07-02T00:00:00.000","9999-12-31T00:00:00.000"
"1735","Male","A","16","1100","100","16","1000","32","110000007","260.00","81.25","7.50","24.0000","S","A","80163.38","3340.14","308.3207","41.1094","01163019","400003",,"2017-11-01T00:00:00.000","9999-12-31T00:00:00.000","80163.38","Y","80163.38","3340.14","308.3207","41.1094","1",,"1950.00","10.83","CDE OFF II","CODE ENFORCEMENT OFFICER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2010-01-04T00:00:00.000","9999-12-31T00:00:00.000"
"1739","Female","A","36","4044","100","36","4000","32","404400001","260.00","81.25","7.50","24.0000","S","A","218993.52","9124.73","842.2828","112.3044",,,,"2010-09-22T00:00:00.000","9999-12-31T00:00:00.000","218993.52","Y","218993.52","9124.73","842.2828","112.3044","1",,"1950.00","10.83","DP CTY MGR","DEPUTY CITY MANAGER",,"S","7.50","1950.00",,"EXE MNGMNT","EXECUTIVE MANAGEMENT","ECO PROGRM","ECONOMIC DEVELOPMENT PROGRM","A","1.0000",,"2010-09-22T00:00:00.000","9999-12-31T00:00:00.000"
"1749","Female","A","38","4120","100","38","4000","32","412000006","260.00","81.25","7.50","24.0000","S","A","131028.74","5459.53","503.9567","67.1942",,,,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","131028.74","Y","131028.74","5459.53","503.9567","67.1942","1",,"1950.00","10.83","PRO MAN II","PROJECT MANAGER II",,"S","7.50","1950.00",,"EXE MNGMNT","EXECUTIVE MANAGEMENT","TRANSOPERN","TRANSPORTATION OPERATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1751","Male","A","23","1155","100","23","1000","32","115500004","260.00","86.67","8.00","24.0000","S","A","80871.34","3369.64","311.0436","38.8805","01232531","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","80871.34","Y","80871.34","3369.64","311.0436","38.8805","1",,"2080.00","10.83","ELECTRICIA","ELECTRICIAN",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1758","Female","A","16","1100","100","16","1000","32","110000001","260.00","81.25","7.50","24.0000","S","A","88159.01","3673.29","339.0731","45.2097","01163019","400003",,"2008-12-15T00:00:00.000","9999-12-31T00:00:00.000","88159.01","Y","88159.01","3673.29","339.0731","45.2097","1",,"1950.00","10.83","CDE OFF II","CODE ENFORCEMENT OFFICER II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-12-15T00:00:00.000","9999-12-31T00:00:00.000"
"1762","Male","A","16","1359","100","16","1000","32","135900002","260.00","81.25","7.50","24.0000","S","A","102926.48","4288.60","395.8711","52.7828","15063619","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","102926.48","Y","102926.48","4288.60","395.8711","52.7828","1",,"1950.00","10.83","SR BLD INS","SENIOR BUILDING INSPECTOR",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1765","Male","A","19","5000","100","19","5000","32","500000032","260.00","86.67","8.00","24.0000","S","A","116010.62","4833.78","446.1947","55.7743","01191021","400004",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000","116010.62","Y","116010.62","4833.78","446.1947","55.7743","1",,"2080.00","10.83","POL OFFICE","POLICE OFFICER",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000"
"1767","Female","A","19","1770","101","19","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","16.6448","01191021","400006",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","16.6448","10",,"0.00","0.00","SCL CRSG G","SCHOOL CROSSING GRD G/IIB",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","POLICE","POLICE","A","0.4000",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"1769","Male","A","19","1770","101","19","1500","01","0","0.00","0.00","0.00","24.0000","S","H","0.00","0.00","0.0000","16.6448","01191021","400006",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000","0.00","Y","0.00","0.00","0.0000","16.6448","10",,"0.00","0.00","SCL CRSG G","SCHOOL CROSSING GRD G/IIB",,,"0.00","0.00",,"LOC 1021PT","SEIU LOCAL 1021 PART-TIME","POLICE","POLICE","A","0.4000",,"2008-10-23T00:00:00.000","9999-12-31T00:00:00.000"
"1779","Female","A","24","1200","100","24","1000","32","120000002","260.00","81.25","7.50","24.0000","S","A","77326.21","3221.93","297.4085","39.6545","01241055","400003",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","77326.21","Y","77326.21","3221.93","297.4085","39.6545","1",,"1950.00","10.83","EXE SEC II","EXECUTIVE SECRETARY II",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","LIBRARY","LIBRARY","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1781","Female","A","16","2510","100","16","2000","32","251000001","260.00","81.25","7.50","24.0000","S","A","103878.84","4328.29","399.5340","53.2712","15061219","400002",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","103878.84","Y","103878.84","4328.29","399.5340","53.2712","1",,"1950.00","10.83","SEN PLNR","SENIOR PLANNER",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PLAN/BLDG","PLANNING & BUILDING REGULATION","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1790","Female","A","11","6000","100","11","6000","21","600000003","260.00","40.00","8.00","24.0000","S","S","16830.00","701.25","64.7308","17.5313","01115011","400007",,"2021-01-12T00:00:00.000","9999-12-31T00:00:00.000","16830.00","Y","16830.00","701.25","64.7308","17.5313","1",,"2080.00","0.00","COUNCILMBR","COUNCILMEMBER",,"S","8.00","2080.00",,"CTY COUL","CITY COUNCIL","CITY CNCL","CITY COUNCIL","A","1.0000",,"2021-01-12T00:00:00.000","9999-12-31T00:00:00.000"
"1799","Female","A","14","1147","100","14","1000","32","114700002","260.00","81.25","7.50","24.0000","S","A","90660.00","3777.50","348.6923","46.4923","01141013","400003",,"2008-11-06T00:00:00.000","9999-12-31T00:00:00.000","90660.00","Y","90660.00","3777.50","348.6923","46.4923","1",,"1950.00","10.83","DP CTY CLK","DEPUTY CITY CLERK",,,"0.00","0.00",,"LOC 1021","SEIU LOCAL 1021","CITY CLERK","CITY CLERK","A","1.0000",,"2008-11-06T00:00:00.000","9999-12-31T00:00:00.000"
"1800","Male","A","23","2350","100","23","2000","32","235000002","260.00","86.67","8.00","24.0000","S","A","87596.62","3649.86","336.9101","42.1138",,,,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000","87596.62","Y","87596.62","3649.86","336.9101","42.1138","1",,"2080.00","10.83","PRKS SUPV","PARKS SUPERVISOR",,,"0.00","0.00",,"LOC 21","IFPTE LOCAL 21","PW","PUBLIC WORKS DEPARTMENT","A","1.0000",,"2008-07-01T00:00:00.000","9999-12-31T00:00:00.000"
"1805","Male","A","19","5005","100","19","5000","32","500500019","260.00","86.67","8.00","24.0000","S","A","125292.30","5220.51","481.8935","60.2367","01191021","400004",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000","125292.30","Y","125292.30","5220.51","481.8935","60.2367","4",,"2080.00","10.83","POL SERGEA","POLICE SERGEANT",,,"0.00","0.00",,"RPOA","RICHMOND POLICE OFFICERS ASSOC","POLICE","POLICE","A","1.0000",,"2008-01-16T00:00:00.000","9999-12-31T00:00:00.000"
