"code","plan","zip","polno","medicare_select","age","gender","smoking","annual_rate","riskclass"
"28207","A","63005","APPLANAM(17)-MO-T","false","64 and Under","F","NS","1327.68","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","64 and Under","F","S","1327.68","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","64 and Under","M","NS","1327.68","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","64 and Under","M","S","1327.68","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","65","F","NS","1409.52","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","65","F","S","1578.72","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","65","M","NS","1558.92","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","65","M","S","1746","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","66","F","NS","1542.6","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","66","F","S","1727.76","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","66","M","NS","1705.8","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","66","M","S","1910.52","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","67","F","NS","1575.96","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","67","F","S","1765.08","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","67","M","NS","1742.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","67","M","S","1951.44","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","68","F","NS","1613.88","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","68","F","S","1807.56","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","68","M","NS","1784.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","68","M","S","1998.48","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","69","F","NS","1654.32","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","69","F","S","1852.8","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","69","M","NS","1829.04","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","69","M","S","2048.52","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","70","F","NS","1697.76","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","70","F","S","1901.52","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","70","M","NS","1877.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","70","M","S","2102.64","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","71","F","NS","1739.04","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","71","F","S","1947.72","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","71","M","NS","1922.88","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","71","M","S","2153.64","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","72","F","NS","1778.64","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","72","F","S","1992.12","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","72","M","NS","1966.56","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","72","M","S","2202.6","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","73","F","NS","1813.56","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","73","F","S","2031.24","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","73","M","NS","2005.2","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","73","M","S","2245.8","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","74","F","NS","1849.08","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","74","F","S","2070.96","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","74","M","NS","2044.56","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","74","M","S","2289.96","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","75","F","NS","1882.08","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","75","F","S","2107.92","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","75","M","NS","2081.04","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","75","M","S","2330.76","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","76","F","NS","1916.16","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","76","F","S","2146.08","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","76","M","NS","2118.6","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","76","M","S","2372.88","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","77","F","NS","1950.72","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","77","F","S","2184.84","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","77","M","NS","2157","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","77","M","S","2415.84","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","78","F","NS","1980","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","78","F","S","2217.6","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","78","M","NS","2189.16","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","78","M","S","2451.84","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","79","F","NS","2007.36","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","79","F","S","2248.2","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","79","M","NS","2219.64","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","79","M","S","2486.04","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","80","F","NS","2036.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","80","F","S","2280.72","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","80","M","NS","2251.68","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","80","M","S","2521.92","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","81","F","NS","2064.84","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","81","F","S","2312.64","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","81","M","NS","2283","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","81","M","S","2556.96","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","82","F","NS","2093.04","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","82","F","S","2344.2","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","82","M","NS","2314.32","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","82","M","S","2592","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","83","F","NS","2118","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","83","F","S","2372.16","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","83","M","NS","2341.8","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","83","M","S","2622.84","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","84","F","NS","2141.64","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","84","F","S","2398.68","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","84","M","NS","2368.08","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","84","M","S","2652.24","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","85","F","NS","2164.8","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","85","F","S","2424.6","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","85","M","NS","2393.76","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","85","M","S","2681.04","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","86","F","NS","2189.16","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","86","F","S","2451.84","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","86","M","NS","2420.76","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","86","M","S","2711.28","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","87","F","NS","2213.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","87","F","S","2478.96","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","87","M","NS","2447.4","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","87","M","S","2741.04","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","88","F","NS","2254.56","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","88","F","S","2525.16","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","88","M","NS","2493","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","88","M","S","2792.16","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","89","F","NS","2287.68","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","89","F","S","2562.24","S"
"28207","A","63005","APPLANAM(17)-MO-T","false","89","M","NS","2529.48","P"
"28207","A","63005","APPLANAM(17)-MO-T","false","89","M","S","2832.96","S"
