"id","a_o_del_hecho","sexo_de_la_victima","grupo_de_edad_de_la_victima","mes_del_hecho","dia_del_hecho","departamento_del_hecho_dane","municipio_del_hecho_dane","lesion_fatal_de_causa_externa","estado"
"921","2017","Hombre","(00 a 04)","febrero","miércoles","Córdoba","San Carlos","Violenta - Muertes accidentales","Datos definitivos"
"922","2017","Hombre","(05 a 09)","febrero","miércoles","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
"923","2017","Hombre","(40 a 44)","marzo","miércoles","Córdoba","Sahagún","Violenta - Muertes accidentales","Datos definitivos"
"924","2017","Mujer","(30 a 34)","marzo","sábado","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
"925","2017","Hombre","(00 a 04)","abril","sábado","Antioquia","Necoclí","Violenta - Muertes accidentales","Datos definitivos"
"926","2017","Hombre","(15 a 17)","abril","lunes","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
"927","2017","Hombre","(20 a 24)","enero","jueves","Cundinamarca","Chía","Violenta - Muertes accidentales","Datos definitivos"
"928","2017","Hombre","(60 a 64)","marzo","lunes","Cundinamarca","Tibirita","Violenta - Muertes accidentales","Datos definitivos"
"929","2017","Mujer","(10 a 14)","marzo","domingo","Cundinamarca","Guasca","Violenta - Muertes accidentales","Datos definitivos"
"930","2017","Hombre","(65 a 69)","febrero","martes","Cundinamarca","Junín","Violenta - Muertes accidentales","Datos definitivos"
"931","2017","Mujer","(70 a 74)","febrero","martes","Cundinamarca","Gachetá","Violenta - Muertes accidentales","Datos definitivos"
"932","2017","Indeterminado","(50 a 54)","febrero","martes","Cundinamarca","Gachetá","Violenta - Muertes accidentales","Datos definitivos"
"933","2017","Indeterminado","(50 a 54)","febrero","martes","Cundinamarca","Gachetá","Violenta - Muertes accidentales","Datos definitivos"
"934","2017","Indeterminado","(50 a 54)","febrero","martes","Cundinamarca","Gachetá","Violenta - Muertes accidentales","Datos definitivos"
"935","2017","Hombre","(35 a 39)","enero","martes","Cundinamarca","Tenjo","Violenta - Muertes accidentales","Datos definitivos"
"936","2017","Hombre","(40 a 44)","marzo","sábado","Cundinamarca","Tenjo","Violenta - Muertes accidentales","Datos definitivos"
"937","2017","Hombre","(40 a 44)","marzo","miércoles","Cundinamarca","El Rosal","Violenta - Muertes accidentales","Datos definitivos"
"938","2017","Hombre","(55 a 59)","marzo","miércoles","Cundinamarca","Mosquera","Violenta - Muertes accidentales","Datos definitivos"
"939","2017","Hombre","(70 a 74)","abril","martes","Cundinamarca","Cota","Violenta - Muertes accidentales","Datos definitivos"
"940","2017","Hombre","(25 a 29)","abril","sábado","Boyacá","La Uvita","Violenta - Muertes accidentales","Datos definitivos"
"941","2017","Hombre","(80 y más)","marzo","viernes","Boyacá","El Cocuy","Violenta - Muertes accidentales","Datos definitivos"
"942","2017","Hombre","(45 a 49)","enero","sábado","Santander","Málaga","Violenta - Muertes accidentales","Datos definitivos"
"943","2017","Hombre","(30 a 34)","enero","lunes","Santander","Enciso","Violenta - Muertes accidentales","Datos definitivos"
"944","2017","Mujer","(65 a 69)","febrero","domingo","Santander","Guaca","Violenta - Muertes accidentales","Datos definitivos"
"945","2017","Hombre","(55 a 59)","marzo","sábado","Santander","Molagavita","Violenta - Muertes accidentales","Datos definitivos"
"946","2017","Hombre","(25 a 29)","marzo","miércoles","Antioquia","Mutatá","Violenta - Muertes accidentales","Datos definitivos"
"947","2017","Hombre","(10 a 14)","febrero","viernes","Antioquia","Necoclí","Violenta - Muertes accidentales","Datos definitivos"
"948","2017","Hombre","(70 a 74)","marzo","jueves","Antioquia","Necoclí","Violenta - Muertes accidentales","Datos definitivos"
"949","2017","Hombre","(35 a 39)","enero","domingo","Huila","Yaguará","Violenta - Muertes accidentales","Datos definitivos"
"950","2017","Hombre","(75 a 79)","enero","domingo","Huila","Gigante","Violenta - Muertes accidentales","Datos definitivos"
"951","2017","Hombre","(00 a 04)","enero","sábado","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"952","2017","Hombre","(80 y más)","enero","lunes","Huila","Campoalegre","Violenta - Muertes accidentales","Datos definitivos"
"953","2017","Mujer","(00 a 04)","enero","domingo","Huila","La Plata","Violenta - Muertes accidentales","Datos definitivos"
"954","2017","Hombre","(50 a 54)","enero","martes","Huila","Tello","Violenta - Muertes accidentales","Datos definitivos"
"955","2017","Hombre","(75 a 79)","enero","domingo","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"956","2017","Hombre","(20 a 24)","febrero","miércoles","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"957","2017","Hombre","(80 y más)","enero","martes","Huila","Guadalupe","Violenta - Muertes accidentales","Datos definitivos"
"958","2017","Hombre","(80 y más)","febrero","lunes","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"959","2017","Hombre","(40 a 44)","febrero","lunes","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"960","2017","Hombre","(70 a 74)","febrero","lunes","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"961","2017","Hombre","(80 y más)","marzo","viernes","Huila","Tesalia","Violenta - Muertes accidentales","Datos definitivos"
"962","2017","Hombre","(80 y más)","marzo","viernes","Huila","Rivera","Violenta - Muertes accidentales","Datos definitivos"
"963","2017","Hombre","(30 a 34)","marzo","sábado","Huila","Hobo","Violenta - Muertes accidentales","Datos definitivos"
"964","2017","Hombre","(60 a 64)","marzo","miércoles","Huila","Rivera","Violenta - Muertes accidentales","Datos definitivos"
"965","2017","Hombre","(25 a 29)","marzo","jueves","Huila","Teruel","Violenta - Muertes accidentales","Datos definitivos"
"966","2017","Hombre","(60 a 64)","abril","sábado","Tolima","Ataco","Violenta - Muertes accidentales","Datos definitivos"
"967","2017","Hombre","(25 a 29)","marzo","jueves","Huila","Teruel","Violenta - Muertes accidentales","Datos definitivos"
"968","2017","Hombre","(80 y más)","marzo","martes","Huila","Palermo","Violenta - Muertes accidentales","Datos definitivos"
"969","2017","Mujer","(70 a 74)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"970","2017","Mujer","(45 a 49)","abril","jueves","Huila","Santa María","Violenta - Muertes accidentales","Datos definitivos"
"971","2017","Mujer","(18 a 19)","marzo","jueves","Huila","Teruel","Violenta - Muertes accidentales","Datos definitivos"
"972","2017","Hombre","(30 a 34)","marzo","jueves","Huila","Teruel","Violenta - Muertes accidentales","Datos definitivos"
"973","2017","Hombre","(05 a 09)","abril","domingo","Huila","La Plata","Violenta - Muertes accidentales","Datos definitivos"
"974","2017","Hombre","(55 a 59)","abril","viernes","Huila","Algeciras","Violenta - Muertes accidentales","Datos definitivos"
"975","2017","Hombre","(60 a 64)","abril","domingo","Huila","Neiva","Violenta - Muertes accidentales","Datos definitivos"
"976","2017","Hombre","(55 a 59)","enero","martes","Norte de Santander","Ocaña","Violenta - Muertes accidentales","Datos definitivos"
"977","2017","Hombre","(40 a 44)","abril","domingo","Norte de Santander","Ocaña","Violenta - Muertes accidentales","Datos definitivos"
"978","2017","Mujer","(65 a 69)","abril","miércoles","Norte de Santander","Ábrego","Violenta - Muertes accidentales","Datos definitivos"
"979","2017","Mujer","(00 a 04)","marzo","martes","Norte de Santander","Villa Caro","Violenta - Muertes accidentales","Datos definitivos"
"980","2017","Hombre","(10 a 14)","enero","domingo","Putumayo","Orito","Violenta - Muertes accidentales","Datos definitivos"
"981","2017","Hombre","(25 a 29)","enero","miércoles","Valle del Cauca","Palmira","Violenta - Muertes accidentales","Datos definitivos"
"982","2017","Mujer","(35 a 39)","febrero","jueves","Valle del Cauca","Candelaria","Violenta - Muertes accidentales","Datos definitivos"
"983","2017","Hombre","(50 a 54)","marzo","domingo","Valle del Cauca","Florida","Violenta - Muertes accidentales","Datos definitivos"
"984","2017","Hombre","(65 a 69)","marzo","viernes","Valle del Cauca","Palmira","Violenta - Muertes accidentales","Datos definitivos"
"985","2017","Hombre","(35 a 39)","enero","jueves","Norte de Santander","Pamplona","Violenta - Muertes accidentales","Datos definitivos"
"986","2017","Hombre","(30 a 34)","marzo","lunes","Norte de Santander","Pamplona","Violenta - Muertes accidentales","Datos definitivos"
"987","2017","Hombre","(45 a 49)","enero","domingo","Norte de Santander","Silos","Violenta - Muertes accidentales","Datos definitivos"
"988","2017","Hombre","(60 a 64)","enero","domingo","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"989","2017","Hombre","(60 a 64)","enero","domingo","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"990","2017","Hombre","(20 a 24)","enero","martes","Nariño","Chachagüí","Violenta - Muertes accidentales","Datos definitivos"
"991","2017","Hombre","(20 a 24)","enero","miércoles","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"992","2017","Hombre","(55 a 59)","enero","viernes","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"993","2017","Hombre","(75 a 79)","enero","sábado","Nariño","San Andrés de Tumaco","Violenta - Muertes accidentales","Datos definitivos"
"994","2017","Hombre","(20 a 24)","enero","domingo","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"995","2017","Hombre","(80 y más)","enero","viernes","Nariño","Potosí","Violenta - Muertes accidentales","Datos definitivos"
"996","2017","Hombre","(75 a 79)","enero","miércoles","Putumayo","San Miguel","Violenta - Muertes accidentales","Datos definitivos"
"997","2017","Mujer","(80 y más)","enero","martes","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"998","2017","Mujer","(00 a 04)","enero","lunes","Putumayo","Villagarzón","Violenta - Muertes accidentales","Datos definitivos"
"999","2017","Mujer","(80 y más)","febrero","domingo","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
"1000","2017","Hombre","(30 a 34)","febrero","miércoles","Nariño","Pasto","Violenta - Muertes accidentales","Datos definitivos"
