"id","a_o_del_hecho","sexo_de_la_victima","grupo_de_edad_de_la_victima","mes_del_hecho","dia_del_hecho","departamento_del_hecho_dane","municipio_del_hecho_dane","lesion_fatal_de_causa_externa","estado"
"697","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"698","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"699","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"700","2017","Hombre","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"701","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"702","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"703","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"704","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"705","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"706","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"707","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"708","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"709","2017","Hombre","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"710","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"711","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"712","2017","Hombre","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"713","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"714","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"715","2017","Mujer","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"716","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"717","2017","Hombre","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"718","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"719","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"720","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"721","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"722","2017","Mujer","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"723","2017","Hombre","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"724","2017","Hombre","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"725","2017","Hombre","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"726","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"727","2017","Hombre","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"728","2017","Hombre","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"729","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"730","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"731","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"732","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"733","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"734","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"735","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"736","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"737","2017","Mujer","(70 a 74)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"738","2017","Mujer","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"739","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"740","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"741","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"742","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"743","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"744","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"745","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"746","2017","Hombre","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"747","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"748","2017","Mujer","(80 y más)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"749","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"750","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"751","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"752","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"753","2017","Hombre","(75 a 79)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"754","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"755","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"756","2017","Hombre","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"757","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"758","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"759","2017","Hombre","(70 a 74)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"760","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"761","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"762","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"763","2017","Hombre","(75 a 79)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"764","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"765","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"766","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"767","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"768","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"769","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"770","2017","Mujer","(80 y más)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"771","2017","Mujer","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"772","2017","Hombre","(75 a 79)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"773","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"774","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"775","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"776","2017","Hombre","(05 a 09)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"777","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"778","2017","Hombre","(00 a 04)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"779","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"780","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"781","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"782","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"783","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"784","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"785","2017","Hombre","(00 a 04)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"786","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"787","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"788","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"789","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"790","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"791","2017","Hombre","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"792","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"793","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"794","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"795","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"796","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"797","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"798","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"799","2017","Mujer","(10 a 14)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"800","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"801","2017","Mujer","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"802","2017","Hombre","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"803","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"804","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"805","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"806","2017","Hombre","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"807","2017","Mujer","(05 a 09)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"808","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"809","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"810","2017","Hombre","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"811","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"812","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"813","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"814","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"815","2017","Hombre","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"816","2017","Hombre","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"817","2017","Hombre","(45 a 49)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"818","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"819","2017","Mujer","(10 a 14)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"820","2017","Mujer","(75 a 79)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"821","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"822","2017","Hombre","(40 a 44)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"823","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"824","2017","Hombre","(80 y más)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"825","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"826","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"827","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"828","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"829","2017","Hombre","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"830","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"831","2017","Hombre","(05 a 09)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"832","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"833","2017","Hombre","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"834","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"835","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"836","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"837","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"838","2017","Hombre","(80 y más)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"839","2017","Hombre","(80 y más)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"840","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"841","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"842","2017","Hombre","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"843","2017","Mujer","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"844","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"845","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"846","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"847","2017","Hombre","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"848","2017","Mujer","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"849","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"850","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"851","2017","Hombre","(40 a 44)","abril","sábado","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"852","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"853","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"854","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"855","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"856","2017","Mujer","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"857","2017","Hombre","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"858","2017","Hombre","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"859","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"860","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"861","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"862","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"863","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"864","2017","Mujer","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"865","2017","Mujer","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"866","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"867","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"868","2017","Mujer","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"869","2017","Hombre","(45 a 49)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"870","2017","Mujer","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"871","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"872","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"873","2017","Mujer","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"874","2017","Hombre","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"875","2017","Mujer","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"876","2017","Hombre","(60 a 64)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"877","2017","Hombre","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"878","2017","Hombre","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"879","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"880","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"881","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"882","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"883","2017","Hombre","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"884","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"885","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"886","2017","Hombre","(35 a 39)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"887","2017","Mujer","(65 a 69)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"888","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"889","2017","Mujer","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"890","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"891","2017","Mujer","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"892","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"893","2017","Hombre","(70 a 74)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"894","2017","Hombre","(20 a 24)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"895","2017","Hombre","(30 a 34)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"896","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"897","2017","Hombre","(25 a 29)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"898","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"899","2017","Hombre","(05 a 09)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"900","2017","Mujer","(50 a 54)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"901","2017","Mujer","(18 a 19)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"902","2017","Hombre","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"903","2017","Mujer","(55 a 59)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"904","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"905","2017","Mujer","(40 a 44)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"906","2017","Hombre","(15 a 17)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"907","2017","Mujer","(00 a 04)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"908","2017","Hombre","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"909","2017","Hombre","(70 a 74)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"910","2017","Mujer","(10 a 14)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"911","2017","Mujer","(75 a 79)","marzo","viernes","Putumayo","Mocoa","Violenta - Muertes accidentales","Datos definitivos"
"912","2017","Hombre","(05 a 09)","enero","domingo","Córdoba","Montelíbano","Violenta - Muertes accidentales","Datos definitivos"
"913","2017","Hombre","(70 a 74)","febrero","jueves","Córdoba","Montelíbano","Violenta - Muertes accidentales","Datos definitivos"
"914","2017","Hombre","(10 a 14)","marzo","sábado","Córdoba","San José de Uré","Violenta - Muertes accidentales","Datos definitivos"
"915","2017","Hombre","(10 a 14)","enero","lunes","Antioquia","El Bagre","Violenta - Muertes accidentales","Datos definitivos"
"916","2017","Mujer","(00 a 04)","marzo","jueves","Antioquia","El Bagre","Violenta - Muertes accidentales","Datos definitivos"
"917","2017","Hombre","(18 a 19)","abril","jueves","Antioquia","El Bagre","Violenta - Muertes accidentales","Datos definitivos"
"918","2017","Hombre","(15 a 17)","enero","domingo","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
"919","2017","Hombre","(20 a 24)","enero","domingo","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
"920","2017","Hombre","(10 a 14)","enero","sábado","Córdoba","Montería","Violenta - Muertes accidentales","Datos definitivos"
