Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19098231,12/28/2019,10:05,12/28/2019,10:00,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,314,4600  E 9TH ST,KANSAS CITY,64124,PJ0906,EPD,Y,VIC,B,F,23,true,"4600  E 9TH ST
KANSAS CITY 64124
(39.101776, -94.528214)"
KC19098179,12/28/2019,2:55,12/28/2019,2:55,,,Assault (Aggravated),13A,Aggravated Assault,313,INDEPENDENCE AVE and MONROE AVE,KANSAS CITY,,PJ0623,EPD,N,VIC,,F,28,true,"INDEPENDENCE AVE and MONROE AVE
KANSAS CITY
(39.10589, -94.538769)"
KC19098184,12/28/2019,4:09,12/28/2019,3:50,12/28/2019,4:50,Assault (Aggravated),13A,Aggravated Assault,323,1800  KANSAS AVE,KANSAS CITY,64126,PJ1693,EPD,N,VIC,B,M,55,false,"1800  KANSAS AVE
KANSAS CITY 64126
(39.090116, -94.548383)"
KC19098086,12/27/2019,12:52,12/27/2019,18:15,,,Assault (Aggravated),13A,Aggravated Assault,315,400  N LAWNDALE AVE,KANSAS CITY,,PJ0199,EPD,N,VIC,W,M,52,true,"400  N LAWNDALE AVE
KANSAS CITY
(39.112582, -94.515179)"
KC19098093,12/27/2019,18:14,12/27/2019,18:14,,,Assault (Aggravated),13A,Aggravated Assault,999,9900  UNKNOWN ST,KANSAS CITY,64111,,CPD,N,VIC,W,M,32,false,
KC19098086,12/27/2019,12:52,12/27/2019,18:15,,,Assault (Aggravated),13A,Aggravated Assault,315,400  N LAWNDALE AVE,KANSAS CITY,,PJ0199,EPD,N,VIC,W,F,20,true,"400  N LAWNDALE AVE
KANSAS CITY
(39.112582, -94.515179)"
KC19097915,12/27/2019,2:43,12/27/2019,2:30,,,Assault (Aggravated),13A,Aggravated Assault,121,E 5TH ST and CAMPBELL ST,KANSAS CITY,64106,PJ0452,CPD,N,VIC,W,F,30,true,
KC19097768,12/26/2019,12:49,12/26/2019,12:49,,,Assault (Aggravated),13A,Aggravated Assault,211,5600  SWOPE PKWY,KANSAS CITY,64130,,MPD,N,VIC,B,F,45,true,"5600  SWOPE PKWY
KANSAS CITY 64130
(39.02423, -94.54158)"
KC19097706,12/26/2019,8:29,12/26/2019,8:29,,,Assault (Aggravated),13A,Aggravated Assault,314,E 10 ST and INDIANA AVE,KANSAS CITY,,,EPD,N,VIC,W,M,38,false,"E 10 ST and INDIANA AVE
KANSAS CITY
(39.100941, -94.542062)"
KC19097875,12/26/2019,20:18,12/26/2019,20:18,,,Assault (Aggravated),13A,Aggravated Assault,315,5700  SCARRITT AVE,KANSAS CITY,,PJ0247,EPD,N,VIC,B,F,22,true,"5700  SCARRITT AVE
KANSAS CITY
(39.114149, -94.514891)"
KC19097672,12/26/2019,2:09,12/26/2019,2:09,,,Assault (Aggravated),13A,Aggravated Assault,333,4200  AGNES AVE,KANSAS CITY,64130,,EPD,N,VIC,W,M,59,true,"4200  AGNES AVE
KANSAS CITY 64130
(39.049743, -94.549279)"
KC19097875,12/26/2019,20:18,12/26/2019,20:18,,,Assault (Aggravated),13A,Aggravated Assault,315,5700  SCARRITT AVE,KANSAS CITY,,PJ0247,EPD,N,VIC,B,F,18,true,"5700  SCARRITT AVE
KANSAS CITY
(39.114149, -94.514891)"
KC19097672,12/26/2019,2:09,12/26/2019,2:09,,,Assault (Aggravated),13A,Aggravated Assault,333,4200  AGNES AVE,KANSAS CITY,64130,,EPD,N,VIC,W,F,42,true,"4200  AGNES AVE
KANSAS CITY 64130
(39.049743, -94.549279)"
KC19097875,12/26/2019,20:18,12/26/2019,20:18,,,Assault (Aggravated),13A,Aggravated Assault,315,5700  SCARRITT AVE,KANSAS CITY,,PJ0247,EPD,N,VIC,B,M,18,true,"5700  SCARRITT AVE
KANSAS CITY
(39.114149, -94.514891)"
KC19097784,12/26/2019,13:21,12/26/2019,13:21,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,312,5800  PEERY AVE,KANSAS CITY,64124,PJ1160,EPD,Y,VIC,W,F,35,true,"5800  PEERY AVE
KANSAS CITY 64124
(39.098541, -94.514237)"
KC19097673,12/26/2019,2:47,12/26/2019,0:40,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,532,10700  EWING DR,KANSAS CITY,64134,PJ6973,SPD,Y,VIC,B,F,28,false,"10700  EWING DR
KANSAS CITY 64134
(38.930669, -94.5105)"
KC19097672,12/26/2019,2:09,12/26/2019,2:09,,,Assault (Aggravated),13A,Aggravated Assault,333,4200  AGNES AVE,KANSAS CITY,64130,,EPD,N,VIC,W,M,59,true,"4200  AGNES AVE
KANSAS CITY 64130
(39.049743, -94.549279)"
KC19097875,12/26/2019,20:18,12/26/2019,20:18,,,Assault (Aggravated),13A,Aggravated Assault,315,5700  SCARRITT AVE,KANSAS CITY,,PJ0247,EPD,N,VIC,B,M,45,true,"5700  SCARRITT AVE
KANSAS CITY
(39.114149, -94.514891)"
KC19097709,12/26/2019,7:57,12/21/2019,5:30,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,342,6000  E 31ST ST,KANSAS CITY,64129,PJ2564,EPD,Y,VIC,B,F,31,true,"6000  E 31ST ST
KANSAS CITY 64129
(39.068705, -94.51385)"
KC19097645,12/25/2019,20:36,12/25/2019,20:35,12/25/2019,20:35,Assault (Aggravated),13A,Aggravated Assault,212,6300  BLUE PKWY,KANSAS CITY,,PJ4111,MPD,N,VIC,B,F,,true,"6300  BLUE PKWY
KANSAS CITY
(39.032346, -94.513025)"
KC19097607,12/25/2019,16:29,12/25/2019,15:00,,,Assault (Aggravated),13A,Aggravated Assault,634,NE VIVION RD and N AGNES AVE,KANSAS CITY,64119,PC0820,SCP,N,VIC,W,M,21,true,
KC19097607,12/25/2019,16:29,12/25/2019,15:00,,,Assault (Aggravated),13A,Aggravated Assault,634,NE VIVION RD and N AGNES AVE,KANSAS CITY,64119,PC0820,SCP,N,VIC,W,F,20,true,
KC19097619,12/25/2019,18:09,12/25/2019,18:09,12/25/2019,19:31,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,221,5000  PASEO,KANSAS CITY,64110,PJ4012,MPD,Y,VIC,W,M,34,false,"5000  PASEO
KANSAS CITY 64110
(39.036395, -94.567796)"
KC19097659,12/25/2019,23:18,12/25/2019,23:18,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,322,1800  ELMWOOD AVE,KANSAS CITY,,PJ1646,EPD,Y,VIC,W,F,48,false,"1800  ELMWOOD AVE
KANSAS CITY
(39.089855, -94.529092)"
KC19097645,12/25/2019,20:36,12/25/2019,20:35,12/25/2019,20:35,Assault (Aggravated),13A,Aggravated Assault,212,6300  BLUE PKWY,KANSAS CITY,,PJ4111,MPD,N,VIC,B,M,24,true,"6300  BLUE PKWY
KANSAS CITY
(39.032346, -94.513025)"
KC19097360,12/24/2019,10:04,12/24/2019,10:04,,,Assault (Aggravated),13A,Aggravated Assault,142,3800  OLIVE ST,KANSAS CITY,64110,PJ3089,CPD,N,VIC,B,M,18,false,"3800  OLIVE ST
KANSAS CITY 64110
(39.057247, -94.555695)"
KC19097311,12/24/2019,2:10,12/24/2019,2:10,,,Assault (Aggravated),13A,Aggravated Assault,313,3400  GARNER AVE,KANSAS CITY,64127,PJ0474,EPD,N,VIC,B,M,40,true,"3400  GARNER AVE
KANSAS CITY 64127
(39.108705, -94.542124)"
KC19097486,12/24/2019,18:34,12/24/2019,18:34,,,Assault (Aggravated),13A,Aggravated Assault,221,4700  OAK ST,KANSAS CITY,64112,,MPD,N,VIC,W,M,26,false,"4700  OAK ST
KANSAS CITY 64112
(39.041069, -94.582361)"
KC19097434,12/24/2019,14:51,12/24/2019,14:51,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,144,4400  HIGHLAND AVE,KANSAS CITY,64110,PJ3566,CPD,Y,VIC,B,F,40,true,"4400  HIGHLAND AVE
KANSAS CITY 64110
(39.046698, -94.564532)"
KC19097386,12/24/2019,11:13,12/24/2019,11:10,,,Assault (Aggravated),13A,Aggravated Assault,212,7000  CLEVELAND AVE,KANSAS CITY,64132,PJ5364,MPD,N,VIC,B,M,32,true,"7000  CLEVELAND AVE
KANSAS CITY 64132
(38.999755, -94.542832)"
KC19097215,12/23/2019,15:46,12/23/2019,15:46,,,Assault (Aggravated),13A,Aggravated Assault,341,1600  WHITE AVE,KANSAS CITY,64126,PJ1518,EPD,N,VIC,W,M,26,true,"1600  WHITE AVE
KANSAS CITY 64126
(39.092108, -94.512506)"
KC19097066,12/23/2019,2:36,12/22/2019,23:00,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,534,3300  E 113TH TER,KANSAS CITY,64137,,SPD,Y,VIC,B,F,27,false,"3300  E 113TH TER
KANSAS CITY 64137
(38.920429, -94.55359)"
KC19097080,12/23/2019,6:49,12/23/2019,6:50,,,Assault (Aggravated),13A,Aggravated Assault,122,PASEO and I-70 HWY,KANSAS CITY,64106,,CPD,N,VIC,W,M,52,false,
KC19097224,12/23/2019,16:21,12/23/2019,16:21,,,Assault (Aggravated),13A,Aggravated Assault,544,9500  DITMAN WAY,KANSAS CITY,64134,PJ6569,SPD,N,VIC,W,M,41,true,"9500  DITMAN WAY
KANSAS CITY 64134
(38.950993, -94.487819)"
KC19097083,12/23/2019,7:48,12/23/2019,7:48,,,Assault (Aggravated),13A,Aggravated Assault,115,E 31ST ST and HARRISON ST,KANSAS CITY,64109,PJ2459,CPD,N,VIC,B,F,45,true,
KC19097215,12/23/2019,15:46,12/23/2019,15:46,,,Assault (Aggravated),13A,Aggravated Assault,341,1600  WHITE AVE,KANSAS CITY,64126,PJ1518,EPD,N,VIC,W,F,49,true,"1600  WHITE AVE
KANSAS CITY 64126
(39.092108, -94.512506)"
KC19097225,12/23/2019,16:30,12/23/2019,16:30,,,Assault (Aggravated),13A,Aggravated Assault,243,I 435 N and E GREGORY BLVD,KANSAS CITY,64132,,MPD,N,VIC,W,M,23,true,
KC19096861,12/22/2019,2:50,12/22/2019,1:48,,,Assault (Aggravated),13A,Aggravated Assault,534,11600  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7216,SPD,N,VIC,B,M,36,true,"11600  HICKMAN MILLS DR
KANSAS CITY 64134
(38.914139, -94.523842)"
KC19096861,12/22/2019,2:50,12/22/2019,1:48,,,Assault (Aggravated),13A,Aggravated Assault,534,11600  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7216,SPD,N,VIC,W,M,27,true,"11600  HICKMAN MILLS DR
KANSAS CITY 64134
(38.914139, -94.523842)"
KC19096877,12/22/2019,6:49,12/22/2019,6:15,,,Assault (Aggravated),13A,Aggravated Assault,635,7100  NE PARVIN RD,KANSAS CITY,64117,PC1130,SCP,N,VIC,W,M,35,true,"7100  NE PARVIN RD
KANSAS CITY 64117
(39.168919, -94.496877)"
KC19096956,12/22/2019,14:58,12/22/2019,14:45,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,631,3700  N ANTIOCH RD,KANSAS CITY,64117,PC1336,SCP,Y,VIC,W,M,50,false,"3700  N ANTIOCH RD
KANSAS CITY 64117
(39.161235, -94.54681)"
KC19096618,12/21/2019,0:38,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,341,6500  E 18TH ST,KANSAS CITY,64126,PJ1653,EPD,N,VIC,U,M,68,true,"6500  E 18TH ST
KANSAS CITY 64126
(39.088299, -94.506775)"
KC19096619,12/21/2019,1:10,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,544,E 87TH ST and S 350 HWY,KANSAS CITY,,,SPD,N,VIC,W,M,21,true,
KC19096718,12/21/2019,13:10,12/21/2019,12:30,12/21/2019,12:33,Assault (Aggravated),13A,Aggravated Assault,132,BALTIMORE BLVD and 39,KANSAS CITY,,,CPD,N,VIC,W,M,57,false,
KC19096618,12/21/2019,0:38,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,341,6500  E 18TH ST,KANSAS CITY,64126,PJ1653,EPD,N,VIC,U,F,61,true,"6500  E 18TH ST
KANSAS CITY 64126
(39.088299, -94.506775)"
KC19096618,12/21/2019,0:38,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,341,6500  E 18TH ST,KANSAS CITY,64126,PJ1653,EPD,N,VIC,U,M,30,true,"6500  E 18TH ST
KANSAS CITY 64126
(39.088299, -94.506775)"
KC19096618,12/21/2019,0:38,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,341,6500  E 18TH ST,KANSAS CITY,64126,PJ1653,EPD,N,VIC,U,F,33,true,"6500  E 18TH ST
KANSAS CITY 64126
(39.088299, -94.506775)"
KC19096619,12/21/2019,1:10,12/21/2019,0:38,,,Assault (Aggravated),13A,Aggravated Assault,544,E 87TH ST and S 350 HWY,KANSAS CITY,,,SPD,N,VIC,B,M,20,true,
KC19096523,12/20/2019,16:48,12/20/2019,16:48,,,Domestic Violence Assault (Non-Aggravated),13A,Aggravated Assault,223,5500  WABASH AVE,KANSAS CITY,64130,PJ4444,MPD,Y,VIC,W,F,47,false,"5500  WABASH AVE
KANSAS CITY 64130
(39.026405, -94.55635)"
KC19096525,12/20/2019,16:55,12/20/2019,16:55,,,Assault (Aggravated),13A,Aggravated Assault,334,4300  CLEVELAND AVE,KANSAS CITY,64130,PJ3533,EPD,N,VIC,B,M,,true,"4300  CLEVELAND AVE
KANSAS CITY 64130
(39.047493, -94.540165)"
KC19096372,12/20/2019,1:18,12/20/2019,1:15,,,Assault (Aggravated),13A,Aggravated Assault,413,5400  NW 64TH ST,KANSAS CITY,64151,PP0647,NPD,N,VIC,W,M,27,false,"5400  NW 64TH ST
KANSAS CITY 64151
(39.210515, -94.642078)"
KC19096598,12/20/2019,22:47,12/20/2019,22:47,,,Assault (Aggravated),13A,Aggravated Assault,345,10500  E 42ND ST,KANSAS CITY,64131,,EPD,N,VIC,W,M,29,true,"10500  E 42ND ST
KANSAS CITY 64131
(39.046537, -94.456239)"
KC19096364,12/19/2019,23:31,12/19/2019,23:31,,,Assault (Aggravated),13A,Aggravated Assault,124,E 35TH ST and PARK AVE,KANSAS CITY,64130,,CPD,N,VIC,B,M,35,true,"E 35TH ST and PARK AVE
KANSAS CITY 64130
(39.06274, -94.556682)"
KC19096165,12/19/2019,9:04,12/19/2019,9:00,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,311,3300  WINDSOR AVE,KANSAS CITY,64124,PJ0277,EPD,Y,VIC,W,F,60,false,"3300  WINDSOR AVE
KANSAS CITY 64124
(39.114267, -94.541879)"
KC19096222,12/19/2019,12:51,12/19/2019,12:50,,,Assault (Aggravated),13A,Aggravated Assault,631,3800  N CHERRY LN,KANAS CITY,64116,,SCP,N,VIC,W,F,19,true,"3800  N CHERRY LN
KANAS CITY 64116
(39.163478, -94.574354)"
KC19096093,12/18/2019,22:05,12/18/2019,22:05,12/18/2019,22:05,Assault (Aggravated),13A,Aggravated Assault,115,2300  HOLMES ST,KANSAS CITY,64108,PJ1938,CPD,N,VIC,W,M,62,true,"2300  HOLMES ST
KANSAS CITY 64108
(39.084583, -94.575809)"
KC19096098,12/18/2019,22:50,12/18/2019,22:50,,,Assault (Aggravated),13A,Aggravated Assault,241,6700  PROSPECT AVE,KANSAS CITY,64132,,MPD,Y,VIC,B,M,27,true,"6700  PROSPECT AVE
KANSAS CITY 64132
(39.005095, -94.556551)"
KC19095964,12/18/2019,14:18,12/18/2019,13:15,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,212,3800  E 62ND ST,KANSAS CITY,64130,PJ4876,MPD,Y,VIC,B,F,,false,"3800  E 62ND ST
KANSAS CITY 64130
(39.013575, -94.54109)"
KC19096098,12/18/2019,22:50,12/18/2019,22:50,,,Assault (Aggravated),13A,Aggravated Assault,241,6700  PROSPECT AVE,KANSAS CITY,64132,,MPD,N,VIC,B,M,19,true,"6700  PROSPECT AVE
KANSAS CITY 64132
(39.005095, -94.556551)"
KC19096087,12/18/2019,22:04,12/18/2019,22:00,12/18/2019,22:04,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,331,2700  BENTON BLVD,KANSAS CITY,64128,PJ2247,EPD,Y,VIC,B,M,35,false,"2700  BENTON BLVD
KANSAS CITY 64128
(39.076813, -94.549012)"
KC19096051,12/18/2019,18:44,12/18/2019,17:30,,,Assault (Aggravated),13A,Aggravated Assault,313,3500  INDEPENDENCE AVE,KANSAS CITY,64124,PJ0619,EPD,N,VIC,W,M,46,true,"3500  INDEPENDENCE AVE
KANSAS CITY 64124
(39.105933, -94.540295)"
KC19095840,12/18/2019,6:11,12/18/2019,6:11,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,123,1500  E 29TH ST,KANSAS CITY,64127,PJ2325,CPD,Y,VIC,B,F,52,false,"1500  E 29TH ST
KANSAS CITY 64127
(39.073885, -94.564843)"
KC19096096,12/18/2019,22:36,12/18/2019,22:25,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,545,11300  DONNELLY AVE,KANSAS CITY,64134,PJ7136,SPD,Y,VIC,B,F,,false,"11300  DONNELLY AVE
KANSAS CITY 64134
(38.918263, -94.494296)"
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,32,true,
KC19095535,12/17/2019,0:40,12/17/2019,0:40,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,632,3100  NE 37TH ST,KANSAS CITY,64117,,SCP,Y,VIC,W,F,26,false,"3100  NE 37TH ST
KANSAS CITY 64117
(39.161652, -94.543882)"
KC19095768,12/17/2019,19:31,12/17/2019,19:22,12/17/2019,19:23,Assault (Aggravated),13A,Aggravated Assault,313,3500  INDEPENDENCE AVE,KANSAS CITY,64123,PJ0619,EPD,N,VIC,W,M,35,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,W,M,58,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,51,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,,true,
KC19095803,12/17/2019,20:13,12/16/2019,20:30,12/16/2019,22:00,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,111,500  MADISON AVE,KANSAS CITY,64105,PJ0562,CPD,Y,VIC,W,F,41,false,"500  MADISON AVE
KANSAS CITY 64105
(39.107993, -94.595115)"
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,21,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,38,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,F,55,true,
KC19095649,12/17/2019,13:24,12/17/2019,12:43,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,241,E MEYER BLVD and SOUTH BENTON AVE,KANSAS CITY,64132,PJ5015,MPD,Y,VIC,B,F,21,true,
KC19095725,12/17/2019,16:42,12/17/2019,16:42,,,Murder,13A,Aggravated Assault,323,E 23RD ST and INDIANA AVE,KANSAS CITY,64127,PJ1868,EPD,N,VIC,B,M,59,true,
