"opendata_person_number","program_type_name","program_begin_date","program_end_date","program_status_name","successful_completion_value","sex","age_range","race_name","zipcode","unique_id"
"3806063","SUPV","2017-08-31T00:00:00.000","2020-08-28T00:00:00.000","Successful","1","M","25 to 34","White","80424","3806063SUPV318282020S1"
"1498642","REST","2020-06-25T00:00:00.000","2020-08-25T00:00:00.000","Neutral","1","M","25 to 34","Black","94901","1498642REST258252020N1"
"7564069","SUPV","2017-08-30T00:00:00.000","2020-08-28T00:00:00.000","Successful","1","M","35 to 44","Unknown","94114","7564069SUPV308282020S1"
"3959020","AOWP","2020-08-14T00:00:00.000","2020-09-02T00:00:00.000","Unsuccessful","0","M","25 to 34","White","94903","3959020AOWP14922020U0"
"6258704","SUPV","2017-08-14T00:00:00.000","2020-08-24T00:00:00.000","Successful","1","M","25 to 34","Black","","6258704SUPV148242020S1"
"6636420","SUPV","2018-06-15T00:00:00.000","2020-08-20T00:00:00.000","Bench Warrant","0","M","18 to 24","Black","94903","6636420SUPV158202020B0"
"5529849","PAROLE","2020-09-02T00:00:00.000","2020-09-02T00:00:00.000","Neutral","1","M","18 to 24","Hispanic","95425","5529849PAROLE2922020N1"
"2121756","PAROLE","2020-09-02T00:00:00.000","2020-09-02T00:00:00.000","Neutral","1","F","18 to 24","Hispanic","95624","2121756PAROLE2922020N1"
"427087","PAROLE","2020-12-09T00:00:00.000","2020-12-09T00:00:00.000","Neutral","1","F","55 to 64","Black","94901","427087PAROLE91292020N1"
"1276269","SUPV","2018-02-09T00:00:00.000","2020-08-30T00:00:00.000","Successful","1","F","18 to 24","Black","94605","1276269SUPV98302020S1"
"3049182","SUPV","2016-05-09T00:00:00.000","2020-12-09T00:00:00.000","Termination: Prison","0","F","35 to 44","White","94930","3049182SUPV91292020T0"
"9384035","REST","2020-09-18T00:00:00.000","2020-12-09T00:00:00.000","Neutral","1","M","25 to 34","White","94945","9384035REST181292020N1"
"9384035","REST","2020-11-06T00:00:00.000","2020-12-09T00:00:00.000","Neutral","1","M","25 to 34","White","94945","9384035REST61292020N1"
"8973879","SUPV","2020-01-31T00:00:00.000","2020-12-09T00:00:00.000","Neutral","1","M","25 to 34","White","94806","8973879SUPV311292020N1"
"1386520","SUPV","2019-09-13T00:00:00.000","2020-12-11T00:00:00.000","Completion/Expired","0","M","18 to 24","Black","95403","1386520SUPV1312112020C0"
"4577325","AB109","2019-07-15T00:00:00.000","2020-12-09T00:00:00.000","Neutral","1","M","18 to 24","Black","","4577325AB109151292020N1"
"4063165","SUPV","2019-12-11T00:00:00.000","2020-12-09T00:00:00.000","Bench Warrant","0","F","25 to 34","White","","4063165SUPV111292020B0"
"5258391","REST","2020-02-24T00:00:00.000","2020-09-01T00:00:00.000","Successful","1","M","25 to 34","White","94904","5258391REST24912020S1"
"8103838","PAROLE","2020-09-02T00:00:00.000","2020-09-02T00:00:00.000","Neutral","1","M","18 to 24","Hispanic","94804","8103838PAROLE2922020N1"
"9073526","AB109","2019-08-28T00:00:00.000","2020-08-23T00:00:00.000","Successful","1","M","45 to 54","White","94901","9073526AB109288232020S1"
"2295178","AB109","2018-01-23T00:00:00.000","2020-08-23T00:00:00.000","Successful","1","M","65 or older","White","94904","2295178AB109238232020S1"
"9322304","SUPV","2020-09-22T00:00:00.000","2020-12-03T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9322304SUPV221232020N1"
"7525908","PAROLE","2020-12-04T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","M","45 to 54","Black","94947","7525908PAROLE41242020N1"
"8444619","PAROLE","2020-12-04T00:00:00.000","2020-12-04T00:00:00.000","Neutral","1","M","35 to 44","White","94133","8444619PAROLE41242020N1"
"6920007","PAROLE","2020-08-26T00:00:00.000","2020-08-26T00:00:00.000","Neutral","1","M","45 to 54","Unknown","95125","6920007PAROLE268262020N1"
"2208722","SUPV","2020-04-16T00:00:00.000","2020-08-26T00:00:00.000","Successful","1","F","35 to 44","Other","94901","2208722SUPV168262020S1"
"4313731","AB109","2020-08-04T00:00:00.000","2021-08-02T00:00:00.000","Successful","1","M","35 to 44","Black","94903","4313731AB1094822021S1"
"215960","SUPV","2020-03-26T00:00:00.000","2020-09-08T00:00:00.000","Unsuccessful","0","M","55 to 64","Filipino","94080","215960SUPV26982020U0"
"687796","SUPV","2015-09-14T00:00:00.000","2020-09-03T00:00:00.000","Successful","1","M","25 to 34","White","94945","687796SUPV14932020S1"
"9952040","PAROLE","2020-09-09T00:00:00.000","2020-09-09T00:00:00.000","Neutral","1","F","35 to 44","Hispanic","94607","9952040PAROLE9992020N1"
"5818518","AOWP","2020-02-25T00:00:00.000","2020-09-04T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94901","5818518AOWP25942020U0"
"549595","AOWP","2020-07-08T00:00:00.000","2020-09-09T00:00:00.000","Successful","1","F","55 to 64","White","94945","549595AOWP8992020S1"
"1701519","SUPV","2020-03-26T00:00:00.000","2020-09-04T00:00:00.000","Bench Warrant","0","M","25 to 34","White","","1701519SUPV26942020B0"
"4543988","AOWP","2020-03-09T00:00:00.000","2020-09-09T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","4543988AOWP9992020S1"
"8298851","SUPV","2018-02-07T00:00:00.000","2020-09-04T00:00:00.000","Bench Warrant","0","M","45 to 54","White","95405","8298851SUPV7942020B0"
"8298851","SUPV","2020-03-26T00:00:00.000","2020-09-04T00:00:00.000","Bench Warrant","0","M","45 to 54","White","95405","8298851SUPV26942020B0"
"1513622","PAROLE","2020-07-10T00:00:00.000","2020-09-04T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94952","1513622PAROLE10942020S1"
"7345279","SUPV","2020-06-05T00:00:00.000","2020-09-09T00:00:00.000","Successful","1","M","45 to 54","White","94949","7345279SUPV5992020S1"
"6821117","SUPV","2019-10-30T00:00:00.000","2020-09-04T00:00:00.000","Transfer: Jurisdict","1","M","18 to 24","Black","94803","6821117SUPV30942020T1"
"754937","PAROLE","2020-08-12T00:00:00.000","2020-09-04T00:00:00.000","Neutral","1","F","18 to 24","Hispanic","94901","754937PAROLE12942020N1"
"5641440","PAROLE","2020-09-09T00:00:00.000","2020-09-09T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94901","5641440PAROLE9992020N1"
"4544699","AOWP","2020-08-06T00:00:00.000","2020-12-03T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94949","4544699AOWP61232020S1"
"1148291","SUPV","2018-11-21T00:00:00.000","2020-09-01T00:00:00.000","Bench Warrant","0","M","35 to 44","White","","1148291SUPV21912020B0"
"2782824","SUPV","2018-09-13T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","25 to 34","White","94920","2782824SUPV131282020S1"
"3450488","SUPV","2020-02-28T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","25 to 34","White","94903","3450488SUPV2812112020S1"
"9713801","SUPV","2017-12-08T00:00:00.000","2020-12-07T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94947","9713801SUPV81272020S1"
"1662258","AB109","2019-08-06T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","25 to 34","Black","","1662258AB109612112020S1"
"9383589","SUPV","2019-10-01T00:00:00.000","2020-12-08T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94901","9383589SUPV11282020S1"
"7274823","SUPV","2018-06-12T00:00:00.000","2020-12-08T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Black","95823","7274823SUPV121282020T1"
"7274823","SUPV","2018-08-28T00:00:00.000","2020-12-08T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Black","95823","7274823SUPV281282020T1"
"7274823","SUPV","2020-11-18T00:00:00.000","2020-12-08T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Black","95823","7274823SUPV181282020T1"
"1334439","SUPV","2018-05-02T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","55 to 64","White","94945","1334439SUPV212112020S1"
"1386520","SUPV","2019-09-13T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","18 to 24","Black","95403","1386520SUPV1312112020S1"
"9445497","REST","2020-01-27T00:00:00.000","2021-03-25T00:00:00.000","Death","1","M","45 to 54","White","94903","9445497REST273252021D1"
"4427724","REST","2020-11-16T00:00:00.000","2021-02-12T00:00:00.000","Neutral","1","M","45 to 54","White","94947","4427724REST162122021N1"
"1794216","AOWP","2020-12-17T00:00:00.000","2021-02-15T00:00:00.000","Successful, no $$","1","M","45 to 54","Hispanic","94945","1794216AOWP172152021S1"
"4336202","SUPV","2020-05-18T00:00:00.000","2020-09-09T00:00:00.000","Successful","1","M","25 to 34","Black","94965","4336202SUPV18992020S1"
"9856663","AOWP","2020-03-20T00:00:00.000","2020-09-09T00:00:00.000","Bench Warrant","0","M","55 to 64","White","94920","9856663AOWP20992020B0"
"4805616","SUPV","2021-08-05T00:00:00.000","2021-08-05T00:00:00.000","Unsuccessful","0","F","25 to 34","Hispanic","94947","4805616SUPV5852021U0"
"2804108","SUPV","2018-11-06T00:00:00.000","2020-12-14T00:00:00.000","Successful","1","M","45 to 54","White","94930","2804108SUPV612142020S1"
"8031855","REST","2019-07-19T00:00:00.000","2021-03-17T00:00:00.000","Successful","1","M","65 or older","White","94941","8031855REST193172021S1"
"4332371","AOWP","2019-10-22T00:00:00.000","2020-12-14T00:00:00.000","Successful, no $$","1","F","45 to 54","Black","94965","4332371AOWP2212142020S1"
"4354264","SUPV","2018-07-05T00:00:00.000","2020-12-11T00:00:00.000","Bench Warrant","0","M","65 or older","Hispanic","94901","4354264SUPV512112020B0"
"8601725","SUPV","2019-06-21T00:00:00.000","2020-12-11T00:00:00.000","Transfer: Jurisdict","1","M","25 to 34","White","92109","8601725SUPV2112112020T1"
"3026465","SUPV","2018-02-02T00:00:00.000","2020-12-11T00:00:00.000","Successful","1","M","45 to 54","White","94903","3026465SUPV212112020S1"
"8650799","SUPV","2017-09-12T00:00:00.000","2020-09-11T00:00:00.000","Successful","1","M","25 to 34","White","78734","8650799SUPV129112020S1"
"2464472","SUPV","2018-07-09T00:00:00.000","2020-09-27T00:00:00.000","Successful","1","M","25 to 34","Black","94904","2464472SUPV99272020S1"
"4427724","AOWP","2019-11-22T00:00:00.000","2020-09-25T00:00:00.000","Successful, no $$","1","M","45 to 54","White","94947","4427724AOWP229252020S1"
"9445497","PAROLE","2020-08-20T00:00:00.000","2020-09-07T00:00:00.000","Successful","1","M","45 to 54","White","94903","9445497PAROLE20972020S1"
"6822330","AB109","2017-01-26T00:00:00.000","2020-09-17T00:00:00.000","Unsuccessful","0","F","35 to 44","Black","94103","6822330AB109269172020U0"
"2138113","AB109","2019-06-26T00:00:00.000","2020-10-01T00:00:00.000","Successful","1","F","45 to 54","White","94901","2138113AB109261012020S1"
"864532","AOWP","2019-11-13T00:00:00.000","2020-09-11T00:00:00.000","Successful","1","M","25 to 34","White","94131","864532AOWP139112020S1"
"5432662","AOWP","2020-01-10T00:00:00.000","2020-09-29T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94901","5432662AOWP109292020S1"
"8768574","SUPV","2019-08-21T00:00:00.000","2020-09-11T00:00:00.000","Bench Warrant","0","M","35 to 44","Hispanic","94949","8768574SUPV219112020B0"
"5735227","SUPV","2020-01-22T00:00:00.000","2020-09-11T00:00:00.000","Successful","1","M","35 to 44","White","94949","5735227SUPV229112020S1"
"3216504","REST","2020-09-28T00:00:00.000","2020-10-01T00:00:00.000","Court Deleted","0","M","18 to 24","Hispanic","94925","3216504REST281012020C0"
"4382232","SUPV","2018-12-12T00:00:00.000","2020-09-16T00:00:00.000","Successful, no $$","1","M","55 to 64","White","94904","4382232SUPV129162020S1"
"3113397","AOWP","2019-10-09T00:00:00.000","2020-09-28T00:00:00.000","Successful, no $$","1","F","18 to 24","Black","94947","3113397AOWP99282020S1"
"9787933","REST","2020-09-11T00:00:00.000","2020-09-16T00:00:00.000","Neutral","1","M","18 to 24","White","94901","9787933REST119162020N1"
"1657567","SUPV","2019-03-05T00:00:00.000","2020-09-10T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94901","1657567SUPV59102020S1"
"6171239","AOWP","2020-09-08T00:00:00.000","2020-09-25T00:00:00.000","Successful","1","M","55 to 64","Hispanic","94945","6171239AOWP89252020S1"
"1894705","REST","2020-09-25T00:00:00.000","2020-09-25T00:00:00.000","Neutral","1","F","18 to 24","Black","95660","1894705REST259252020N1"
"9798851","PAROLE","2020-09-30T00:00:00.000","2020-09-30T00:00:00.000","Neutral","1","M","25 to 34","Black","","9798851PAROLE309302020N1"
"5628225","REST","2020-07-20T00:00:00.000","2020-10-02T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94903","5628225REST201022020N1"
"5213135","AB109","2019-05-16T00:00:00.000","2020-09-07T00:00:00.000","Successful","1","M","18 to 24","Hispanic","94903","5213135AB10916972020S1"
"6546104","AOWP","2019-12-02T00:00:00.000","2020-09-10T00:00:00.000","Successful","1","M","25 to 34","Hispanic","90004","6546104AOWP29102020S1"
"6827958","PAROLE","2020-09-14T00:00:00.000","2020-09-14T00:00:00.000","Neutral","1","M","65 or older","White","94901","6827958PAROLE149142020N1"
"4619596","SUPV","2019-10-09T00:00:00.000","2020-09-23T00:00:00.000","Transfer: Jurisdict","1","M","25 to 34","Hispanic","94801","4619596SUPV99232020T1"
"3925466","AOWP","2020-09-10T00:00:00.000","2020-09-17T00:00:00.000","Bench Warrant","0","M","25 to 34","White","95247","3925466AOWP109172020B0"
"5155386","AOWP","2020-01-15T00:00:00.000","2020-09-23T00:00:00.000","Successful","1","M","25 to 34","White","94949","5155386AOWP159232020S1"
"6240704","SUPV","2017-09-25T00:00:00.000","2020-09-14T00:00:00.000","Successful","1","M","35 to 44","White","94903","6240704SUPV259142020S1"
"9263878","SUPV","2020-09-14T00:00:00.000","2020-09-30T00:00:00.000","Neutral","1","M","35 to 44","White","94938","9263878SUPV149302020N1"
"7201577","AB109","2020-02-13T00:00:00.000","2021-01-11T00:00:00.000","Successful","1","M","35 to 44","White","94945","7201577AB109131112021S1"
"2907141","PAROLE","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","Neutral","1","M","35 to 44","White","94606","2907141PAROLE239232020N1"
"4016344","PAROLE","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","Neutral","1","F","55 to 64","White","94954","4016344PAROLE239232020N1"
"1846696","SUPV","2020-05-14T00:00:00.000","2021-04-29T00:00:00.000","Successful","1","F","35 to 44","Black","94901","1846696SUPV144292021S1"
"7374","SUPV","2016-03-28T00:00:00.000","2021-05-28T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94901","7374SUPV285282021S1"
"3715802","REST","2021-09-13T00:00:00.000","2022-01-11T00:00:00.000","Neutral","1","M","45 to 54","White","","3715802REST131112022N1"
"2208688","SUPV","2020-02-28T00:00:00.000","2021-01-15T00:00:00.000","Successful","1","F","55 to 64","White","94904","2208688SUPV281152021S1"
"2464177","SUPV","2020-07-21T00:00:00.000","2021-02-09T00:00:00.000","Unsuccessful","0","M","35 to 44","Hispanic","","2464177SUPV21292021U0"
"9384035","REST","2020-11-06T00:00:00.000","2021-02-10T00:00:00.000","Neutral","1","M","25 to 34","White","94945","9384035REST62102021N1"
"786546","SUPV","2020-06-30T00:00:00.000","2021-01-22T00:00:00.000","Successful","1","M","45 to 54","White","94947","786546SUPV301222021S1"
"7763478","REST","2019-04-22T00:00:00.000","2021-01-22T00:00:00.000","Unsuccessful","0","M","45 to 54","White","94115","7763478REST221222021U0"
"3908621","SUPV","2018-05-02T00:00:00.000","2020-12-12T00:00:00.000","Successful","1","M","35 to 44","White","94947","3908621SUPV212122020S1"
"6330287","AOWP","2020-08-21T00:00:00.000","2020-09-29T00:00:00.000","Successful, no $$","1","M","25 to 34","Black","","6330287AOWP219292020S1"
"215115","AOWP","2020-06-19T00:00:00.000","2020-09-23T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94954","215115AOWP199232020S1"
"5017915","SUPV","2018-02-14T00:00:00.000","2020-09-28T00:00:00.000","Prison","0","M","45 to 54","White","","5017915SUPV149282020P0"
"7714484","SUPV","2019-05-02T00:00:00.000","2020-10-06T00:00:00.000","Transfer: Jurisdict","1","M","55 to 64","Hispanic","94806","7714484SUPV21062020T1"
"3813172","SUPV","2020-06-11T00:00:00.000","2020-10-06T00:00:00.000","Transfer: Jurisdict","1","F","18 to 24","White","95648","3813172SUPV111062020T1"
"5220417","SUPV","2020-10-02T00:00:00.000","2020-10-02T00:00:00.000","Prison","0","M","25 to 34","Hispanic","94949","5220417SUPV21022020P0"
"9630788","SUPV","2018-03-30T00:00:00.000","2020-10-05T00:00:00.000","Transfer: Jurisdict","1","M","45 to 54","Black","94619","9630788SUPV301052020T1"
"6644893","REST","2020-03-02T00:00:00.000","2020-10-05T00:00:00.000","Bench Warrant","0","M","25 to 34","Hispanic","94901","6644893REST21052020B0"
"9881662","AB109","2020-09-23T00:00:00.000","2020-10-05T00:00:00.000","Successful","1","F","25 to 34","Other","","9881662AB109231052020S1"
"5220417","SUPV","2018-05-08T00:00:00.000","2020-10-01T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94949","5220417SUPV81012020U0"
"5220417","SUPV","2019-07-12T00:00:00.000","2020-10-01T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94949","5220417SUPV121012020U0"
"9572712","REST","2020-01-16T00:00:00.000","2020-10-05T00:00:00.000","Bench Warrant","0","M","25 to 34","Unknown","94904","9572712REST161052020B0"
"3391739","AOWP","2020-03-09T00:00:00.000","2020-10-07T00:00:00.000","Successful, no $$","1","F","18 to 24","Hispanic","94901","3391739AOWP91072020S1"
"6287045","AB109","2018-08-15T00:00:00.000","2020-10-08T00:00:00.000","Unsuccessful","0","M","35 to 44","White","94947","6287045AB109151082020U0"
"8239436","REST","2020-04-28T00:00:00.000","2020-10-05T00:00:00.000","Bench Warrant","0","M","35 to 44","Asian","94960","8239436REST281052020B0"
"7159673","SUPV","2020-01-10T00:00:00.000","2020-10-05T00:00:00.000","Successful","1","M","45 to 54","White","94945","7159673SUPV101052020S1"
"6897592","SUPV","2020-04-16T00:00:00.000","2020-10-08T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94928","6897592SUPV161082020S1"
"3385252","PAROLE","2020-10-08T00:00:00.000","2020-10-08T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","95404","3385252PAROLE81082020N1"
"9662656","REST","2020-07-20T00:00:00.000","2020-10-09T00:00:00.000","Neutral","1","M","45 to 54","White","94960","9662656REST201092020N1"
"3265864","SUPV","2018-09-13T00:00:00.000","2020-10-09T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","Hispanic","92104","3265864SUPV131092020T1"
"873598","SUPV","2020-01-13T00:00:00.000","2020-10-05T00:00:00.000","Successful","1","M","35 to 44","White","94901","873598SUPV131052020S1"
"1494022","AOWP","2020-07-22T00:00:00.000","2020-10-06T00:00:00.000","Successful","1","M","35 to 44","White","94901","1494022AOWP221062020S1"
"6153719","SUPV","2017-10-05T00:00:00.000","2020-10-05T00:00:00.000","Successful","1","M","35 to 44","Black","94901","6153719SUPV51052020S1"
"5762350","SUPV","2020-01-27T00:00:00.000","2020-10-01T00:00:00.000","Successful","1","M","35 to 44","White","94903","5762350SUPV271012020S1"
"5578953","SUPV","2020-10-06T00:00:00.000","2020-10-06T00:00:00.000","Court Deleted","0","M","45 to 54","White","94930","5578953SUPV61062020C0"
"3791868","SUPV","2018-06-05T00:00:00.000","2020-10-06T00:00:00.000","Terminated by Court","0","F","45 to 54","White","94903","3791868SUPV51062020T0"
"7473506","AB109","2019-04-18T00:00:00.000","2020-10-08T00:00:00.000","Successful","1","M","55 to 64","White","94587","7473506AB109181082020S1"
"2580547","REST","2020-07-24T00:00:00.000","2020-10-09T00:00:00.000","Neutral","1","M","45 to 54","Black","94903","2580547REST241092020N1"
"6982329","AOWP","2020-01-16T00:00:00.000","2020-10-02T00:00:00.000","Successful, no $$","1","M","55 to 64","Black","94903","6982329AOWP161022020S1"
"9556248","SUPV","2020-09-16T00:00:00.000","2020-09-29T00:00:00.000","Bench Warrant","0","M","55 to 64","White","94904","9556248SUPV169292020B0"
"9556248","SUPV","2020-06-05T00:00:00.000","2020-09-29T00:00:00.000","Bench Warrant","0","M","55 to 64","White","94904","9556248SUPV59292020B0"
"4383014","AB109","2018-01-24T00:00:00.000","2020-10-13T00:00:00.000","Unsuccessful","0","F","35 to 44","White","94127","4383014AB1092410132020U0"
"8640189","SUPV","2019-03-08T00:00:00.000","2020-10-12T00:00:00.000","Successful","1","F","35 to 44","Hispanic","","8640189SUPV810122020S1"
"1524511","AOWP","2020-03-03T00:00:00.000","2020-10-19T00:00:00.000","Successful","1","F","45 to 54","White","94901","1524511AOWP310192020S1"
"8232393","REST","2020-07-24T00:00:00.000","2020-10-12T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94901","8232393REST2410122020N1"
"5398252","REST","2020-10-16T00:00:00.000","2020-10-19T00:00:00.000","Court Deleted","0","M","65 or older","White","94903","5398252REST1610192020C0"
"6666200","PAROLE","2020-10-15T00:00:00.000","2020-10-15T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","95404","6666200PAROLE1510152020N1"
"7535014","PAROLE","2020-10-15T00:00:00.000","2020-10-15T00:00:00.000","Neutral","1","M","45 to 54","White","94010","7535014PAROLE1510152020N1"
"1476995","SUPV","2017-10-16T00:00:00.000","2020-10-10T00:00:00.000","Successful","1","F","25 to 34","Hispanic","94901","1476995SUPV1610102020S1"
"1257942","SUPV","2017-10-16T00:00:00.000","2020-10-10T00:00:00.000","Successful","1","F","25 to 34","Unknown","94901","1257942SUPV1610102020S1"
"1071494","AOWP","2020-08-21T00:00:00.000","2020-10-15T00:00:00.000","Successful","1","M","18 to 24","White","94903","1071494AOWP2110152020S1"
"9262320","SUPV","2019-08-02T00:00:00.000","2020-10-15T00:00:00.000","Transfer: Jurisdict","1","M","35 to 44","White","95706","9262320SUPV210152020T1"
"5272010","AB109","2018-10-16T00:00:00.000","2020-10-12T00:00:00.000","Unsuccessful","0","M","25 to 34","White","","5272010AB1091610122020U0"
"5272010","AB109","2019-10-17T00:00:00.000","2020-10-12T00:00:00.000","Unsuccessful","0","M","25 to 34","White","","5272010AB1091710122020U0"
"3397053","AOWP","2020-03-16T00:00:00.000","2020-10-13T00:00:00.000","Successful","1","M","25 to 34","White","94949","3397053AOWP1610132020S1"
"9828346","AOWP","2020-03-02T00:00:00.000","2020-10-13T00:00:00.000","Successful, no $$","1","M","18 to 24","Hispanic","95687","9828346AOWP210132020S1"
"1494022","AOWP","2020-08-27T00:00:00.000","2020-10-13T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94901","1494022AOWP2710132020S1"
"4633795","PAROLE","2020-10-01T00:00:00.000","2020-10-01T00:00:00.000","Neutral","1","M","18 to 24","Black","94965","4633795PAROLE11012020N1"
"4455088","SUPV","2020-07-29T00:00:00.000","2020-10-06T00:00:00.000","Bench Warrant","0","M","25 to 34","Unknown","93722","4455088SUPV291062020B0"
"7791379","AB109","2019-08-05T00:00:00.000","2020-10-13T00:00:00.000","Successful","1","M","45 to 54","White","94901","7791379AB109510132020S1"
"9904750","PAROLE","2020-10-01T00:00:00.000","2020-10-01T00:00:00.000","Neutral","1","M","25 to 34","Black","94580","9904750PAROLE11012020N1"
"9831672","SUPV","2019-09-20T00:00:00.000","2020-10-13T00:00:00.000","Transfer: Jurisdict","1","F","25 to 34","Hispanic","95210","9831672SUPV2010132020T1"
"2018879","SUPV","2019-05-09T00:00:00.000","2020-10-12T00:00:00.000","Successful, no $$","1","M","25 to 34","White","94901","2018879SUPV910122020S1"
"597642","AOWP","2020-01-07T00:00:00.000","2020-10-14T00:00:00.000","Successful, no $$","1","M","18 to 24","Hispanic","94949","597642AOWP710142020S1"
"9118146","REST","2019-10-22T00:00:00.000","2020-10-16T00:00:00.000","Bench Warrant","0","M","35 to 44","White","95403","9118146REST2210162020B0"
"1778625","PAROLE","2020-10-07T00:00:00.000","2020-10-07T00:00:00.000","Neutral","1","F","45 to 54","White","94590","1778625PAROLE71072020N1"
"6186508","PAROLE","2020-10-07T00:00:00.000","2020-10-07T00:00:00.000","Neutral","1","M","18 to 24","White","94925","6186508PAROLE71072020N1"
"1394720","SUPV","2019-12-05T00:00:00.000","2020-10-13T00:00:00.000","Transfer: Jurisdict","1","M","18 to 24","Hispanic","95476","1394720SUPV510132020T1"
"2794521","AOWP","2020-02-13T00:00:00.000","2020-10-14T00:00:00.000","Successful","1","M","45 to 54","White","94903","2794521AOWP1310142020S1"
"2147065","AB109","2020-09-10T00:00:00.000","2020-10-16T00:00:00.000","Transfer: Jurisdict","1","M","45 to 54","Hispanic","94949","2147065AB1091010162020T1"
"5980250","AOWP","2020-09-24T00:00:00.000","2020-10-26T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94947","5980250AOWP2410262020S1"
"701846","AOWP","2020-04-09T00:00:00.000","2020-10-29T00:00:00.000","Successful","1","M","45 to 54","White","94965","701846AOWP910292020S1"
"981266","PAROLE","2020-10-29T00:00:00.000","2020-10-29T00:00:00.000","Neutral","1","M","65 or older","White","94949","981266PAROLE2910292020N1"
"7273069","SUPV","2015-10-27T00:00:00.000","2020-10-23T00:00:00.000","Successful","1","F","55 to 64","Vietnamese","94903","7273069SUPV2710232020S1"
"6756346","SUPV","2018-09-06T00:00:00.000","2020-10-19T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94948","6756346SUPV610192020S1"
"4817258","SUPV","2019-08-06T00:00:00.000","2020-11-02T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94901","4817258SUPV61122020U0"
"3331186","SUPV","2019-10-02T00:00:00.000","2020-11-02T00:00:00.000","Bench Warrant","0","M","35 to 44","Hispanic","94901","3331186SUPV21122020B0"
"9611119","SUPV","2017-10-23T00:00:00.000","2020-11-02T00:00:00.000","Successful, no $$","1","M","35 to 44","White","94941","9611119SUPV231122020S1"
"4910562","AOWP","2019-12-27T00:00:00.000","2020-10-30T00:00:00.000","Successful, no $$","1","M","18 to 24","Hispanic","94903","4910562AOWP2710302020S1"
"735180","AOWP","2020-01-07T00:00:00.000","2020-10-27T00:00:00.000","Unsuccessful","0","M","45 to 54","White","94903","735180AOWP710272020U0"
"6142339","SUPV","2018-10-26T00:00:00.000","2020-11-02T00:00:00.000","Successful","1","M","18 to 24","White","","6142339SUPV261122020S1"
"368741","PAROLE","2020-10-22T00:00:00.000","2020-10-22T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94901","368741PAROLE2210222020N1"
"8239436","REST","2020-04-28T00:00:00.000","2020-10-29T00:00:00.000","Death","1","M","35 to 44","Asian","94960","8239436REST2810292020D1"
"7650516","AOWP","2019-07-10T00:00:00.000","2020-10-16T00:00:00.000","Successful, no $$","1","F","45 to 54","White","94965","7650516AOWP1010162020S1"
"7984704","AOWP","2020-01-08T00:00:00.000","2020-10-29T00:00:00.000","Bench Warrant","0","M","25 to 34","Hispanic","94903","7984704AOWP810292020B0"
"1170638","AOWP","2020-08-28T00:00:00.000","2020-10-27T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94947","1170638AOWP2810272020S1"
"7537870","SUPV","2020-06-30T00:00:00.000","2020-10-22T00:00:00.000","Bench Warrant","0","M","25 to 34","Hispanic","94965","7537870SUPV3010222020B0"
"538087","SUPV","2017-10-24T00:00:00.000","2020-10-23T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","538087SUPV2410232020S1"
"4529777","AOWP","2020-03-02T00:00:00.000","2020-10-20T00:00:00.000","Successful, no $$","1","M","25 to 34","Hispanic","94901","4529777AOWP210202020S1"
