"rpt_id","arst_date","time","area","area_desc","rd","age","sex_cd","descent_cd","chrg_grp_cd","grp_description","arst_typ_cd","charge","chrg_desc","location","crsst"
"191921216","2019-12-30T00:00:00.000","1030","19","Mission","1924","21","M","H",,,"M","11359HS",,"LAUREL CANYON","CRESTKNOLL"
"5834054","2019-12-29T00:00:00.000","1900","14","Pacific","1494","34","F","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","400    WORLD WAY",
"5833147","2019-12-28T00:00:00.000","1710","14","Pacific","1494","21","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD WAY",
"190624578","2019-12-28T00:00:00.000","2100","06","Hollywood","0636","20","M","W","16","Narcotic Drug Laws","I","11362.3A1HS","SMOKE/INGEST MARIJUANA IN PUBLIC PLACE","6600    HOLLYWOOD                    BL",
"190624579","2019-12-28T00:00:00.000","2110","06","Hollywood","0645","29","F","B","16","Narcotic Drug Laws","I","11362.3A1HS","SMOKE/INGEST MARIJUANA IN PUBLIC PLACE","HOLLYWOOD                    BL","ORANGE                       AV"
"5833161","2019-12-28T00:00:00.000","1710","14","Pacific","1494","20","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD WAY",
"200606842","2019-12-28T00:00:00.000","2245","06","Hollywood","0645","34","M","H","16","Narcotic Drug Laws","I","11362.3A1HS","SMOKE/INGEST MARIJUANA IN PUBLIC PLACE","HOLLYWOOD","HIGHLAND"
"190921791","2019-12-27T00:00:00.000","1345","09","Van Nuys","0935","24","M","H",,,"M","11532HS",,"14100    DELANO                       ST",
"5831505","2019-12-26T00:00:00.000","1320","08","West LA","0851","34","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","12000    OHIO                         AV",
"5831800","2019-12-26T00:00:00.000","2220","07","Wilshire","0705","45","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","LA BREA                      AV","MELROSE"
"5829434","2019-12-22T00:00:00.000","2145","14","Pacific","1494","22","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","400    WORLD   WAY",
"5829012","2019-12-22T00:00:00.000","1000","12","77th Street","1267","27","M","B","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","MANCHESTER","FIGUEROA"
"5827402","2019-12-20T00:00:00.000","1150","09","Van Nuys","0935","28","M","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","14400    ERWIN                        ST",
"5826412","2019-12-19T00:00:00.000","0645","14","Pacific","1494","22","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLDWAY",
"5825784","2019-12-18T00:00:00.000","0915","13","Newton","1309","32","M","W","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","1700 E  7TH                          ST",
"5825635","2019-12-18T00:00:00.000","0540","14","Pacific","1494","31","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD                        WY",
"5824557","2019-12-17T00:00:00.000","0017","14","Pacific","1494","22","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","700    WORLD                        WY",
"5824194","2019-12-16T00:00:00.000","1100","18","Southeast","1802","29","M","O","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8600 S  FIGUEROA                     ST",
"5824193","2019-12-16T00:00:00.000","1100","18","Southeast","1802","25","F","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","8600 S  FIGUEROA                     ST",
"5824173","2019-12-16T00:00:00.000","1100","18","Southeast","1802","20","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8600 S  FIGUEROA                     ST",
"5824319","2019-12-16T00:00:00.000","1455","18","Southeast","1802","27","M","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","8700 S  BROADWAY",
"5824306","2019-12-16T00:00:00.000","1455","18","Southeast","1802","26","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8700 S  BROADWAY",
"5823883","2019-12-16T00:00:00.000","0053","14","Pacific","1494","32","F","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD WAY",
"5823456","2019-12-15T00:00:00.000","1505","01","Central","0153","25","M","W","16","Narcotic Drug Laws","F","11359HS","POSSESSION MARIJUANA FOR SALE","500 S  HILL                         ST",
"191920594","2019-12-15T00:00:00.000","1120","19","Mission","1935","32","M","H","16","Narcotic Drug Laws","M","11357(B)2HS","POSS MARIJUANA OR CONCENTRATED CANNABIS","BRAND","ARLETA"
"5821115","2019-12-12T00:00:00.000","1530","06","Hollywood","0667","17","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","WILTON","VIRGINIA"
"191719979","2019-12-11T00:00:00.000","2240","17","Devonshire","1764","24","M","A",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"191719225","2019-12-11T00:00:00.000","2210","17","Devonshire","1714","18","M","W",,,"M","11362.3A1HS",,"18900    BRAEMORE                     RD",
"191719998","2019-12-11T00:00:00.000","2120","17","Devonshire","1764","29","F","W",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"191719997","2019-12-11T00:00:00.000","2120","17","Devonshire","1764","30","M","W",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"191719996","2019-12-11T00:00:00.000","2120","17","Devonshire","1764","32","M","W",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"191719993","2019-12-11T00:00:00.000","2120","17","Devonshire","1764","34","M","W",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"5819594","2019-12-10T00:00:00.000","2030","16","Foothill","1645","20","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","EMPIRE                       PL","EMPIRE                       DR"
"5819124","2019-12-10T00:00:00.000","1100","14","Pacific","1434","28","M","H","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD WAY",
"5819809","2019-12-10T00:00:00.000","2245","14","Pacific","1494","50","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","700    WORLD WAY",
"5818346","2019-12-09T00:00:00.000","1105","18","Southeast","1861","35","M","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","11400 S  VERMONT                      AV",
"5818417","2019-12-09T00:00:00.000","1100","18","Southeast","1861","21","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","11400 S  VERMONT                      AV",
"5818558","2019-12-09T00:00:00.000","1515","18","Southeast","1802","26","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8900 S  BROADWAY",
"5818401","2019-12-09T00:00:00.000","1100","18","Southeast","1851","21","F","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","11400 S  VERMONT                      AV",
"5818570","2019-12-09T00:00:00.000","1515","18","Southeast","1802","24","M","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8900 S  BROADWAY",
"191521694","2019-12-09T00:00:00.000","1630","15","N Hollywood","1502","23","F","W",,,"M","11532HS",,"7600    BELLAIRE                     AV",
"191719985","2019-12-09T00:00:00.000","0920","17","Devonshire","1764","25","M","W",,,"M","11362.3A1HS",,"9300    TAMPA                        AV",
"5818448","2019-12-09T00:00:00.000","1105","18","Southeast","1861","21","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","11400 S  VERMONT                      AV",
"5818567","2019-12-09T00:00:00.000","1515","18","Southeast","1802","31","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8900 S  BROADWAY",
"5818397","2019-12-09T00:00:00.000","1105","18","Southeast","1861","25","F","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","11400 S  VERMONT                      AV",
"5818555","2019-12-09T00:00:00.000","1515","18","Southeast","1802","35","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8900 S  BROADWAY",
"5817722","2019-12-08T00:00:00.000","1719","17","Devonshire","1739","33","M","W","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","REGAN                        FY","WOODLEY                      AV"
"5815942","2019-12-06T00:00:00.000","0600","14","Pacific","1494","65","M","W","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","400    WORLD                        WY",
"190720443","2019-12-03T00:00:00.000","1600","07","Wilshire","0788","22","M","B",,,"M","11362.3A1HS",,"4000 W  WASHINGTON                   BL",
"5813482","2019-12-03T00:00:00.000","0945","14","Pacific","1494","37","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","200    WORLD WAY",
"5812760","2019-12-02T00:00:00.000","1050","18","Southeast","1842","30","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","11200 S  BROADWAY",
"5812792","2019-12-02T00:00:00.000","1050","18","Southeast","1842","22","F","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","11200 S  BROADWAY",
"5812870","2019-12-02T00:00:00.000","1420","18","Southeast","1841","24","M","B","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","10400 S  VERMONT                      AV",
"5812888","2019-12-02T00:00:00.000","1500","18","Southeast","1841","21","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","10400 S  VERMONT                      AV",
"5812267","2019-12-01T00:00:00.000","1200","19","Mission","1954","61","M","O","16","Narcotic Drug Laws","F","11359HS","POSSESSION MARIJUANA FOR SALE","15000    KINGSBURY                    ST",
"190901019","2019-12-01T00:00:00.000","0830","09","Van Nuys","0952","18","F","B","16","Narcotic Drug Laws","M","11357(B)2HS","POSS MARIJUANA OR CONCENTRATED CANNABIS","5400 N  SEPULVEDA                    BL",
"191120270","2019-11-29T00:00:00.000","1445","11","Northeast","1163","36","M","O","16","Narcotic Drug Laws","I","11362.3A1HS","SMOKE/INGEST MARIJUANA IN PUBLIC PLACE","SANTA MONICA","EDGEMONT"
"5811021","2019-11-29T00:00:00.000","2125","06","Hollywood","0646","25","M","B","16","Narcotic Drug Laws","F","11359HS","POSSESSION MARIJUANA FOR SALE","HOLLYWOOD                    BL","LAS PALMAS"
"5810239","2019-11-28T00:00:00.000","1230","14","Pacific","1494","23","M","O","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD                        WY",
"192119316","2019-11-26T00:00:00.000","1412","21","Topanga","2175","21","M","O",,,"M","11362.3A1HS",,"22400    VENTURA                      BL",
"192119314","2019-11-25T00:00:00.000","1410","21","Topanga","2175","21","M","O",,,"M","11362.3A1HS",,"22400    VENTURA                      BL",
"192119004","2019-11-25T00:00:00.000","1420","21","Topanga","2156","13","M","O","16","Narcotic Drug Laws","M","11357(B)HS","POSSESS 28.5 GRAMS OR MORE OF MARIJUANA","6600    TOPANGA CANYON               BL",
"191424423","2019-11-24T00:00:00.000","1400","14","Pacific","1494","29","M","B","16","Narcotic Drug Laws","M","11357(B)2HS","POSS MARIJUANA OR CONCENTRATED CANNABIS","500    WORLD                        WY",
"5806144","2019-11-22T00:00:00.000","2145","06","Hollywood","0636","22","M","H","16","Narcotic Drug Laws","M","11360(A)2HS","SALE/OFFER TO SELL/TRANSPORT MARIJUANA","HOLLYWOOD                    BL","VINE"
"191718666","2019-11-20T00:00:00.000","2210","17","Devonshire","1715","19","M","H","16","Narcotic Drug Laws","M","11357(A)HS","POSSESS CONCENTRATED CANNABIS","ZELZAH","STALLION MEADOW"
"191718663","2019-11-20T00:00:00.000","2250","17","Devonshire","1715","23","F","H",,,"M","11362.3A1HS",,"ZELZAH","STALLION MEADOW"
"5804229","2019-11-20T00:00:00.000","1905","14","Pacific","1494","24","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD                        WY",
"191718665","2019-11-20T00:00:00.000","2200","17","Devonshire","1715","22","M","H",,,"M","11362.3A1HS",,"ZELZAH","STALLION MEADOW"
"191718661","2019-11-20T00:00:00.000","2035","17","Devonshire","1714","19","M","H",,,"M","11362.3A1HS",,"18900    BRAEMORE                     RD",
"191718662","2019-11-20T00:00:00.000","2250","17","Devonshire","1715","24","M","H",,,"M","11362.3A1HS",,"ZELZAH","STALLION MEADOW"
"191718664","2019-11-20T00:00:00.000","2250","17","Devonshire","1715","22","F","H",,,"M","11362.3A1HS",,"ZELZAH","STALLION MEADOW"
"191718653","2019-11-20T00:00:00.000","2035","17","Devonshire","1714","21","F","H",,,"M","11362.3A1HS",,"18900    BRAEMORE                     RD",
"191718659","2019-11-20T00:00:00.000","2035","17","Devonshire","1714","19","M","B",,,"M","11362.3A1HS",,"18900    BRAEMORE                     RD",
"5801655","2019-11-17T00:00:00.000","1843","14","Pacific","1494","35","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","300    WORLD WAY",
"5800927","2019-11-16T00:00:00.000","1800","03","Southwest","0391","32","M","B","16","Narcotic Drug Laws","F","11359HS","POSSESSION MARIJUANA FOR SALE","4000 S  LA BREA                      AV",
"5800179","2019-11-15T00:00:00.000","1510","18","Southeast","1822","44","M","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","9400 S  FIGUEROA                     ST",
"5800101","2019-11-15T00:00:00.000","1130","18","Southeast","1801","37","F","H","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8800 S  VERMONT                      AV",
"5800376","2019-11-15T00:00:00.000","2145","14","Pacific","1494","25","M","B","16","Narcotic Drug Laws","F","11360(A)HS","TRANSPORT/SELL/FURNISH/ETC MARIJUANA","100    WORLD WAY",
"5800090","2019-11-15T00:00:00.000","1130","18","Southeast","1801","23","F","B","16","Narcotic Drug Laws","M","11359(B)HS","POSSESS MARIJUANA FOR SALE","8800 S  VERMONT",
"190622856","2019-11-13T00:00:00.000","1720","06","Hollywood","0636","19","M","H","16","Narcotic Drug Laws","I","11362.3A1HS","SMOKE/INGEST MARIJUANA IN PUBLIC PLACE","HUDSON","HOLLYWOOD"
